Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,-2.94304E-06,0.01717937,0.024291299,0.018277949,-0.002066943,-0.007700602,-0.003875964,0.000171546,-0.000491077,0.061942064,0.048864932,0.013700587,1.9083E-05,-4.58876E-05,0.005061404,-0.001998814,-0.001581278,0.028540178,0.035644242,0.024929365,0.041748018,0.005524148,0.029745262,-0.001527743,-0.005480584,-0.000480943,-0.026068768,-0.032370065,-0.003210599,-0.023155737,0.018326388,0.019073836,-3.29728E-05,0.010577107,-0.022137896,0.071552408
0.02,1.97964E-05,-0.002866387,0.024291299,0.013212031,-0.002056428,0.015553792,0.014259107,-0.017177697,0.010617322,0.079184496,0.002600284,-0.008409398,-5.55609E-06,-2.36877E-06,0.000148074,-0.046485814,-0.001576027,0.056646867,0.006194779,0.026275953,0.008926362,0.010345925,0.018217247,0.057302519,0.021283332,-0.001732164,-0.026068768,-0.01882026,-0.003214349,0.004554224,0.019516574,0.059479109,-7.82798E-05,0.03941908,0.004000022,0.045271051
0.03,5.01153E-05,0.019685626,0.025527261,0.011945551,-0.00205793,-0.010142008,0.040855177,0.009517554,-0.005373889,0.050864183,-0.003808407,0.000185115,5.69841E-05,0.000347674,0.023478763,-0.032501133,-0.001563275,0.020849748,0.001281449,0.030323346,-0.020244628,-0.014968406,-0.003557045,0.012876554,-0.004259881,0.033363051,0.006081501,-0.037313913,-0.003206849,-0.016853857,0.048813449,0.001388899,2.74365E-05,0.052638198,0.017691298,-0.01104151
0.04,-2.18922E-05,0.028455138,-0.011292197,0.028425043,-0.002065441,-0.046885173,0.00338722,0.053562049,0.003232068,0.004111254,0.021887393,-0.004728215,0.000110051,-0.000238884,-0.031773312,0.015796749,-0.001574527,-0.040399031,0.038100907,0.003349622,-0.026325255,0.02842759,0.014372032,-0.020738558,-0.039522943,0.023338027,0.021584431,-0.065664743,-0.003211349,-0.028191137,0.034165011,-0.007461198,0.000104844,0.009375478,0.032627239,-0.007287848
0.05,-3.51568E-05,-0.002866387,-0.013733604,-0.000734503,-0.002063939,-0.011362712,0.004592664,0.065578345,0.009335583,0.017661058,3.68075E-05,-0.021924871,7.21423E-05,2.79053E-05,-0.087025388,0.032318203,-0.001577527,0.014471574,0.031966874,-0.026317279,-0.011737853,0.042877663,0.011808556,0.078924223,0.000592414,0.003280348,0.023964802,-0.017599557,-0.003218848,0.009589625,-0.003646268,0.038009993,5.38712E-05,-0.005045509,0.041339888,0.020242822
0.06,-2.37872E-05,-0.004119039,-0.012512901,0.008146113,-0.002063939,-0.00281779,0.056579359,0.029537085,0.015500134,0.013968431,-0.012780575,-0.005952733,-9.34471E-06,-1.93975E-05,-0.037914975,0.014526455,-0.001562525,0.048956438,-0.008537581,0.007397016,0.015003175,-0.007720481,-0.004838783,0.104131742,0.026135627,0.008296675,0.025154987,0.00953057,-0.003212099,0.003287745,-0.029250516,0.021591536,-1.97592E-05,0.02980485,0.011467977,-0.023557532
0.07,-0.000110954,-0.011636853,-0.024780967,0.063916987,-0.002068445,-0.004038493,0.043273695,0.030872229,-0.007815296,-0.009408034,0.007727237,-0.023153203,2.02861E-06,-0.000127249,0.011199252,0.011982051,-0.001560274,0.011938615,0.030738542,0.027626355,0.025943727,0.004318703,-0.009965736,-0.008729891,-0.013994989,0.002029128,0.002526203,-0.057028268,-0.003210599,-0.011818456,-0.018264188,0.012756697,-1.22043E-05,0.017787362,-0.012180583,-0.048585761
0.08,-4.84214E-05,-0.056739926,0.013259194,0.060117548,-0.002070699,0.031483968,-0.003875964,0.034870032,-0.055849963,-0.002053297,0.002600284,-0.042810338,1.33945E-05,0.00022847,0.021022098,0.011982051,-0.001562525,0.040014787,0.063873002,-0.010135333,0.023513765,0.012772072,-0.024049599,-0.037553744,-0.009127435,0.008296675,-0.016547283,-0.052114938,-0.003211349,-0.010567236,0.003677951,0.044327132,5.19824E-05,-0.021869992,0.001510693,0.01148237
0.09,4.44305E-05,-0.029176831,0.031661294,0.011945551,-0.002069196,0.004506429,-0.007492297,0.030872229,-0.026308948,0.007803881,-0.011559872,-0.00227155,-4.72458E-05,-0.00019915,0.013655917,0.02088174,-0.001575277,0.036169572,-0.004852584,-0.003390948,0.024730653,-0.013747703,-0.013803322,0.021284147,0.017636481,-0.00423842,-0.021308025,0.010751273,-0.003209849,0.015876246,-0.032912626,0.032959334,3.31027E-05,-0.009852504,0.025159283,0.012733591
0.1,-5.03164E-05,0.043489814,-0.011292197,-0.00328272,-0.002070699,-0.045664469,-0.017173998,0.025531653,0.030331677,0.031180345,0.002600284,-0.019468206,-7.18849E-05,8.65614E-05,0.023478763,0.041214077,-0.001585029,-0.022546248,-0.01712828,0.03437074,0.005279512,0.015167702,0.001562279,0.038099333,0.004254523,-0.014267259,0.001320759,-0.031149362,-0.003211349,0.041068507,-0.031691922,0.015274397,-4.80751E-05,0.024997855,0.027648612,-0.022306311
0.11,-0.000112849,0.000892043,-0.019867637,0.003049677,-0.002069948,-0.024851481,-0.026840441,-0.018512841,0.010617322,0.041037523,0.002600284,-0.053865331,-2.26105E-05,6.95321E-05,0.056632297,0.010711757,-0.001576027,-0.004693465,0.03441591,0.049202283,-0.006877928,0.02842759,-0.041986305,0.017675443,-0.005480584,0.000774092,0.017998615,-0.071829294,-0.003218848,-0.005531835,0.004898654,0.017807356,3.1214E-05,0.023796225,0.000266029,0.010231149
0.12,-7.30556E-05,-0.0404526,0.016936562,-0.014681036,-0.002055677,-0.008921305,0.007003553,-0.009166833,-0.012759143,0.013968431,3.68075E-05,0.013700587,3.42412E-05,-0.000242668,0.021022098,-0.033775242,-0.001579028,0.027227922,-0.008537581,0.057293256,0.03202054,-0.014968406,-0.021493752,-0.003931002,-0.02493554,0.010802931,-0.017737469,-0.037313913,-0.003223348,-0.009300756,-0.020705594,0.036743514,0.000167142,0.010577107,-0.009691255,0.031505716
0.13,-5.6001E-05,0.025949836,0.027968667,-0.041307623,-0.002046664,-0.022410075,0.028762586,0.034870032,0.000790662,0.005331957,0.020605655,0.050554377,3.42412E-05,0.000179275,-0.04282449,-0.010894688,-0.001579778,0.024664445,-0.052719405,0.03437074,0.033237428,-0.025802146,0.060484093,-0.002733187,-0.015200433,0.009547896,-0.02011784,-0.01882026,-0.003218098,0.018393946,-0.023147001,0.040542952,-4.05277E-05,0.000963355,-0.012180583,0.012733591
0.14,-2.56822E-05,0.034719825,0.005904458,-0.055254156,-0.002054926,-0.012583415,0.022720106,0.014850501,0.009335583,-0.004525221,0.037329288,0.01001559,-7.37811E-05,-0.000242668,-0.029316647,0.017067043,-0.001571526,0.036169572,-0.002395919,-0.007438342,0.0064964,-0.002913963,0.031027,0.014074369,0.024914924,-0.01802855,0.033486286,-0.022512887,-0.003220348,-0.016853857,-0.006057157,-0.00114406,-0.000140578,-0.017062759,-0.029605852,-0.017299521
0.15,-2.94304E-06,-0.024165273,0.003432534,-0.037508184,-0.002066943,-0.027292887,0.020309217,-0.006504174,0.008175915,-0.019265211,0.0321413,-0.023153203,-9.84164E-05,-8.94065E-05,-0.005989774,-0.049026402,-0.001568526,0.038733049,0.017234513,-0.003390948,0.04782483,0.017578591,-0.00740226,0.012876554,0.010327521,-0.024288469,0.051354328,-0.020040963,-0.003214349,-0.015602636,-0.009749784,0.025375716,2.74365E-05,0.00817361,-0.038318471,-0.003536093
0.16,-7.11606E-05,-0.020406365,-0.010056236,-0.009615118,-0.002063188,-0.043223063,-0.001449816,0.024196509,-0.010317737,0.007803881,0.009070011,-0.010869878,3.42412E-05,0.000217117,0.005061404,-0.076988133,-0.001560274,0.019598527,-0.003624251,-0.010135333,0.034450502,0.030838479,0.00797097,-0.038751558,-0.006686029,-0.011761003,0.02991573,-0.022512887,-0.003198599,-0.010567236,0.006119357,0.046860091,2.17778E-05,0.032208348,-0.044541792,0.051529062
0.17,-7.11606E-05,-0.000360608,-0.065262534,-0.02736109,-0.002048918,-0.015024821,-0.017173998,0.052226905,-0.016482288,0.012717211,-0.011559872,0.038271052,3.2345E-05,-0.000131033,0.02225043,0.02850732,-0.001565525,0.018286272,-0.002395919,-0.02901427,-0.025108367,0.026016701,-0.001001198,-0.067567782,0.012753669,-0.011761003,0.013237873,-0.034841989,-0.003196349,-0.053383398,-0.014632596,-0.020095476,-4.2409E-05,-0.001440381,-0.033339815,0.00647558
