Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,-0.009890051,-0.018771901,0.066098855,-0.002530804,0.073592908,0.04786659,-0.006707798,0.04084038,-0.053542074,0.037102706,0.056079667,0.0227532,-0.034746749,0.004392242,-0.000639626,0.009850509,0.015968577,0.06760066,0.02013742,0.055097011,0.063762309,0.019543662,0.047884358,-0.000605569,0.048180005,0.031284478,0.012477147,0.062963588,0.008271175,0.014374235,-0.003070242,-0.0023456
0.02,-0.007418128,0.025905834,0.083263681,-0.002539075,0.067458875,0.023605115,0.020971645,0.075630419,-0.07173055,0.013894088,0.044765275,-0.001557866,-0.045885665,0.009786224,-0.006697365,0.027062423,0.029344813,0.059278898,0.021358123,0.036044506,0.044774653,-0.006701455,-0.009122478,0.014981284,0.031372449,0.003589776,0.011275517,0.023473842,0.008271175,0.028259733,-0.00306799,-0.002350103
0.03,0.040479211,0.031032787,0.083263681,-0.002540579,0.076034315,-0.014663927,0.031034816,0.070442431,-0.109297689,-0.020285599,0.025913041,0.06370016,-0.033526046,0.052919006,0.013879112,0.051644332,0.03542544,0.01410716,0.053416838,-0.010951611,0.039710643,0.037045493,0.013216389,-0.014994607,0.019363782,-0.006481025,0.031748997,0.030065638,0.012116389,0.014374235,-0.003073245,-0.002350103
0.04,0.004865198,0.009304271,0.00724809,-0.002528549,0.072372205,0.031295545,-0.034379612,0.029182665,-0.085066732,-0.009299271,0.009570878,0.062418422,-0.016176803,0.008439636,0.006615928,-0.009810441,0.028127925,0.015295438,0.036159148,-0.000790211,0.029586436,0.042050376,0.01938094,-0.053355203,0.036175153,-0.016567085,0.047404515,0.052465541,0.015992122,0.037098386,-0.003085255,-0.002341096
0.05,-0.01356742,0.02077888,-0.024629309,-0.002531556,0.079726942,0.072158582,-0.043183934,0.016304247,-0.068098958,0.004128463,-0.009273727,0.00612112,0.006146805,-0.010431671,-0.012747475,-0.046690934,0.019615428,0.036693983,0.029994597,0.010641483,0.016927363,0.005795493,0.00198592,0.005391135,0.039776227,-0.001445625,0.059451329,0.022131068,0.013398128,0.063606718,-0.003073995,-0.002338094
0.06,0.012219934,0.02468513,0.032995389,-0.002545842,0.052749403,0.036391981,0.028517116,0.007271044,-0.094771322,-0.015418046,-0.016811569,0.007402858,0.007367508,0.048879242,0.019921592,0.001244552,0.023266093,0.00935214,0.032466521,0.029693512,0.030851008,0.023297324,-0.004239666,0.043744101,0.00735893,0.037586358,0.061862218,-0.021325963,0.006989436,0.033310392,-0.003069491,-0.0023456
0.07,-0.003740759,0.009304271,0.03789954,-0.002547346,0.029495008,0.026168592,0.014669765,0.018928759,-0.108107503,-0.030066483,-0.013042648,0.016355953,-0.02856694,0.03000412,0.05864077,0.011078842,0.032993571,0.015295438,0.044780364,0.042395023,0.011863353,0.019543662,0.004488361,0.004185691,0.016964337,0.028774407,0.017298924,-0.018762487,0.015992122,0.005543211,-0.003086006,-0.002350854
0.08,-0.031984778,-0.009860768,-0.002560332,-0.002539827,0.065017469,0.040237196,-0.02306522,0.003425829,-0.093581136,-0.012976639,-0.002994735,0.013800105,-0.022356613,-0.007738495,0.018716148,-0.007353776,0.03785731,0.059278898,0.071895232,0.029693512,-0.018514989,-0.007952676,0.034273518,-0.005404458,0.049385449,0.019962456,-0.004383815,-0.005517858,0.006989436,0.026997068,-0.003082253,-0.002353105
0.09,0.009778528,-0.023898854,-0.006238534,-0.002536068,0.051559217,0.010848768,0.009641994,-0.026237257,-0.076582845,-0.001990311,-0.018062789,0.012522182,-6.35218E-05,-0.009088898,0.011452965,1.62195E-05,0.022051112,0.046202116,0.039851775,0.050016311,-0.010919927,0.019543662,0.05288924,0.004185691,0.046978375,0.055217889,0.018496739,-0.014795201,-0.043120427,0.052246549,-0.003069491,-0.002348602
0.1,0.035565881,0.014431224,0.026865051,-0.002539075,0.011092908,-0.004471056,0.005865444,0.009895556,-0.075362142,-0.012976639,-0.02309056,0.026590785,-0.014925582,-0.046831512,0.056214622,-0.002440446,0.013538615,-0.007291384,-0.00204886,0.056366829,0.000472667,0.03078939,0.020601643,0.026967063,0.039776227,0.028774407,0.022113072,-0.017419713,-0.041838689,0.033310392,-0.003078499,-0.002340345
0.11,0.012219934,0.033596263,0.048934028,-0.002536819,0.040481336,0.022353895,-0.01551212,0.029182665,-0.087508138,0.015114791,-0.02309056,0.026590785,-0.017412765,-0.032003784,0.02839785,-0.01964473,0.034210459,-0.028689928,0.009029021,0.018262294,0.013129832,0.009533896,-0.01162492,0.05813314,0.055385968,-0.039226386,0.024520146,0.02084933,0.026276546,0.018158414,-0.003081502,-0.002330588
0.12,0.030652551,0.009304271,0.013378427,-0.002526293,0.069900282,0.004470594,0.015928615,0.003425829,-0.086287435,0.021218307,-0.031894882,0.025316676,-0.009966476,0.035398102,0.000565819,-0.039313309,0.009889857,0.01410716,0.023830046,0.018262294,0.019460322,0.019543662,0.020601643,0.032956138,0.055385968,-0.032932136,0.03656696,0.061681849,0.030121761,0.024471738,-0.00306874,-0.002330588
0.13,0.029431848,0.031032787,-0.006238534,-0.002527045,0.044173963,-0.035110705,0.027258266,0.0214312,-0.068098958,-0.049597733,0.027171891,0.043230495,-0.011202438,0.021916962,0.01024752,-0.052840226,-0.039962514,0.053333692,0.033687224,0.034774212,0.018193843,0.014538779,0.034273518,-0.000605569,0.057789227,-0.002712104,0.013682591,0.056432826,-0.00326447,0.025734403,-0.003063486,-0.002344849
0.14,0.008542566,0.023342357,0.0219609,-0.002539075,0.029495008,-0.023605578,0.022230495,0.04084038,-0.054762777,-0.039832108,0.063625138,0.030432185,-0.016176803,-0.014479065,0.019921592,-0.018424027,-0.032668813,0.020048551,0.011500945,0.034774212,0.034650447,0.010800376,-0.014127361,0.020970359,0.06859245,-0.010272834,0.000430333,0.010290248,0.023682552,0.021946409,-0.003064237,-0.002348602
0.15,0.029431848,-0.021335377,0.020734833,-0.002539075,0.034347303,0.00956703,0.05493008,0.008552782,-0.068098958,0.019997604,0.018382828,0.018919429,-0.012453658,-0.011782074,0.021134666,0.024605758,0.024481074,-0.006101199,-0.014377961,0.038585094,0.023255946,0.033291831,-0.024076092,0.024571433,0.049385449,-0.020343635,0.008860814,-0.021325963,0.068665462,0.009323576,-0.003070242,-0.002337343
0.16,0.019605188,-0.018771901,0.015830562,-0.002528549,0.016006239,0.033828504,0.05493008,0.004707568,-0.079024251,-0.010535233,0.047282975,0.036833247,0.011075394,-0.011782074,-0.013952919,0.002480514,0.075550334,0.015295438,0.021358123,0.029693512,0.006801249,0.012036338,0.015657795,0.01138021,0.06739082,-0.021602485,-0.010407222,0.002355677,0.077668147,-0.005820773,-0.003080751,-0.00233284
0.17,-4.81325E-05,-0.002170338,0.035447524,-0.002524038,0.014816053,0.052993543,0.022230495,0.011177294,-0.05232137,0.007790573,0.082462113,0.076494655,0.022244828,0.000348663,-0.006697365,-0.008589738,0.039072291,0.031938963,0.029994597,0.030963806,0.025786998,-0.007952676,0.010713947,0.01138021,0.105808637,0.009876397,-0.003178371,0.039281947,0.03781219,-0.003295443,-0.003076247,-0.002340345
0.18,0.038022546,-0.004733815,0.032995389,-0.002528549,0.053970106,0.031295545,0.018446315,-0.00817085,-0.051100667,0.066399581,0.009570878,0.081610164,0.027188675,-0.022566223,0.027177147,0.049187667,-0.032668813,0.036693983,-0.005756746,0.014451412,-0.000793813,0.005795493,-0.024076092,-0.001811013,0.063789746,0.042621758,0.031748997,0.055090052,0.015992122,0.032047727,-0.003071743,-0.002347851
0.19,0.038022546,-0.026462331,0.001117871,-0.002535316,0.049087293,0.005752332,0.014669765,0.004707568,-0.053542074,0.024895675,-0.011791427,0.041948756,-0.019884689,-0.046831512,-0.001860329,0.041810043,-0.018077596,0.025993757,0.001643767,-0.021113011,-0.029907582,-0.014208779,-0.001737225,0.002987876,0.021770856,0.021213677,0.02692722,0.056432826,0.054535823,0.032047727,-0.003078499,-0.002355357
0.2,-0.00865409,-0.00857903,-0.027081444,-0.002541331,-0.007278674,0.046584852,0.017187465,0.004707568,-0.031722005,-0.021521561,0.043514054,0.048346004,-0.089266403,0.024613953,-0.005484291,-0.011046403,0.011106745,0.005785398,0.032466521,0.0119113,0.028319957,-0.03045939,0.037996662,-0.005404458,0.033775708,-0.000194404,0.018496739,0.037939174,0.044251399,-0.018443606,-0.003077748,-0.002351604
0.21,0.017133264,0.031032787,-0.001334145,-0.00254509,7.60628E-05,0.037643201,0.018446315,0.004707568,-0.057173665,-0.02884578,0.029681962,0.030432185,-0.044664962,0.050222015,0.029603294,0.003701217,0.024481074,0.010540418,0.029994597,0.029693512,0.040977122,0.008297934,0.026827229,-0.03058146,0.015762708,0.009876397,0.032950627,-0.005517858,0.014710384,-0.003295443,-0.003076247,-0.002342597
0.22,0.031888513,0.019558177,0.051386164,-0.002548849,0.034347303,-0.037674181,-0.01425327,0.045967333,-0.086287435,-0.014197342,-0.001728256,-0.015626469,0.016034501,-0.000997925,0.023545555,0.015992172,0.046369807,0.021238737,0.028758635,0.004290489,-0.027374623,0.032055869,-0.002957928,-0.006602273,-0.022655109,0.021213677,0.040179478,-0.033227819,0.057129817,0.040882566,-0.003069491,-0.002350854
