Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A
0.01,1.64951E-06,1.05634E-05,-0.027458249,-0.003250122,-0.028603182,-0.006808215,0.039026158,-0.020011844,-0.000108036,-3.30323E-05,0.024625938,-0.019336613,-0.011800766,0.019054066,0.030078541,-0.01878958,-0.159181551,-0.029217902,0.0044035,-0.233147949,0.00601624,0.0136401,0.028083339,0.043910633,0.025524227,0.008442187,0.03177439,0.007552052,-0.011914167,-0.00194309,-0.001818543,-0.000962204,0.008906509,0.038876342,-0.028295112,0.001587954,0.054589243,0.014158769,-0.043183991,0.043527719
0.02,5.85272E-05,-4.23692E-05,0.001472415,-0.057540894,-0.028603182,-0.054049426,0.037805455,0.014106809,-9.66791E-05,-7.45488E-05,-0.010347206,-0.047122868,0.053728104,-0.015629161,0.030078541,-0.044851592,-0.208070711,-0.010419074,0.01297131,-0.244546264,-0.006618037,0.036835367,0.035743251,0.060695301,0.068233577,0.026783252,-0.012994897,0.036299611,0.025298205,-0.001962589,-0.00180879,-0.000968208,-0.024235581,0.002839374,-0.023442817,-0.031401548,-0.00270751,0.020384355,0.031359008,-0.018163565
0.03,5.47349E-05,-1.96837E-05,0.014747561,-0.063705444,-0.009132968,-0.074465686,0.022912877,0.000679074,-7.20717E-05,-5.37905E-05,-0.00311454,-0.068866642,0.047655106,-0.000202526,0.009662281,-0.0361846,-0.195527987,-0.013104621,0.014195828,-0.263551086,-0.026805415,0.042938883,0.04596664,0.048732411,0.065715877,0.030445361,-0.022241723,0.013533498,0.016615954,-0.001967088,-0.001816292,-0.000963705,-0.016575669,-0.006770802,0.033350395,0.000367251,-0.025870352,0.011656328,0.016695312,0.007745858
0.04,-2.1419E-06,5.02629E-05,-0.009376584,-0.015594482,-0.006699191,-0.046358997,0.013025182,-0.027336062,-7.77509E-05,2.35824E-05,-0.007936318,-0.030200871,-0.011800766,0.012630116,-0.015514721,-0.047354033,-0.130281405,0.037981805,0.025212674,-0.228074401,-0.024302974,0.024628336,0.017890468,0.010341297,0.019252864,0.015781665,-0.016962182,-0.005692577,0.011653033,-0.001964838,-0.001827546,-0.00095695,-0.007664536,0.044882583,0.051477837,0.012589541,0.009484262,-0.004517989,-0.026078889,0.053407785
0.05,1.49218E-05,4.6482E-05,-0.03350073,-0.020523071,-0.035896884,-0.018282825,-0.012975795,-0.013938846,-0.000100466,6.69862E-05,-0.029649574,-0.019336613,-0.009382248,-0.000202526,-0.034710277,-0.075918487,-0.100191073,0.075579461,0.059495358,-0.211602539,-0.023036494,-0.004670447,-0.033226476,-0.011204113,-0.005878361,0.001133227,-0.044641626,0.013533498,0.04514226,-0.001979837,-0.001830547,-0.000953948,-0.025517319,0.064102458,0.014032768,-0.032622251,-0.011237173,0.004210039,0.006914428,0.016389962
0.06,3.00884E-05,-1.02315E-05,-0.039527951,-0.026702881,-0.03468381,-0.019595081,-0.017980677,-0.017570437,-5.12511E-05,4.24533E-05,-0.000703651,-0.065235051,0.014894485,0.028056752,-0.052715648,-0.04979544,-0.129060702,0.024493035,0.061944394,-0.258477539,-0.021770015,-0.007111853,-0.015343175,-0.017246593,-0.008380803,-0.00620625,-0.039362085,0.037520314,0.036460009,-0.001983587,-0.001830547,-0.000959202,0.001246597,0.018455314,-0.012548042,-0.033827695,-0.007590323,0.022886796,0.037466338,-0.008291129
0.07,-3.2476E-05,1.11118E-06,-0.031089841,-0.021759033,-0.032250033,-0.050234729,0.042810338,-0.029746951,-1.45656E-07,-3.86933E-05,0.012556236,-0.044711979,0.001543045,0.047328602,-0.033520092,0.011056611,-0.151613192,-0.007733527,0.006848721,-0.248345703,-0.028071895,-0.001008337,0.015296474,-0.035190929,-0.056110295,-0.004985547,0.03970896,0.051924611,0.000487414,-0.001970088,-0.001826796,-0.000963705,0.035700943,-0.007971955,0.009180474,0.001587954,0.027764291,0.014158769,0.021578124,0.033662912
0.08,-5.33311E-05,3.13584E-05,-0.006965695,-0.026702881,-0.051720248,-0.082125598,0.042810338,-0.017570437,1.31052E-05,-9.71953E-05,-0.015184242,-0.008457096,-0.002096176,0.03576244,-0.010723461,0.004831025,-0.14407535,0.004381951,-0.037222476,-0.202737182,-0.044490352,-0.020539587,0.005103603,-0.012424816,-0.04104987,-0.035518384,0.08054148,0.036299611,0.007933703,-0.001967088,-0.001829796,-0.000953197,0.020411636,0.012449073,0.007990288,0.010148135,0.000954599,-0.008241133,-0.006528565,0.033662912
0.09,1.6817E-05,-4.9931E-05,0.000266971,-0.035324097,-0.043205844,-0.059115344,-0.000646693,-0.027336062,-4.74662E-05,-2.17093E-05,-0.03688224,-0.042285832,0.016107559,0.013911854,-0.051494945,-0.047354033,-0.135347323,0.052752313,-0.029875369,-0.200204223,-0.040706172,0.011200601,0.003821864,0.03072704,0.019252864,-0.047755933,0.030492652,0.026717091,0.007933703,-0.001968588,-0.001839549,-0.000953197,-0.001286362,0.023260402,-0.005345894,-0.004515561,-0.011237173,-0.016969161,-0.008973786,-0.019391898
0.1,3.00884E-05,-4.04787E-05,-0.012992917,-0.032852173,-0.003044711,-0.022097522,0.008020299,-0.034629764,-9.10018E-05,8.48515E-06,-0.034471352,-0.026569279,0.005182266,-0.013065685,-0.046703685,-0.011343291,-0.110200838,0.067522821,-0.020083042,-0.200204223,-0.021770015,0.046600992,-0.001305089,0.006740223,-0.017185124,0.028003955,-0.010370386,-0.004471874,-0.019356641,-0.001956589,-0.001829796,-0.000960703,-0.01404271,0.004040527,0.028528618,-0.026503476,-0.001486807,-0.015687422,-0.001638123,-0.014463309
