Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,0.000272337,0.000290107,-0.173394888,-0.93161395,-0.565266305,-0.434539117,-0.57539605,0.246998427,0.001209314,0.000462695,-9.758287318,-0.369772294,-1.197297826,0.015123704,-0.04989265,-1.253874835,3.426212086,-2.646448023,-1.884514164,3.746766876,0.190375048,-0.331259798,-5.504669189,-11.59154286,-7.253154867,-0.016950159,0.08557084,0.146392822,-0.241259229,-0.001976087,-0.001832797,-0.000973462,-1.048519332,-1.639964436,0.000182201,-0.054152651,1.352686758,0.144642138,-0.235091406,0.39574511,,,,
0.02,-6.74471E-07,4.05677E-05,0.058126718,-0.899539976,-0.236721689,-0.125579156,-0.451372613,0.335957167,7.36373E-06,-0.000365758,-11.18275631,-0.259832719,-1.459420933,-0.032422683,-0.066707835,-1.70516878,3.712222829,-3.025415308,-2.155075382,4.66014273,0.027517992,-0.397179674,-5.232543945,-11.18529286,-6.493221395,0.069780799,0.089538125,0.19442749,-0.290876996,-0.001971588,-0.001827546,-0.000959202,-0.604854782,-1.081385945,0.061827709,0.06680377,2.759348746,0.180713916,-0.26930924,1.358223748,,,,
0.03,-0.000281269,-0.000743969,-0.332566947,-0.985904722,-0.892590219,-0.688567437,-0.559282769,-0.078349474,-0.000528311,-0.0011225,-10.41081417,-0.172827104,-0.819894566,0.058809617,0.216464772,-0.629790362,3.280643239,-2.87758816,-1.986128162,4.136941741,0.081808763,-0.436242174,-4.052093506,-9.156423232,-4.644252889,0.045351477,-0.06198165,0.15725708,-0.151953351,-0.001977587,-0.001832047,-0.000966707,-0.256771285,-0.802697514,0.009825756,0.016709165,3.143305655,0.062488818,-0.130004126,1.450772118,,,,
0.04,-0.000266101,-0.000753421,-0.886033743,-1.079669981,-1.118923837,-0.924712457,-0.509600152,-0.379344347,0.001090063,0.000155093,-7.757280238,-0.2187408,-0.55536057,0.042101243,0.144473805,-0.526579913,1.931888356,-2.318506129,-1.475609134,2.269662689,0.30525847,-0.176226686,-2.048919678,-4.982412002,-2.375774496,-0.062131433,-0.101532431,0.01083374,0.155663836,-0.001983587,-0.001835048,-0.000968959,0.155032914,-0.340218876,-0.054230641,-0.094466372,3.71255004,-0.000987745,0.005646509,2.157830071,,,,
0.05,0.001163415,0.001004697,-0.832978934,-0.897068052,-0.404644662,-0.310698785,-0.097856988,-0.18802965,0.001495131,0.001621398,-2.340440638,-0.158331254,-0.693696751,-0.118497512,-0.119472728,-1.201628741,-0.239925609,-1.801111109,-0.842665027,-0.184164216,0.393637377,0.176567008,0.603271484,0.747141221,0.333621867,-0.159863977,-0.093628378,-0.166717529,0.240014422,-0.001973838,-0.001832797,-0.000944191,0.783572953,0.810572292,0.087187816,-0.007720156,3.845408316,-0.042064405,-0.02246781,3.107971978,,,,
0.06,0.0012165,0.00148109,-0.409730643,-0.542942075,0.051669425,0.076081,0.158856879,-0.083232286,0.000136076,0.000838236,3.344160192,-0.050802567,-0.147622838,-0.109510085,-0.161464916,-0.721770343,-1.9550135,-1.306543238,-0.35173447,-2.390951325,0.272436815,0.242486884,3.279724121,5.405344346,3.726322062,-0.114682702,-0.139709921,-0.171539307,0.166829455,-0.001966338,-0.001823044,-0.000942689,1.167362015,1.745139744,0.218932201,0.081452207,2.600870962,-0.14167378,-0.061568457,2.720509362,,,,
0.07,-0.000704058,-0.000343194,-0.589402884,-0.47508624,-0.028645212,-0.029876031,0.109174262,-0.38056505,-0.001046947,-0.000899818,6.823911779,0.003564498,0.832891689,0.039537766,-0.081081615,0.617218915,-2.91228889,-0.842889674,-0.095861743,-3.693243195,-0.065911574,0.186333586,5.304656982,8.390573838,6.534946329,-0.003507165,-0.112060996,-0.070709229,0.145741809,-0.001981337,-0.001822294,-0.000960703,1.084476273,1.954156067,0.166960766,0.044800596,0.648142691,-0.17896626,-0.015128332,1.220024895,,,,
0.08,-0.001447254,-0.001292199,-0.870355338,-0.465213804,0.127108878,0.171845161,0.270429145,-0.538981798,-0.001287339,-0.000984739,9.014280431,0.10988774,1.235777126,0.038256028,-0.150661693,1.220185224,-3.479427562,-0.553949244,0.033910443,-4.001074006,-0.452233595,0.138723303,6.10949707,9.760324815,7.395358927,0.061220618,-0.00137374,-0.023956299,-0.017992627,-0.001986587,-0.001831297,-0.0009577,0.767001908,1.904904987,0.041258861,0.004486875,-1.165639047,-0.044566846,0.067963404,-0.40509336,,,,
0.09,-0.000379856,-0.000122011,-0.252977103,-0.160465269,0.914393729,0.824127875,0.611493598,-0.209971788,-0.000297386,0.000139995,9.313413732,0.149743697,1.319509731,-0.055539748,-0.358242259,1.079682294,-3.10546516,-0.248865015,0.092675854,-3.618498017,-0.55196504,-0.060256074,5.376190186,8.214365342,6.519870646,0.040468665,0.046020059,0.03604126,-0.213972699,-0.001971588,-0.001832047,-0.000953948,0.392154496,1.597386982,-0.06872649,-0.056594057,-2.706380014,0.164539599,0.190171045,-2.307849098,,,,
0.1,-6.70312E-05,9.91716E-05,0.658621103,0.149242373,1.514293021,1.13052436,0.563153754,0.216541884,9.25406E-05,-6.5703E-05,6.582685583,0.003564498,1.689626918,-0.06068196,-0.367855296,1.557038251,-1.961300121,-0.00158108,0.06941383,-2.760870148,-0.461068434,-0.194537233,3.687286377,4.855234483,4.620654948,-0.046262292,0.048675088,0.103240967,-0.142031323,-0.001967088,-0.001831297,-0.000955449,0.081088822,0.981148865,-0.090485523,-0.134780093,-3.954564218,0.236744189,0.198723596,-4.00823896,,,,
