Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,-0.013009274,0.045599735,-0.013997638,-0.002543586,-0.015194492,0.025119228,-0.016264937,0.020149522,-0.049722919,-0.001354887,0.017361124,0.01431321,0.008044479,0.007030917,-0.012187126,0.016761321,0.013401841,-0.003630103,0.006471461,0.034862103,-0.06743565,-0.01693481,0.015554646,-0.003839624,0.012409846,-0.00424073,-0.028337016,0.020677046,0.002995347,-0.015396523,-0.003080001,-0.002344849
0.02,-0.038796627,0.013678348,0.037496841,-0.002555616,-0.012753086,0.040439052,-0.032622359,0.002144151,-0.063089618,-0.0062377,0.018619974,0.046295632,0.040240524,-0.023967313,-0.023074272,-0.000442964,0.015835618,0.009446679,-0.023115331,0.048833908,-0.044650464,-0.031934199,0.05406783,0.003354895,0.018410365,0.014657281,0.019846425,0.016770796,-0.02401271,-0.014133858,-0.003080001,-0.002337343
0.03,0.002966679,-0.013116085,0.021558202,-0.002557872,0.003146572,-0.036160069,-0.026328109,-0.018485732,-0.050943622,0.002307222,0.00102659,-0.016398918,0.014224289,-0.015880154,-0.01339257,0.016761321,-0.001189376,0.015391884,0.000291651,-0.045158325,0.017372699,0.016817632,0.056570271,-0.000246179,-0.003199895,0.007096551,0.016230092,0.000962691,-0.003443862,-0.021709847,-0.003084505,-0.002342597
0.04,0.0324314,0.003424442,0.016653932,-0.002547346,-0.006619053,-0.015743809,-0.011237166,-0.002982802,-0.052164325,-0.02210684,0.00102659,-0.038146507,-0.011776688,0.013775302,-0.01339257,0.043807524,0.002457474,0.011825142,-0.007093603,-0.042617736,0.032562824,0.020556035,0.013052205,-0.029024255,0.004002253,0.005830071,-0.02110435,0.002244429,-0.025294448,-0.039383339,-0.003087507,-0.002347851
0.05,-0.015465939,0.004767216,0.011749661,-0.002536819,-0.031155186,0.059604091,0.017701127,0.007271104,-0.105539569,-0.031887724,0.038723429,-0.008719932,0.001849411,0.02186246,-0.025485161,0.006927031,-0.006051208,0.016578255,-0.041608984,0.038672985,0.000918003,-0.020688472,-0.006784221,-0.019434106,0.052029292,0.013390801,0.024668202,0.051011519,-0.008570816,-0.0305485,-0.003085255,-0.002347101
0.06,-0.015465939,-0.032281124,-0.004188978,-0.002537571,-0.02013834,0.045566006,0.005112626,0.034370714,-0.089761982,-0.0062377,0.0487866,0.025825966,-0.010540726,-0.006446408,-0.010966423,-0.034859163,-0.019427444,0.004691659,0.003999537,0.029781403,-0.028195767,-0.005689082,0.019277791,0.026128638,0.038818995,0.015916131,0.054773793,0.040452437,0.024815415,-0.00024836,-0.003082253,-0.002343348
0.07,0.049643314,0.02008704,0.005619443,-0.002536819,-0.006619053,0.008517666,-0.007460616,0.079475694,-0.02186037,0.019412325,-0.011539022,0.059090127,-0.024166824,-0.005096005,0.028958199,0.005706328,-0.018210556,0.007070122,0.020021265,-0.003242908,-0.00541058,0.003069463,0.021780232,0.064496863,0.010002772,0.019692681,0.007799611,0.006211714,0.026097153,0.017425133,-0.003077748,-0.002347101
0.08,0.028754032,0.053290165,-0.020127737,-0.002528549,-0.00539835,0.03277914,0.029023149,0.070442491,-0.053385028,0.034060762,-0.019084494,0.03094529,0.005572556,0.038036777,0.037426827,0.065925139,0.001242493,0.008256493,-0.014494116,0.031051697,0.02243671,-0.024442134,-0.003061076,0.0560969,-0.014010747,0.027238152,-0.016290202,0.043137984,0.051823472,-0.004036354,-0.00307925,-0.002353856
0.09,-0.014245236,-0.015679562,-0.036066615,-0.002521782,0.004397793,0.041720791,0.03279207,0.038215928,-0.08613039,0.008410738,0.029926737,-0.024077903,0.031573532,0.024559451,0.021702645,0.024138945,0.015835618,-0.002439918,0.012620753,0.039942803,-0.00034657,0.000567021,0.014333943,0.020131934,-0.059630712,0.024728081,-0.010266795,0.056260542,0.017124985,-0.039383339,-0.00307925,-0.00234635
0.1,0.004187382,0.003424442,0.012975729,-0.002526293,-0.004177647,-0.015743809,0.013916947,0.02533751,-0.046091327,-0.017224028,0.028675516,-0.004882347,0.026614426,-0.010489987,0.012013313,-0.026253205,0.020699357,0.002315102,0.045900171,0.031051697,-0.024398236,0.035570683,0.035452107,0.0117396,-0.058432897,0.019692681,0.001776204,0.024644331,-0.057398941,-0.03685801,-0.003076247,-0.002347101
0.11,0.004187382,0.041815555,0.00684551,-0.00253306,-0.022549229,0.014926357,0.001351335,0.007271104,-0.04126955,-0.023327544,-0.005252401,0.023266305,0.008044479,0.016472293,0.001126167,0.010619658,0.026776169,-0.00600666,0.012620753,0.053914608,-0.023131756,0.031817021,-0.000558635,0.017736304,-0.000800451,0.018433831,0.015028462,0.023301558,-0.035578872,-0.015396523,-0.003081502,-0.00235911
0.12,0.010321415,-0.011834347,-0.034840548,-0.002535316,-0.002926426,0.073642177,-0.043936751,0.007271104,-0.052164325,-0.008679106,-0.002742331,-0.025355827,-0.003109695,0.016472293,0.010807869,0.010619658,0.004893158,-0.002439918,-0.003400976,0.034862103,-0.00034657,0.011812749,-0.020395061,-0.003839624,0.026814143,0.018433831,-0.013875499,0.035142378,0.011967515,-0.00277369,-0.003080001,-0.002341847
0.13,0.042273319,0.005987919,-0.002962911,-0.002529301,0.039950771,0.023868008,-0.046454451,0.024055772,-0.034006366,0.020633028,0.007313211,-0.036872398,0.001849411,-0.015880154,0.032589791,-0.044685823,-0.001189376,0.001124917,0.018785303,-0.007053314,0.035093875,-0.003186641,0.000723104,-0.018236291,0.002800624,0.023469231,-0.023515239,0.012803511,0.018406723,0.03383596,-0.00306874,-0.002326084
0.14,0.020163334,0.067328251,0.02768842,-0.002523286,0.044833584,-0.002956944,0.008896806,0.006050401,-0.035196552,0.009631441,-0.011539022,0.015587319,0.000613449,-0.001056241,0.001126167,-0.02379654,0.036505555,-0.01076168,0.006471461,0.024700703,0.02243671,0.01431519,-0.001779338,0.018934119,-0.010405858,0.00458648,0.004187093,-0.0188127,0.015843247,0.031310631,-0.003072494,-0.002338094
0.15,-0.021615231,0.060980595,-0.029936158,-0.00253306,0.016665859,0.00342123,0.023987748,0.006050401,-0.032785663,-0.000134184,0.012340982,0.015587319,-0.011776688,-0.013183164,-0.017016533,0.048720855,0.030426835,-6.14542E-05,-0.018186743,0.031051697,-0.01174107,0.025560918,-0.011728068,0.021329749,-0.00200208,-0.011786201,0.002985463,-0.046583696,0.014530991,-0.045696663,-0.003083754,-0.00234635
0.16,-0.011773312,-0.004204952,-0.066717827,-0.002528549,-0.014004307,0.014926357,-0.004950545,0.030525499,-0.024301776,0.001086519,0.045017679,0.018146981,0.011752365,-0.04283862,0.021702645,0.05117752,0.00367627,-0.004816474,-0.018186743,0.000567498,-0.01174107,0.024309697,-0.003061076,-0.021829736,-0.022414525,0.039841912,0.023458943,-0.034620805,0.027409409,-0.0305485,-0.003082253,-0.002344098
0.17,-0.020379269,-0.074456417,-0.004188978,-0.002522534,-0.017666416,0.026400966,-0.011237166,0.012459092,-0.043680439,-0.0062377,0.012340982,0.029663552,0.035281418,-0.006446408,0.014439461,0.029052275,0.008540009,-0.009573402,0.000291651,0.038672985,-0.007943539,0.02931458,-0.006784221,-0.029024255,-0.011603673,0.053689263,0.048750386,0.028611617,0.023533677,0.022475792,-0.003076247,-0.002342597
0.18,-0.006859982,-0.041192257,0.044853247,-0.002548849,0.009280605,-0.004238682,0.002610185,0.006050401,-0.059427509,-0.001354887,-0.016566793,-0.024077903,0.001849411,0.013775302,-0.004923942,0.057326812,0.010969971,0.002315102,0.038514918,0.027241291,0.004715534,0.021822514,-0.003061076,-0.031419885,0.038818995,0.00458648,0.000578389,0.008836226,-0.000880386,-0.035595345,-0.00307925,-0.002344849
0.19,0.045950687,0.023932255,0.008071578,-0.002548849,0.027682705,-0.020840244,-0.003691695,0.016304307,-0.05701662,-0.00257559,-0.002742331,-0.039428245,-0.008068802,-0.018577145,0.036221382,0.05117752,2.75121E-05,-0.011951866,0.029878443,-0.014674125,0.0287672,0.011812749,0.023000936,-0.03740896,0.013603846,0.000794671,-0.046395793,-0.036024614,0.0081223,-0.068413185,-0.00307925,-0.002347101
0.2,0.001730717,0.029059208,-0.031162226,-0.002530804,0.028903408,-0.045101719,-0.023818038,0.02533751,-0.063089618,-0.007458403,0.018619974,-0.006164085,0.011752365,-0.018577145,0.06888282,-0.006584626,-0.013348724,-0.007196845,-0.021894628,0.039942803,0.036360355,0.009325566,0.024282674,-0.014635217,-0.036818822,-0.025648811,-0.012673869,0.019334273,-0.004756118,-0.031811165,-0.003069491,-0.00234635
