Time,B5408_18A,B7057_18A,B6181_18A,B5397_18A,B7036_18A,B7048_18A,B4546_18A,B7040_18A,B7050_18A,B7052_18A,B7038_18A,B7049_18A,B7033_18A,B7034_18A,B7053_18A,B7041_18A,A2149,B7044_18A,B7058_18A,B7047_18A,B4541_18A,B4526_18A,B7061_18A,B6876_18B,IW4-0624-0-CHAN-1,IW4-0624-0-CHAN-2,B5411_18A,IW4-0624-0-CHAN-4,B7045_18A,B7051_18A,B7043_18A,B7054_18A,B5398_18A,B4535_18A,A2148,A2147,A2146_18A,B5404_18A,B7055_18A,B5384_18A
0.01,0.030274602,0.028926121,0.033360023,0.016476464,0.013305274,-0.02011224,-0.01963205,-0.003036268,0.018367389,0.045523229,-0.001848235,-0.011870814,-0.030090565,0.048394356,0.000523574,0.012233356,8.64662E-05,-0.018852176,0.015472179,0.013456679,-0.030925866,0.075368245,0.022172928,0.05290962,-0.001352488,-0.000952299,0.023930752,-0.000859691,-0.02004073,0.007816693,0.014146645,0.05142474,0.024138938,-0.025844894,-0.000110972,-1.94645E-05,9.60041E-05,0.057675535,0.06896175,0.01532491
0.02,-0.025297907,-0.001484645,0.029346961,-0.019183326,0.019294349,-0.001801693,-0.022134492,-0.01396919,-0.005680463,0.050358357,0.015394196,0.018813181,-0.030090565,0.062798653,-0.005503647,0.019404986,4.4878E-05,-0.033500613,0.050811535,-0.007226609,-0.005474206,0.084157308,0.033174515,0.023460157,-0.001353988,-0.00095305,0.011265957,-0.000871704,-0.008932332,0.040226361,-0.011305016,0.019701717,0.030395042,-0.011776291,-7.49615E-05,-5.93046E-05,6.76621E-05,0.027581388,0.021812092,-0.016993205
0.03,-0.026549128,-0.002705348,0.018681068,0.039868187,0.025283423,0.027434147,0.009176543,-0.032188184,-0.022510907,-0.01129478,0.020315156,0.071588087,-0.011657948,0.000481758,0.008946426,-0.014011762,4.4878E-05,-0.018852176,0.050811535,0.003721572,0.022663001,0.039479574,0.036851883,-0.001091235,-0.00136674,-0.000959809,0.02899667,-0.000865697,0.025674602,-0.007793048,0.022630531,0.012377499,0.02664138,0.034305252,-4.27396E-05,-1.18761E-05,3.42315E-06,0.051407987,-0.022941936,-0.019709269
0.04,0.016389104,0.013110387,0.020008582,0.042309594,0.012105552,-0.00058099,0.006674102,-0.02732826,0.019565204,0.004419865,0.025243745,0.072815466,0.000640636,-0.022284355,0.002934463,-0.047489545,-6.16223E-06,-0.009056033,0.024017101,0.020765639,-0.004131433,0.003590902,0.02706337,0.003806837,-0.00136599,-0.000956805,0.018864834,-0.000854435,0.020730754,-0.007793048,0.029893715,0.013598202,0.00408889,0.00232283,-7.11692E-05,4.69369E-05,1.47555E-05,0.038869078,0.007285725,0.004552205
0.05,0.015107366,0.013110387,0.021336097,-0.027789283,0.007314292,-0.042023861,-0.023355195,0.000610583,0.024379352,0.055193486,-0.001848235,0.039677667,-0.022705311,0.00286213,0.035466201,0.019404986,-3.0737E-05,-0.001701297,0.011840587,0.032942153,-0.022075769,0.039479574,-0.004743576,0.030830152,-0.001356238,-0.000949295,0.015065395,-0.000850681,0.014566203,0.010212323,-0.000379723,0.00505328,-0.015961159,-0.010494552,-6.73787E-05,0.000115236,0.000114899,-0.0050152,0.050834309,0.020696004
0.06,0.008790227,0.024066197,0.017353553,0.005413842,0.001325217,0.016478336,-0.032083222,0.000610583,-0.002071759,0.020136418,-0.033845916,0.015131044,-0.030090565,0.011284981,0.065571792,0.066005328,-4.0189E-05,-0.000480594,0.048370128,0.03903041,-0.004131433,0.025929769,-0.034109116,0.025901563,-0.001362239,-0.000958307,0.058140957,-0.000844674,0.012094279,-0.012599567,0.005601723,0.00505328,-0.015961159,0.041995682,-6.92748E-05,0.000111442,5.82147E-05,-0.012537783,0.012122761,0.004552205
0.07,0.046662542,0.000949132,0.028019446,0.043545556,0.016898719,0.018919742,-0.020852754,0.00303673,0.043613055,-0.005250392,0.004316315,0.016358423,0.02151466,-0.001898613,0.014973648,0.031337359,-2.50653E-05,0.014198361,0.038604503,-0.004792832,-0.002849694,-0.018625895,-0.03166008,-0.01337456,-0.001371241,-0.000964315,0.078419888,-0.000844674,-0.002752522,-0.006587604,0.060167152,0.008723019,0.021636497,0.013827957,-3.70529E-05,-1.94645E-05,-7.4048E-05,0.006268675,-0.014473308,-0.030451457
0.08,0.041627141,-0.039196742,-0.004008752,0.020169091,0.043252555,-0.054230892,-0.003335664,0.030975573,0.046016315,0.032225194,0.048635468,0.033540773,0.048553234,0.007683907,-0.021159165,0.01104317,5.62205E-05,0.030128537,-0.031982655,-0.006013535,-0.007976648,0.013478597,-0.03166008,-0.024406664,-0.00136674,-0.000953801,0.063206875,-0.00085894,-0.000280599,0.018619916,0.067430336,0.019701717,0.021636497,-0.041225754,8.43471E-06,-0.000118118,-7.78254E-05,0.02006262,0.056876789,0.004552205
0.09,0.010041448,-0.034336818,-0.06136654,0.011563134,0.021688071,-0.029877865,0.000387481,0.035835497,-0.04175224,0.038269582,0.028936372,0.031086015,0.005523449,0.020806465,0.013783462,0.005092242,5.433E-05,-0.004142703,-0.022247547,0.03903041,-0.007976648,0.053151449,-0.008420944,0.002586134,-0.00136749,-0.000954552,0.044209683,-0.000865697,0.009607097,0.028232953,0.031053383,0.019701717,-0.037262429,0.004886307,-5.41129E-05,-5.17162E-05,-4.00361E-05,0.018807585,0.065330159,0.055699666
0.1,0.027741643,0.011897313,-0.026683312,-0.00564878,-0.00586358,-0.018861019,-0.025857636,0.054062121,-0.035740277,0.034641805,0.024007783,0.002857732,-0.006744618,-0.004278984,0.04871083,-0.012852094,-5.15307E-05,-0.03719324,0.027648693,0.015898086,-0.023296472,0.03825887,0.03562355,0.017310865,-0.00136824,-0.00096056,0.031529629,-0.000857438,-0.023763875,0.040226361,0.046800453,0.000178097,-0.041016091,0.063754715,-0.000109076,2.60679E-05,-2.30339E-05,-0.002508944,-0.003593792,0.011266073
