Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,3.81255E-05,-6.09636E-05,-0.002634146,-0.023394954,0.000851039,0.09314143,0.005313177,-0.041447772,1.14122E-05,3.23036E-05,0.285556232,0.019164759,-0.029074276,-0.027662502,-0.018389309,-0.015260135,-0.096723444,0.037854812,0.018489417,-0.038339783,0.044165717,0.031540253,0.162035681,0.482634368,0.214990573,-0.006801916,0.029761194,0.058076081,-0.007293412,-0.00194909,-0.001817043,-0.000945692,-0.081469449,-0.052873351,0.003978151,-0.015901219,-0.014229861,0.013414788,0.006627863,0.012293382,-0.002776496,-0.003361294,-0.003510276,-0.003085581
0.02,5.13978E-05,1.08736E-05,-0.021921255,-0.028323542,-0.002795811,0.0675677,-0.000912409,-0.019505633,-0.000134336,-3.94077E-05,0.344653522,0.008285242,-0.024214352,0.026307835,-0.054369534,-0.052552616,-0.128064997,0.017682693,0.027061042,-0.016802002,0.049216376,0.020553448,0.156939245,0.438322844,0.135843235,0.010287928,-0.021630407,0.025666413,-0.015975663,-0.001952839,-0.001801288,-0.000949444,-0.057238492,-0.081702926,0.045054811,-0.036668431,-0.009347049,-0.004041267,0.035955256,0.03203444,-0.002797479,-0.003374043,-0.003525268,-0.003081081
0.03,-7.37613E-06,-2.5045E-05,-0.031572439,-0.009814631,-0.011317845,0.052308911,0.035098333,-0.009770526,-0.000109729,2.66417E-05,0.357928669,-0.031578344,0.013398563,0.04300858,-0.026781643,-0.043885624,-0.125593073,-0.014574387,0.025836524,-0.009203125,0.064368354,0.02543626,0.122454382,0.306486907,0.056726413,-0.008022619,-0.013726355,0.004059968,-0.002330491,-0.001956589,-0.001798287,-0.000937436,-0.022814664,-0.07089112,0.054759401,-0.037889134,-0.069085208,-0.001538826,-0.003145391,-0.006215529,-0.002803474,-0.003373293,-0.003533513,-0.003084081
0.04,-5.85663E-05,1.84353E-05,-0.021921255,0.04447614,-0.016177769,0.086732739,0.046328802,-0.042668475,-3.40159E-05,9.45793E-05,0.344653522,-0.034004492,0.03888837,0.007028355,0.009198581,-0.005311405,-0.05909527,0.005597732,0.024612006,-0.004129578,0.034064399,0.026656963,0.034289099,0.163847747,-0.021169705,-0.008022619,0.020544886,0.031708894,0.001388839,-0.001957339,-0.001811041,-0.00092993,0.000165072,-0.044463851,0.018474001,-0.022012364,-0.115395633,0.023363518,-0.033701116,-0.080254988,-0.002797479,-0.003362793,-0.003520021,-0.003078081
0.05,2.10627E-05,0.000131862,-0.015894034,0.027203191,-0.029567357,0.109681958,-0.002133112,-0.039006365,-3.40159E-05,1.72064E-05,0.248172199,-0.026748938,0.070435917,0.028871312,-0.025591458,-0.030152714,0.011186712,0.001569411,-0.020687524,0.074407409,0.02522956,0.015670635,-0.007886194,0.021269622,-0.12039761,0.020068811,-0.005822302,0.043671785,-0.006053636,-0.00195059,-0.001817793,-0.000944191,-0.008776578,-0.032452323,0.01243152,-0.002465855,-0.10686597,0.023363518,-0.039812261,-0.148122267,-0.002787736,-0.003359794,-0.003506528,-0.003067581
0.06,0.000108275,6.94775E-05,-0.027948477,-0.028323542,-0.013743992,0.080385083,-0.019467096,0.006068097,2.27687E-05,-4.31819E-05,0.105838215,-0.014671606,0.040101444,0.044297948,-0.03639468,-0.033875858,0.033739202,-0.014574387,-0.057413522,0.125081848,0.066886054,0.009567119,-0.056439661,-0.099763093,-0.173131985,0.015185999,-0.030846716,0.020905671,0.016277602,-0.001956589,-0.001813292,-0.000950946,-0.025347623,-0.062482574,0.031779665,-0.011010777,-0.08858594,0.037035393,-0.044695074,-0.124677138,-0.002780992,-0.003361294,-0.003513274,-0.003077331
0.07,-1.68761E-06,-0.000113896,-0.026750662,-0.02092303,-0.002795811,0.062501782,-0.002133112,0.019465314,5.87327E-05,2.21908E-07,-0.023220623,0.011909204,-0.058195675,0.026307835,-0.002794827,0.003355587,0.048814886,0.006940505,-0.053741876,0.161817382,0.055518256,0.004684307,-0.15864303,-0.169282136,-0.19449429,-0.000683142,-0.025567175,0.007661042,0.032398513,-0.001961839,-0.001811791,-0.000941188,-0.02916232,-0.064885833,-0.019001585,-0.072099339,-0.065423098,0.042040276,-0.008035833,-0.079019026,-0.002792982,-0.003366543,-0.003525268,-0.003084831
0.08,-6.23577E-05,-9.12107E-05,0.011838816,-0.01474322,-0.008884068,0.072694653,-0.025692682,-0.015874041,4.16988E-05,-7.32646E-06,-0.124538983,0.008285242,-0.050917233,0.008317723,-0.02076968,-0.031434452,0.063860052,-0.005174973,-0.063536111,0.226430725,0.011344062,0.02543626,-0.15348556,-0.17288321,-0.203298611,-0.006801916,-0.01503861,0.01248282,0.013798049,-0.00194834,-0.001811791,-0.000944941,-0.001116666,-0.003621795,-0.029865843,-0.063554417,-0.022759524,0.002184319,0.022512263,-0.072850661,-0.00279598,-0.003361294,-0.003516273,-0.003083331
0.09,3.81255E-05,1.84353E-05,0.052839182,-0.018451106,0.00815237,0.102052563,-0.050472956,-0.006108416,5.30554E-05,-7.52632E-05,-0.151074017,-0.014671606,-0.001158322,-0.017385707,-0.043596829,-0.058778202,0.099016302,-0.03608928,-0.065983239,0.188421081,0.041632758,0.022995331,-0.065350794,-0.04586905,-0.170629544,-0.03245194,0.000769495,-0.016325774,0.006355575,-0.001953589,-0.001812541,-0.0009577,0.020550815,0.001182816,0.029368776,-0.015901219,0.022345456,-0.006482673,-0.014146978,-0.006215529,-0.002782491,-0.003358294,-0.003505029,-0.003091581
0.1,3.62303E-05,-8.74299E-05,0.035947702,0.018566716,-0.014964695,0.098207348,-0.034359674,0.041407453,0.000126876,-4.88439E-05,-0.094372357,0.015533167,-0.004797543,-0.009672389,-0.017199124,-0.057496464,0.086473577,-0.058916429,-0.046396676,0.145353149,0.108542548,-0.007523201,-0.032147669,0.078764739,-0.135458035,-0.070324255,-0.011101843,-0.04031259,0.007591537,-0.001967838,-0.001819293,-0.000956199,-0.015154752,0.001182816,0.019694704,-0.026895176,0.075964841,0.019579338,-0.043474371,0.085096879,-0.002784739,-0.003365043,-0.003505029,-0.003092331
