Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,-9.96646E-06,0.029064539,-0.025570469,0.048204378,-0.00206469,-0.020192002,-0.022311471,0.008643295,0.0103843,0.026726463,0.02774464,0.031456803,0.000125008,1.86057E-05,-0.018983639,-0.020576708,-0.001573777,0.049369987,0.014772954,0.022906354,-0.04115045,-0.018044275,0.051154333,-0.001396762,0.010593068,-0.014583414,0.027119954,0.014817671,-0.003204599,0.016627537,0.055961085,-0.049908238,5.14334E-05,0.018960529,-0.022560623,-0.017130421
0.02,3.74069E-05,0.021547201,0.01614706,0.052019076,-0.002060935,-0.039784287,0.020008781,-0.015381669,-0.044974587,-0.000342629,0.047031749,0.014260148,-4.55542E-05,-5.89711E-05,-0.027578152,0.011195905,-0.001579028,0.028953727,-0.00609344,-1.99762E-05,0.008684755,-0.009606165,0.052436071,0.019019498,0.04950298,0.018005544,-0.009821574,-0.007399126,-0.003202349,-0.031239284,0.014487696,-0.036007481,5.89883E-05,0.020162397,-0.036251929,0.010400249
0.03,0.000122679,0.017788771,0.017383022,0.058366732,-0.002060935,-0.051991318,0.016377189,-0.022057389,-0.015433572,-0.027411721,0.036716808,-0.00662532,-9.29324E-05,-7.22159E-05,0.022760594,0.0188253,-0.001564775,0.027641471,0.009867253,-0.017552325,0.02570212,0.014487463,-0.019287866,0.005813016,0.062884938,0.039306814,-0.03960673,-0.022169633,-0.003209849,0.011592137,0.004722071,0.028399868,-3.54106E-05,0.021364027,-0.006380048,-0.007118748
0.04,2.60373E-05,-0.012280104,0.019824428,0.069765047,-0.002058681,-0.007984971,0.0139663,0.013983871,0.022713401,-0.016364358,-0.003078114,-0.020140792,7.0049E-05,0.00011132,0.016622746,0.051872022,-0.001566275,0.02639025,-0.00609344,-0.001370379,0.018408419,0.012091833,0.044753271,0.00941409,0.005740773,0.031788046,0.004475911,-0.003675981,-0.003215099,0.025431859,0.012076807,-0.012020664,-1.65308E-05,0.012951904,0.025981147,-0.017130421
0.05,5.19314E-06,-0.028567431,0.035785122,0.055818514,-0.002061686,0.004283096,0.023632743,0.044684555,0.012886741,-0.011451028,0.022617687,-0.013995315,0.000106054,0.000120781,-0.015298641,0.045516737,-0.001579778,0.0749132,-0.003636775,0.017512372,0.019625307,-0.016838831,0.083174902,0.019019498,-0.01980244,0.025520498,0.029500326,0.022202925,-0.003213599,-0.042576564,-0.003792333,-0.049908238,7.97493E-05,0.014153534,0.011045251,-0.008371876
0.06,6.20411E-05,-0.023555872,0.027194424,0.031740145,-0.002069196,-0.037342881,-0.038035653,0.008643295,0.001778343,-0.00159385,0.059849132,0.010571335,1.31937E-05,6.5909E-05,0.005571568,0.007385023,-0.001573777,0.082573112,0.018457951,0.01211839,0.028132082,-0.00840072,-0.026978296,0.01421298,-0.005215038,0.021759207,0.029500326,0.018510298,-0.003206849,-0.042576564,-0.018440771,-0.001904087,7.22019E-05,0.017758899,-0.000156727,-0.018383549
0.07,2.03525E-05,-0.041096327,0.008777065,0.039354281,-0.002066943,-0.039784287,-0.045275948,0.024657394,-0.014212868,0.009514549,0.031589855,0.005658005,4.541E-05,0.000105643,0.012937748,0.045516737,-0.001575277,-0.017036263,0.007410588,0.017512372,0.002607943,0.012091833,-0.042343897,-0.00859891,0.004520069,0.016750509,0.049748739,0.008653121,-0.003202349,0.020396458,-0.011116552,0.011981411,-5.99491E-05,0.00213676,0.019757826,-0.029644535
0.08,-3.46006E-05,-0.023555872,0.017383022,0.007631258,-0.002062437,-0.014088486,0.003071525,0.07271495,-0.024039529,0.010704734,0.021274913,0.013028,3.59328E-05,4.88797E-05,-0.012845791,0.054416425,-0.001576027,-0.015754525,0.009867253,0.025603345,-0.005898832,0.001242834,0.029380041,-0.030212985,0.020328175,0.015499288,0.061650594,0.022202925,-0.003207599,0.038035618,0.004722071,-0.010754185,-6.37265E-05,-0.024301476,-0.005135383,-0.007118748
0.09,-2.13361E-05,0.010271433,0.038226528,-0.046873136,-0.002066192,-0.016529892,-0.017474435,0.00731578,-0.009269021,0.005791404,0.02774464,0.036370133,-1.14417E-05,-5.51872E-05,-0.023896969,-0.006595843,-0.001565525,0.0749132,0.040545049,0.020209363,0.012331606,0.009680945,0.033225256,-0.027809725,-0.000347484,0.033039266,0.044972738,0.037003951,-0.003207599,0.031733739,-0.012337255,-0.006954746,4.95447E-05,-0.014687962,-0.038741257,0.017909481
0.1,2.60373E-05,0.009018782,0.01614706,-0.010099455,-0.002060935,-0.014088486,-0.040446542,-0.059426163,-0.010489724,-0.002814553,0.018772472,0.011799668,-2.66036E-05,-4.57263E-05,-0.009160793,-0.006595843,-0.001568526,0.055748161,0.03195435,0.001326612,-0.01197946,0.033774572,0.012732702,-0.038612948,-0.04412495,0.033039266,0.037831624,0.012345748,-0.003200849,0.030467259,-0.000130224,0.024630947,-5.99491E-05,0.032179885,-0.011358704,0.037932827
