Time,B5408_18A,B7057_18A,B6181_18A,B5397_18A,B7036_18A,B7048_18A,B4546_18A,B7040_18A,B7050_18A,B7052_18A,B7038_18A,B7049_18A,B7033_18A,B7034_18A,B7053_18A,B7041_18A,A2149,B7044_18A,B7058_18A,B7047_18A,B4541_18A,B4526_18A,B7061_18A,B6876_18B,IW4-0624-0-CHAN-1,IW4-0624-0-CHAN-2,B5411_18A,IW4-0624-0-CHAN-4,B7045_18A,B7051_18A,B7043_18A,B7054_18A,B5398_18A,B4535_18A,A2148,A2147,A2146_18A,B5404_18A,B7055_18A,B5384_18A
0.01,0.044900374,-0.000746987,-0.004544229,0.019513217,0.014063245,-0.000716581,-0.038968385,0.057784219,-0.007592995,-0.021418258,-0.038236545,0.025221588,0.021414786,0.008284135,-0.021669677,0.031351263,5.19418E-05,-0.039328835,0.020484462,-0.062127778,-0.026946789,0.068983704,0.021432775,0.015291986,-0.001371991,-0.000950797,-0.031200496,-0.000858189,0.016370253,-0.011994102,0.018581044,0.030010686,0.02944061,0.060970627,4.47521E-05,-3.08764E-05,-8.08411E-05,0.004029805,-0.016018584,0.025153706
0.02,0.066354231,0.016289451,0.020800619,0.00599393,-0.005101794,-0.032454862,-0.005154908,0.043204446,0.002027672,0.031771973,0.00731094,0.023994209,-0.001931162,-0.003678755,-0.016832641,0.007455999,1.03545E-05,-0.030783913,0.007117763,-0.007348725,-0.040984874,0.054091126,0.012880223,-0.023999396,-0.001356989,-0.000957556,-0.010921566,-0.000857438,0.033688979,0.002425454,0.030666005,-0.00292541,0.053244321,0.014889084,8.64474E-05,4.12172E-05,7.96234E-06,-0.002241557,0.016619966,0.050727437
0.03,0.020913558,0.022370078,0.026125937,0.019513217,-0.023070925,-0.072707547,-0.011441529,0.032271524,0.005636375,0.037818268,0.046701504,0.028903725,-0.011757822,-0.025224165,-0.010820678,-0.011648005,-1.044E-05,-0.011191628,-0.02333878,0.008474639,0.004974598,0.021864563,0.020219701,-0.074307624,-0.001354738,-0.000947793,-0.010921566,-0.00084993,0.052228407,0.037230752,0.023402821,0.005604253,0.028158872,-0.0286595,-2.34822E-05,-4.60533E-05,9.85106E-06,0.000268514,-0.011181547,0.052100728
0.04,0.01584764,0.030884483,-0.009884805,0.008465854,-0.006299609,-0.042220487,0.004793822,0.040770669,0.008039635,-0.002075836,0.017152859,0.042404415,0.020194083,0.001143022,-0.007204345,0.031351263,-1.80015E-05,0.012062766,0.01685287,-0.002481172,0.035614247,0.045424134,0.016549962,-0.004361335,-0.00136299,-0.000953801,-0.02485284,-0.000845425,0.039853529,0.024031899,-0.020176281,0.008053288,-0.003152163,0.002071701,-4.24365E-05,4.12172E-05,-2.41608E-05,0.030358846,-0.023281767,0.039985249
0.05,0.047433333,0.018715598,-0.016552896,0.0010806,0.020054228,-0.011733426,0.037325561,0.038344522,-0.002778847,-0.008122131,-0.006231235,0.028903725,0.020194083,0.007063432,0.001233766,0.054056341,-1.044E-05,0.036507346,0.026587978,0.013342193,-0.020538097,0.073866517,0.049577611,0.072970208,-0.00136674,-0.000962062,-0.004589168,-0.00084993,0.011426405,0.003615639,-0.00809132,0.017811284,-0.018197329,0.011043869,1.44245E-05,0.000141767,-2.03797E-05,0.047914083,0.00574045,0.009009907
0.06,0.022164778,-0.000746987,0.023470908,0.045346347,0.023647672,-0.028792753,-0.012662232,0.005545754,-0.016008217,-0.022627517,0.001154019,-0.003007649,0.017722159,-0.043168501,0.02171106,0.026590521,1.03545E-05,0.014504173,0.005866542,0.027944854,-0.012908703,0.040419251,0.059366124,0.005450067,-0.001373491,-0.000957556,0.011890324,-0.000861943,-0.014513536,0.014434121,0.003993641,0.0239148,-0.02069977,0.005916916,8.73784E-06,6.20863E-05,-9.59584E-05,0.039136464,-0.002728178,0.022468159
0.07,0.001992659,0.028450706,0.020800619,0.049054233,-0.005101794,-0.028792753,-0.051480592,-0.01632009,-0.000375588,-0.000868484,0.00731094,-0.038600205,0.060751944,-0.014481978,0.008466432,0.031351263,5.76136E-05,0.012062766,0.00223495,0.015783599,0.041961903,-0.006455749,-0.003019435,-0.010495368,-0.00136674,-0.000964315,0.028369816,-0.000855936,0.008954482,0.00122001,-0.010471691,0.015369878,-0.015694888,0.008480392,1.63207E-05,6.58805E-05,-5.24991E-05,0.01531368,-0.007565214,0.030555317
0.08,0.005746321,0.033318259,-0.007229776,0.02691373,-0.01947748,-0.014144315,0.001070678,-0.004174094,0.000829857,0.04144223,0.025781704,-0.012826202,0.02880004,0.026228471,-0.032503417,0.00983637,2.35868E-05,0.023049094,-0.024559483,0.001165679,0.053497547,0.018202454,-0.010366542,0.074190911,-0.001347987,-0.000962062,0.037219914,-0.00084092,0.04110475,0.00122001,0.014979969,0.028797612,-0.008187563,0.01745256,2.76921E-05,3.5525E-05,1.74097E-05,-0.003492778,0.008166597,0.034614155
0.09,-0.003073259,-0.005614541,0.007464438,0.020749179,0.02604521,-0.001967801,0.026034057,0.001898904,-0.00638755,0.000340775,-0.002538608,0.026448967,-0.019143076,0.01188521,-0.014437011,-0.003286188,-3.69054E-05,-0.019767068,-0.007500157,0.006033233,0.027923817,0.057875306,0.033670323,0.059481439,-0.001343486,-0.000943286,0.011890324,-0.000852182,0.001553969,0.015624306,0.013698231,-0.015132442,0.00688812,0.030239426,-5.00156E-05,-7.45126E-05,-7.13975E-05,-0.003492778,-0.001522734,0.077674458
0.1,0.012093977,0.021149375,0.016802817,-0.0198392,0.044014341,0.027298556,-0.00765735,0.005545754,0.015257042,-0.029881164,-0.049314426,-0.012826202,-0.003151865,0.03343062,0.004850099,0.052835638,3.6819E-05,-0.017295144,0.009528651,0.025518706,-0.023101574,0.045424134,0.00309171,0.009142694,-0.001347987,-0.000947042,-0.007106868,-0.00085894,-0.036776109,-0.010788657,-0.005649913,-0.057841792,0.013144224,0.004635177,-5.75984E-05,-3.65668E-05,-7.70637E-05,-0.004747813,-0.006344511,0.034614155
0.11,0.012093977,0.022370078,-0.001873941,-0.051806363,-0.020675295,0.011429415,-0.017667115,0.009192605,0.030882042,0.000340775,-0.032087253,-0.034918545,-0.012978525,0.019087358,-0.026476195,0.018198187,1.60253E-05,0.046303489,-0.005089269,0.038900664,-0.042266613,0.013197571,-0.022596461,0.015291986,-0.001348737,-0.000958307,-0.021053402,-0.000846927,-0.015764757,0.00122001,-0.002048839,-0.017573848,-0.008187563,0.003353439,2.57959E-05,1.6554E-05,-3.17157E-05,-0.019792979,0.013003633,-0.03676646
0.12,-0.0005403,-0.033591531,-0.021893472,-0.035799893,-0.038644427,-0.00929202,0.006075561,-0.026039939,0.014051598,0.018475846,-0.003766941,0.011720421,-0.008065195,-0.020463423,-0.004793456,-0.034353083,-0.000106849,0.037758567,0.008338466,0.007253936,0.006256336,-0.009019226,0.022661107,-0.004361335,-0.001352488,-0.000959058,-0.019786922,-0.000856687,0.006497817,0.016829751,-0.01779591,0.011707768,0.009390562,0.050747238,3.52731E-05,-5.20915E-07,-6.38389E-05,-0.022299235,-0.012402251,0.015723774
