Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,-6.31724E-05,-1.61049E-05,-1.90544705,-0.537929739,-0.804503463,-0.324748498,0.842288884,-0.150729347,-2.88137E-06,-1.08653E-05,-5.675023397,-0.167221243,-12.33827548,-2.832430158,-6.202908394,-25.82711356,1.937138182,-0.582528317,0.078640042,1.860156262,0.578250885,0.126198292,-5.329400496,-6.894191395,-9.139241039,-0.596570581,0.139206965,-1.554021161,0.235648853,-0.001971588,-0.001813292,-0.000945692,-1.387478248,-6.771534966,-1.410651644,-4.407314157,-21.22719236,-3.992784084,0.00554135,-24.67383076,-0.002785488,-0.003347794,-0.00350353,-0.003081831
0.02,-1.38794E-05,-3.31189E-05,-1.935583158,-0.493511404,-0.831275008,-0.326091271,0.750492009,-0.132479835,-5.96678E-05,4.23149E-06,-5.63641866,-0.151512319,-12.36255221,-2.811861311,-6.166897652,-25.75991385,1.963474852,-0.511300289,0.070070325,1.856356823,0.561832428,0.17502737,-5.356225447,-6.913356434,-9.094013989,-0.58436355,0.10890301,-1.478398603,0.224483234,-0.001971588,-0.001828296,-0.000955449,-1.39513816,-6.748711156,-1.40100809,-4.407314157,-21.17966123,-3.874558987,0.023874785,-24.58128621,-0.002800476,-0.003344795,-0.003501281,-0.003094581
0.03,5.62697E-05,-9.81283E-07,-1.959707304,-0.515712942,-0.827620528,-0.3158984,0.73938361,-0.139804054,-1.99171E-05,6.11881E-06,-5.63641866,-0.199844534,-12.3722568,-2.773332868,-6.130917427,-25.64309256,1.95972119,-0.509957516,0.065172253,1.853816235,0.576984406,0.17502737,-5.403497176,-6.877406727,-9.009877026,-0.577039331,0.122056086,-1.449590009,0.279060108,-0.001967088,-0.001838049,-0.000947943,-1.302090064,-6.743906068,-1.416724642,-4.357219553,-21.11383481,-3.787461819,0.022646452,-24.47886922,-0.002799727,-0.003353044,-0.003496784,-0.003094581
0.04,7.33325E-05,8.78698E-05,-1.956083341,-0.518184866,-0.843436263,-0.360576135,0.777835759,-0.150729347,4.82259E-05,4.23149E-06,-5.627965291,-0.179306204,-12.33463626,-2.705232893,-6.026516792,-25.46407645,1.950932127,-0.58387109,0.035791455,1.879153454,0.589603424,0.167703152,-5.356225447,-6.833095204,-8.979725658,-0.546491236,0.118119319,-1.468816083,0.28526662,-0.001963339,-0.001829796,-0.000950195,-1.291866675,-6.72949128,-1.385291537,-4.34011445,-21.06750913,-3.746385158,0.00554135,-24.35300328,-0.002792982,-0.003362044,-0.003496034,-0.003087081
0.05,5.43735E-05,1.22519E-05,-1.917501493,-0.504619802,-0.890898726,-0.392436486,0.769168766,-0.138583351,-3.88472E-05,-7.31409E-05,-5.586964925,-0.135811025,-12.2824512,-2.655107771,-5.906552193,-25.30117362,1.947178465,-0.586556637,0.044361172,1.872821056,0.606021881,0.173807144,-5.326837019,-6.806666981,-9.002323925,-0.550153345,0.119431575,-1.481999677,0.267898303,-0.001961089,-0.001824545,-0.000965957,-1.349239722,-6.705466317,-1.344214877,-4.321788644,-20.97365232,-3.666673244,0.010431792,-24.19012334,-0.002792982,-0.003359794,-0.003509527,-0.003088581
0.06,-0.000175032,-7.09279E-05,-1.884946867,-0.514492239,-0.933478377,-0.401408654,0.736942204,-0.153201271,-7.10244E-05,-0.000124094,-5.57732137,-0.145477468,-12.23269992,-2.544618879,-5.782986519,-25.08986991,1.918339354,-0.565072262,0.073743878,1.824687206,0.61485672,0.184793949,-5.319177107,-6.741969715,-8.965916454,-0.592908472,0.190568049,-1.488042157,0.282783252,-0.001954339,-0.001829796,-0.000956199,-1.298244849,-6.647807168,-1.328467806,-4.257037973,-20.85419126,-3.588304104,-0.012792085,-24.05685689,-0.002788486,-0.003353794,-0.003514774,-0.003084831
0.07,-0.000239492,-0.000137094,-1.883741422,-0.513256277,-0.949301742,-0.387370568,0.722049626,-0.140994239,-0.000169452,-0.000175046,-5.591801961,-0.140648062,-12.1999393,-2.435411726,-5.587399361,-24.81881278,1.900791746,-0.593270504,0.050481854,1.804415905,0.618656158,0.157937527,-5.254022078,-6.691615712,-8.867924511,-0.566022486,0.198502619,-1.472417157,0.26913808,-0.001962589,-0.001834298,-0.000947193,-1.277859107,-6.608165788,-1.297034701,-4.19961915,-20.77740903,-3.502366604,-0.029897188,-23.8976772,-0.002784739,-0.003349294,-0.003505779,-0.003078081
0.08,-7.07571E-05,-0.000169231,-1.889768644,-0.492290701,-0.948088668,-0.361796838,0.693485173,-0.13733213,-0.000110773,-3.91723E-05,-5.567662557,-0.123733694,-12.15261416,-2.401994978,-5.385830757,-24.5191912,1.919560057,-0.598672115,0.032117901,1.77147218,0.628742218,0.123756886,-5.204186873,-6.700038563,-8.764927685,-0.519620508,0.137894709,-1.453191083,0.248054248,-0.001969338,-0.001835048,-0.000950946,-1.31991233,-6.593750523,-1.287391146,-4.156864023,-20.69574399,-3.394151272,-0.001790498,-23.69653966,-0.002791483,-0.003349294,-0.003506528,-0.003081831
0.09,-1.38794E-05,6.89654E-05,-1.890981718,-0.489818777,-0.949301742,-0.386027795,0.648929509,-0.130038429,0.000180721,0.000128783,-5.502538045,-0.127357656,-12.05553012,-2.358309065,-5.241848824,-24.21712821,1.885685545,-0.574471676,0.04558569,1.761340344,0.61485672,0.129860401,-5.190118269,-6.643703114,-8.713444531,-0.526929468,0.133927424,-1.445988935,0.274101001,-0.001957339,-0.001829796,-0.000944191,-1.267635718,-6.533688592,-1.292212924,-4.116542673,-20.5860333,-3.29210049,-0.021344637,-23.51268269,-0.002796729,-0.003348544,-0.003508777,-0.003087831
0.1,4.48945E-05,0.000184283,-1.876508756,-0.505855764,-0.957816146,-0.437114221,0.652591618,-0.07886045,0.000103116,9.893E-06,-5.454289754,-0.139434988,-11.99606662,-2.292780195,-5.070279,-23.9323992,1.830509764,-0.573128903,0.02599722,1.787951672,0.587085724,0.126198292,-5.159478621,-6.547816883,-8.666966259,-0.55261001,0.141831477,-1.444829267,0.303870899,-0.001960339,-0.001829046,-0.000946442,-1.231930152,-6.467619943,-1.226966342,-4.079883432,-20.46048398,-3.219895901,-0.07510898,-23.35967137,-0.002785488,-0.003350794,-0.003508777,-0.003084831
