Time,B5408_18A,B7057_18A,B6181_18A,B5397_18A,B7036_18A,B7048_18A,B4546_18A,B7040_18A,B7050_18A,B7052_18A,B7038_18A,B7049_18A,B7033_18A,B7034_18A,B7053_18A,B7041_18A,A2149,B7044_18A,B7058_18A,B7047_18A,B4541_18A,B4526_18A,B7061_18A,B6876_18B,IW4-0624-0-CHAN-1,IW4-0624-0-CHAN-2,B5411_18A,IW4-0624-0-CHAN-4,B7045_18A,B7051_18A,B7043_18A,B7054_18A,B5398_18A,B4535_18A,A2148,A2147,A2146_18A,B5404_18A,B7055_18A,B5384_18A
0.01,-0.047876763,0.029567661,-0.016100797,0.006814321,0.021280419,-0.020905928,-0.039758856,0.029750651,0.003549474,0.008148412,-0.004219055,0.012132171,-0.024335788,0.050500302,-0.006413584,0.050163444,5.2786E-05,-0.033452857,0.012351932,0.00185965,0.00128267,0.068370557,-0.027645897,0.049599567,-0.001350987,-0.000944789,0.024225366,-0.0008687,-0.016827554,0.019451604,0.020628958,0.041134979,0.017399875,0.013035167,4.94091E-05,3.3977E-05,-5.05562E-05,0.023478652,0.000288645,0.028891824
0.02,-0.028925347,0.051464023,-0.009432706,-0.003027598,0.021280419,-0.019685225,-0.040979559,0.081989115,0.008363622,0.0141928,0.015472412,0.00722361,-0.029218601,0.034936337,0.026118155,0.025077995,-4.92944E-05,-0.048131812,-0.001045285,0.029851899,0.051087358,0.074596143,-0.039875817,0.045922199,-0.001353988,-0.000956805,0.01409353,-0.000870953,-0.039074869,-0.021380916,0.006102591,0.061879303,-0.003901395,0.020695079,1.33967E-05,4.34616E-05,-5.81148E-05,0.049811508,0.022062937,0.000632546
0.03,0.024083687,0.025913181,-0.036105069,-0.004233042,-0.024240364,-0.002625899,-0.009729559,0.011531656,0.014375585,0.034742574,0.010551453,0.050180916,-0.023084568,-0.041784854,0.008051748,0.010734733,-0.000121128,-0.012670386,-0.014442502,0.05176352,0.012818315,0.054698682,-0.034985375,0.017708698,-0.001361489,-0.000957556,-0.009984839,-0.000866448,0.025195151,0.008633122,0.024291067,0.037472869,0.022404757,-0.004909169,2.28739E-05,9.84804E-05,-2.97728E-05,0.049811508,0.008757273,0.028891824
0.04,0.027867866,0.024700107,-0.024111661,0.000680288,-0.006271232,0.007139726,0.030248469,-0.026127035,-0.012075526,0.012983541,0.033943176,0.046498779,0.002733303,0.021691708,0.00564086,0.002372916,-7.19786E-05,0.035059106,-0.018104611,0.056623444,-0.017821334,0.016368604,-0.016629052,0.007866779,-0.001369741,-0.00096056,0.002679956,-0.000855936,0.023959189,0.033840642,0.010924368,0.002087738,0.017399875,-0.017726551,3.04567E-05,6.43326E-05,1.1794E-05,0.013449813,0.025694529,0.008719704
0.05,0.019017769,0.02226633,0.031918612,-0.012869517,0.044042717,0.026640459,0.024022883,0.030971354,0.008363622,-0.003940364,0.033943176,0.008450989,0.018693997,0.069604306,0.030939932,0.009544547,6.03474E-05,0.0326177,-0.001045285,0.029851899,0.040894487,0.026256299,-0.006848168,0.000527302,-0.00136599,-0.000966568,0.001428735,-0.000856687,-0.009411783,-0.00696136,0.002440481,0.025265838,-0.020197782,0.016849865,-2.64061E-05,-9.50316E-05,-5.21194E-06,-0.021656846,0.036574046,-0.019570091
0.06,0.021550728,-0.008144436,0.035931674,-0.011633555,0.026073586,0.002287431,0.010289972,0.047977274,0.036012548,-0.007568141,-0.011604309,0.0452714,0.023607327,-0.008215518,0.023707266,0.00472277,1.4979E-05,-0.00040232,0.000175418,-0.007875457,0.031983354,0.106822705,0.006610084,-0.003165325,-0.00136524,-0.000959058,-0.015050757,-0.000861943,0.046206503,-0.024966731,0.054564505,0.066754486,-0.026453885,0.011753429,-4.53585E-05,-7.79586E-05,-5.05562E-05,-0.007866715,0.002714793,-0.010140159
0.07,-0.013788628,0.002803745,-0.018771085,0.028954824,0.002113472,-0.047730879,0.001561945,0.01274473,-0.006071193,-0.019656917,-0.020217896,0.07350016,0.034685208,-0.022619815,-0.014851694,0.002372916,-0.00013058,0.013055932,-0.005928098,-0.003015533,-0.019103072,0.112926221,0.039637733,-0.00070866,-0.00136824,-0.000948544,0.009027612,-0.000861943,0.074648886,0.009838567,0.063048392,0.032590057,-0.021449002,-0.026668202,-1.50347E-05,2.44906E-05,-5.05562E-05,0.000910903,-0.017854055,-0.006081321
0.08,-0.015039849,0.014965,-0.029436978,0.027718862,0.028469216,-0.042848067,-0.01601618,0.022464579,-0.022901637,-0.032953044,-0.023910522,0.03545237,0.040819241,0.037255673,-0.006413584,0.025077995,-5.30746E-05,0.0326177,-0.008369504,-0.006662383,0.024292924,0.037486768,0.005381752,0.018914143,-0.001356238,-0.000958307,0.020425928,-0.000862694,-0.001996011,0.012249455,0.01946929,-0.005236481,-0.017664823,-0.022822987,-4.53585E-05,4.72577E-05,4.23913E-06,-0.009117936,-0.010590871,0.014090798
0.09,0.010198189,-0.019100247,-0.036105069,-0.032538096,0.008104454,-0.031861739,-0.004724676,0.027324503,0.019182103,-0.026908656,0.000701904,0.023178581,0.034685208,0.028893857,0.021311636,0.019096549,4.3335E-05,0.035059106,0.008689822,-0.006662383,0.030701615,0.02259419,-0.014180016,0.04226009,-0.001353988,-0.000962813,-0.003652442,-0.000864196,-0.02671525,-0.005771175,0.008482962,0.008191253,-0.013911161,-0.024104725,-8.89538E-05,0.000107969,1.36827E-05,0.004672195,0.016020457,0.02352073
0.1,-0.025141167,-0.025180874,-0.070788297,-0.034994761,-0.031429161,-0.011140303,-0.002222235,-0.022480184,0.039621251,0.033535222,0.035179138,0.01335955,0.021165921,-0.009436222,-0.000386362,0.002372916,-3.41716E-05,0.024042261,0.040336551,0.023771271,-0.035704635,0.023814893,0.033526588,0.028740803,-0.00136449,-0.000947042,0.01409353,-0.000864196,0.004183798,-0.000964656,0.026671439,0.009411956,-0.000147733,-0.018977772,-4.9149E-05,9.27901E-05,-3.54427E-05,0.013449813,0.036574046,0.007376931
