Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,0.011224458,0.028056752,-0.02617422,-0.002525541,0.03072912,-0.010289741,0.026444117,-0.016609423,-0.013545759,-0.003790422,-0.004588445,0.018243645,0.006899747,-0.020169229,-0.02685622,0.006079356,-0.030084783,-0.007906813,-0.027434609,-0.028800278,0.001189798,0.014204785,-0.002763103,-0.02609316,0.012083388,0.016514087,-0.003751216,0.049862461,0.043638287,0.024158333,-0.003070242,-0.002323832
0.02,0.007531831,-0.019184459,-0.001653346,-0.002520278,0.052793329,0.003748345,-0.004996618,-0.0269854,-0.030528791,-0.020895524,-0.003337224,0.011842583,0.00812045,-0.006688089,-0.019600666,0.029417674,-0.015493566,-0.011473555,0.016937949,-0.01609829,-0.008936316,0.072951123,0.030806233,-0.033287679,0.003675796,-0.016231275,0.003477635,0.034054356,0.006376324,0.040569161,-0.003062735,-0.002334341
0.03,0.002618501,0.020427357,0.025319901,-0.002527045,0.055234736,0.039514946,-0.016326269,0.020683057,-0.065685041,0.0047545,-0.012133916,-0.021421577,-0.001782504,-0.037690134,-0.034119404,-0.007447561,0.00396139,0.015868288,0.047760703,-0.003397255,-0.031721502,0.046706006,0.030806233,-0.020104086,-0.011933946,0.003925586,0.001062932,0.040646153,0.005064068,0.040569161,-0.003061234,-0.002350854
0.04,0.003854463,0.006328236,0.028997746,-0.002536819,0.035611933,0.016504692,0.015129725,0.018119581,-0.057201154,0.041390852,-0.036006292,-0.003507759,-0.043912021,-0.053868265,-0.029282368,-0.028336843,0.010042017,0.036076647,0.010773399,-0.007207184,0.013846964,-0.012055591,0.015913655,-0.005715048,-0.002328538,0.012737536,-0.00615829,0.015621739,0.03591734,-0.017501976,-0.003071743,-0.0023456
0.05,-0.013342193,-0.024311412,0.014285413,-0.002535316,0.014798945,-0.009008003,0.020157496,-0.007637255,-0.041438825,-0.020895524,-0.0272096,0.004167412,-0.03522977,0.002749472,-0.00871352,0.012221018,0.008825129,0.01468001,-0.007704995,-0.032610207,0.023974985,-0.033295825,0.024580647,-0.014107381,0.038496352,-0.006160474,-0.00495666,-0.012088222,0.025663434,-0.028862144,-0.003078499,-0.002347101
0.06,-0.008428863,0.045940052,-0.017592105,-0.002525541,-0.01828211,0.017816948,-0.016326269,-0.008918993,-0.045085676,-0.047750993,-0.007098516,-0.054685737,0.00812045,0.028357535,-0.009918964,-0.02219518,0.00760824,0.008736712,-0.006484292,-0.045312195,0.017644495,-0.033295825,0.028303792,-0.024895345,0.045698501,-0.020007825,0.001062932,0.039303379,-0.018037738,0.011531685,-0.003071743,-0.002353105
0.07,0.014901826,0.075358998,-0.027400169,-0.002527045,0.013578242,0.052271294,-0.03016599,0.003959425,-0.030528791,0.030404524,-0.010875066,-0.043172981,-0.009213534,0.021620779,0.014281475,-0.055390676,0.029496973,0.017056566,-0.028670571,-0.030069619,0.035365671,0.014204785,0.027022053,-0.005715048,0.034887649,-0.002368665,0.005884709,0.084103184,0.00378233,0.010269021,-0.003057481,-0.002336592
0.08,-0.02194815,-0.012775768,-0.005331191,-0.002531556,0.029538935,0.012689995,-0.02638944,0.014274366,-0.003856428,0.068246321,-0.003337224,0.006727074,-0.024090854,0.045882254,0.042105877,0.017134349,0.048951929,-0.026926893,-0.013884804,-0.030069619,0.013846964,0.042952344,0.038252522,-0.005715048,0.024084426,0.021549487,0.007086339,0.044613438,0.028196393,0.000171517,-0.003055228,-0.00233284
0.09,-0.039144805,-0.019184459,0.022868005,-0.002528549,-0.024416143,-0.009008003,-0.02764829,-0.005073779,0.007068865,0.057259993,0.039395014,0.009286736,0.016802701,0.014876395,0.026381695,0.044172923,0.011258906,-0.06140222,0.021866538,-0.038960724,-0.014000326,-0.005799487,0.050642659,-0.014107381,0.001272536,0.002666735,0.013109746,-0.023929043,-0.002626361,0.003959511,-0.003063486,-0.002344849
0.1,-0.001058867,0.072795521,0.042484609,-0.002534564,-0.015840704,0.034387993,-0.021361669,-0.020515673,0.024036639,0.060937361,0.045681636,0.01056466,0.040331754,-0.017472238,-0.007492817,-0.011140188,-0.004553015,-0.005530256,-0.006484292,-0.024989395,-0.020328909,-0.02705498,0.020857503,0.006270731,0.020483352,-0.018741346,-0.023019252,-0.018680019,-0.007783832,-0.002353813,-0.003069491,-0.002344098
0.11,0.002618501,0.038310658,0.028997746,-0.002539075,0.008664911,0.007593559,-0.020102819,0.006583936,0.00827431,0.030404524,0.011746089,-0.016302253,0.024218473,0.029707938,-0.012337482,-0.035722097,0.042871302,0.026566607,-0.037291787,0.008034439,-0.003872305,0.002959058,-0.005204509,-0.012909567,0.046896316,-0.009929395,-0.059155879,0.018185215,-0.007783832,0.019107674,-0.00306799,-0.002335842
0.12,0.008767793,-0.035786022,0.000799027,-0.002525541,-0.010957891,-0.04092939,-0.013808568,0.047782667,-0.030528791,-0.001349016,-0.007098516,-0.017580177,0.01555148,0.051276236,0.013068401,-0.001305898,0.034360712,-0.028117079,-0.037291787,0.023277015,0.018910974,-0.004548266,-0.010148357,-0.035683309,0.015684463,0.005176806,-0.031457362,-0.000186367,-0.020631732,0.062030648,-0.003064237,-0.002330588
