Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,0.03814872,0.06036377,0.039149619,-0.002540579,0.029435447,0.010696298,0.005868191,0.001491518,0.110152407,0.055508084,0.019194709,0.019378012,-0.003037397,-0.001486189,0.021092078,0.018476711,-0.055751601,-0.013706947,-0.003993703,0.03960234,-0.001499769,0.001466765,0.005973307,-0.034911996,0.021797661,-0.009388563,-0.014712666,0.071566207,0.055575926,0.024306454,-0.003075497,-0.002353856
0.02,-0.001157921,0.105041504,0.030567266,-0.002535316,0.02082949,0.042617685,0.002091641,0.028530093,0.084700747,-0.014087253,-0.013481988,0.010424918,-0.021607343,-0.014967329,0.002941749,-0.022081151,-0.02048854,-0.033915306,-0.010142995,0.062465251,0.017485979,0.01022531,0.014640299,-0.024116403,0.010994438,0.013270738,-0.012305592,0.086031539,0.019595701,0.030619778,-0.003083754,-0.002339595
0.03,-0.01591317,0.08972168,-0.017249011,-0.002531556,0.015946678,0.082168466,0.034806485,0.032375307,0.078627749,-0.011645847,0.001601325,0.001468009,-0.009217206,0.029515855,-0.043032983,-0.015939488,-0.002250472,0.030278419,-0.048351003,-0.007393776,-0.002766249,0.016466155,0.009696452,-0.00852955,0.010994438,0.017054918,-0.019526814,0.055758102,-0.006100099,0.007895626,-0.003086006,-0.002338844
0.04,0.029558022,0.054016113,-0.016022824,-0.00253306,0.013505272,0.046432382,0.033547635,0.00399396,0.054396792,0.010326809,0.016684638,0.036010092,-0.020371381,0.053781145,-0.044246057,0.020941005,-0.009544173,-0.030348564,-0.054515554,-0.015014588,0.003562334,-0.0060253,0.020865885,-0.000144845,0.019398216,0.006984117,-0.008689259,0.020113571,0.013156492,-0.019879185,-0.003070992,-0.002348602
0.05,0.051668007,0.016906738,0.014628507,-0.002524038,0.002488426,0.015762216,0.004609341,-0.025608091,0.034987612,0.031094021,0.038046943,0.056487387,-0.026566449,0.051084154,0.016255042,0.007421718,0.001396378,-0.080277229,-0.015071584,0.025630535,0.023816469,-0.017271028,0.039420573,0.009445303,0.026600364,-0.001843092,0.038284923,0.021456344,0.02087744,-0.012303196,-0.003073245,-0.002343348
0.06,0.019731361,0.042480469,0.007272102,-0.002523286,0.014695457,0.020889169,-0.019285923,-0.019138364,0.026473208,0.046963162,0.027991401,0.025779074,-0.003037397,-0.00418318,0.065861365,0.004965053,0.002613267,-0.014895226,-0.00152178,0.021820606,0.02128351,0.031480803,0.03819987,0.017837637,-0.005816933,0.003199938,0.04430833,0.035921676,0.028598387,-0.021141849,-0.003081502,-0.002328336
0.07,0.012346108,0.066711426,-0.011118792,-0.002530053,0.007371238,-0.011032218,-0.035635715,0.00399396,-0.012314634,0.034756131,0.009139167,-0.025398904,0.019270953,-0.060800917,0.050129554,0.027082668,-0.021705428,0.005313133,-0.010142995,0.004037918,0.018752458,0.033983245,0.023307292,0.022636527,-0.023829933,0.015796068,0.015400555,0.025423629,0.049136717,-0.029976688,-0.003070992,-0.002340345
0.08,0.009889443,0.005432129,-0.006214522,-0.002535316,-0.028151223,-0.046768302,0.004609341,0.013027163,-0.032913999,0.022533841,0.029250251,-0.031799966,0.032881793,-0.040579207,0.004162452,0.02339767,-0.016841689,0.007691597,0.003406809,0.011658729,0.018752458,-0.034788118,0.004752604,-0.000144845,0.014595512,-0.020725844,0.000946667,0.008211715,0.045291502,0.007895626,-0.003074746,-0.002356108
0.09,-0.01591317,-0.008605957,-8.43037E-05,-0.002535316,-0.029402443,-0.02763378,0.043610806,0.009181948,-0.015946226,0.035976834,0.045584785,0.036010092,0.019270953,-0.021707899,-0.024890283,0.030775295,0.041523179,0.025521492,0.019443797,0.033251823,0.006095293,-0.057279573,0.015861003,-0.009727365,0.008587364,-0.006878493,0.008171703,0.013521774,0.008029539,-0.007252537,-0.003086757,-0.002347851
0.1,-0.008527916,0.065490723,0.007272102,-0.002527045,-0.030592629,0.019637948,0.033547635,0.024684878,-0.041428404,0.029873318,0.015425788,0.051368063,-0.007996503,0.007947557,-0.016414025,0.03322433,0.041523179,0.005313133,0.010807322,0.028171123,-0.001499769,-0.011030183,0.039420573,0.017837637,-0.045436379,0.04727495,0.011784222,0.030672653,0.015750486,-0.024929844,-0.003083003,-0.002344098
