Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,IW4-0626-0-CHAN-1,IW4-0626-0-CHAN-2,IW4-0626-0-CHAN-3,IW4-0626-0-CHAN-4,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
12.86,-0.3256073,-0.399902344,-0.349425793,-0.002502233,-0.147491455,-0.184906006,-0.22567749,-0.225341797,,,,,-0.119674683,-0.189071655,-0.070838928,-0.171104431,-0.052165985,-0.116535187,-0.134597778,-0.115613937,-0.112178802,-0.144241333,-0.084716797,-0.153793335,-0.219619751,-0.332244873,-0.290576935,-0.256286621,-0.380126953,-0.475261688,-0.003081502,-0.002334341
12.87,-0.302261353,-0.444580078,-0.354330063,-0.002515767,-0.200195313,-0.22833252,-0.22819519,-0.207336426,,,,,-0.127105713,-0.171546936,-0.041786194,-0.209197998,-0.097156525,-0.084438324,-0.125961304,-0.069889069,-0.114709854,-0.146743774,-0.078552246,-0.117835999,-0.214813232,-0.351127625,-0.276123047,-0.229919434,-0.364685059,-0.422241211,-0.003073245,-0.002335091
12.88,-0.321914673,-0.415222168,-0.354330063,-0.002526293,-0.230804443,-0.244934082,-0.247062683,-0.23046875,,,,,-0.141967773,-0.195812225,-0.051475525,-0.199363708,-0.086212158,-0.09989357,-0.114883423,-0.055916786,-0.107114792,-0.160491943,-0.089660645,-0.158592224,-0.182395935,-0.356163025,-0.267692566,-0.241760254,-0.380126953,-0.389419556,-0.003083754,-0.002344098
12.89,-0.313323975,-0.366699219,-0.380077362,-0.002520278,-0.201446533,-0.22064209,-0.240768433,-0.266601563,,,,,-0.148178101,-0.211986542,-0.07447052,-0.174781799,-0.102020264,-0.136743546,-0.119812012,-0.073698997,-0.074205399,-0.138000488,-0.115722656,-0.145401001,-0.185997009,-0.378837585,-0.308643341,-0.232543945,-0.386535645,-0.43107605,-0.003089759,-0.002349353
12.9,-0.294891357,-0.380737305,-0.372720718,-0.002521782,-0.223480225,-0.196411133,-0.238250732,-0.239501953,,,,,-0.137008667,-0.20659256,-0.09261322,-0.188301086,-0.138496399,-0.151008606,-0.133361816,-0.085130692,-0.085596085,-0.100494385,-0.119445801,-0.151397705,-0.226821899,-0.392684937,-0.279735565,-0.245727539,-0.40322876,-0.439914703,-0.003070992,-0.002352355
12.91,-0.319473267,-0.360290527,-0.353104115,-0.002532308,-0.263885498,-0.213012695,-0.245803833,-0.195678711,,,,,-0.094909668,-0.205249786,-0.067207336,-0.184616089,-0.106884003,-0.137931824,-0.117340088,-0.068617821,-0.121038437,-0.109237671,-0.119445801,-0.170578003,-0.223220825,-0.377571106,-0.232761383,-0.285339355,-0.430236816,-0.418453217,-0.003078499,-0.002347851
12.92,-0.307174683,-0.31817627,-0.380077362,-0.002525541,-0.223480225,-0.201538086,-0.218132019,-0.172485352,,,,,-0.088699341,-0.172893524,-0.04058075,-0.16494751,-0.050949097,-0.101081848,-0.102554321,-0.036864281,-0.102052689,-0.12550354,-0.131896973,-0.123817444,-0.230422974,-0.358688354,-0.268894196,-0.251037598,-0.387817383,-0.420978546,-0.003092762,-0.00233284
12.93,-0.308410645,-0.355163574,-0.391111851,-0.00251276,-0.212463379,-0.173431396,-0.211830139,-0.212463379,,,,,-0.138259888,-0.170200348,-0.081726074,-0.174781799,-0.059463501,-0.080873489,-0.123504639,-0.047025681,-0.10585022,-0.091751099,-0.128173828,-0.10584259,-0.243629456,-0.359939575,-0.277328491,-0.212768555,-0.344146729,-0.438652039,-0.003075497,-0.002323082
12.94,-0.337890625,-0.38458252,-0.380077362,-0.002517271,-0.25289917,-0.227050781,-0.243286133,-0.264038086,,,,,-0.141967773,-0.234905243,-0.103507996,-0.176017761,-0.117824554,-0.090381622,-0.118560791,-0.081319809,-0.108379364,-0.07673645,-0.125671387,-0.142997742,-0.20640564,-0.382614136,-0.259262085,-0.244445801,-0.380126953,-0.456325531,-0.003061984,-0.002329087
12.95,-0.318237305,-0.346252441,-0.383755207,-0.002524789,-0.212463379,-0.26663208,-0.239509583,-0.240844727,,,,,-0.130828857,-0.249729156,-0.05632019,-0.153884888,-0.104450226,-0.077306747,-0.105010986,-0.088941574,-0.07040596,-0.099243164,-0.12689209,-0.15019989,-0.199203491,-0.382614136,-0.284553528,-0.282653809,-0.38269043,-0.437389374,-0.003066489,-0.002336592
12.96,-0.321914673,-0.352600098,-0.381302834,-0.002532308,-0.185516357,-0.181091309,-0.22567749,-0.240844727,,,,,-0.14692688,-0.209289551,-0.063583374,-0.174781799,-0.058246613,-0.086816788,-0.138290405,-0.088941574,-0.080532074,-0.114242554,-0.113220215,-0.131019592,-0.202804565,-0.378837585,-0.288166046,-0.253662109,-0.362121582,-0.376792908,-0.00306874,-0.002338094
12.97,-0.336669922,-0.399902344,-0.37149477,-0.002528549,-0.234527588,-0.13381958,-0.233222961,-0.276916504,,,,,-0.140716553,-0.236248016,-0.109550476,-0.191993713,-0.08864212,-0.139122009,-0.153076172,-0.078780174,-0.084329605,-0.111740112,-0.108276367,-0.129814148,-0.175193787,-0.392684937,-0.261669159,-0.206176758,-0.39553833,-0.389419556,-0.00306799,-0.002331338
12.98,-0.298583984,-0.394775391,-0.345747471,-0.002515015,-0.248016357,-0.221954346,-0.213088989,-0.282043457,,,,,-0.148178101,-0.269950867,-0.095031738,-0.174781799,-0.074050903,-0.11415863,-0.127197266,-0.047025681,-0.084329605,-0.091751099,-0.093383789,-0.153793335,-0.205207825,-0.409057617,-0.248416901,-0.228637695,-0.389099121,-0.447486877,-0.003072494,-0.002323082
12.99,-0.270324707,-0.385864258,-0.32613039,-0.002521782,-0.230804443,-0.267913818,-0.208068848,-0.275634766,,,,,-0.144454956,-0.217376709,-0.096244812,-0.20552063,-0.02784729,-0.073740005,-0.098846436,-0.052106857,-0.119773865,-0.082992554,-0.0859375,-0.159790039,-0.238822937,-0.392684937,-0.241191864,-0.256286621,-0.349273682,-0.438652039,-0.003069491,-0.002330588
13,-0.285064697,-0.383300781,-0.369042873,-0.002530053,-0.209991455,-0.22064209,-0.257118225,-0.252380371,,,,,-0.107284546,-0.186374664,-0.115600586,-0.203056335,-0.08499527,-0.112968445,-0.109939575,-0.074969292,-0.123569489,-0.084228516,-0.116943359,-0.142997742,-0.202804565,-0.320907593,-0.260463715,-0.237792969,-0.385253906,-0.429813385,-0.003064237,-0.002339595
13.01,-0.305953979,-0.356506348,-0.419311047,-0.002527045,-0.202667236,-0.169586182,-0.250831604,-0.236938477,,,,,-0.108520508,-0.229511261,-0.090194702,-0.147743225,-0.131202698,-0.139122009,-0.155548096,-0.062267303,-0.095722198,-0.097991943,-0.104553223,-0.141807556,-0.20640564,-0.313346863,-0.303825378,-0.241760254,-0.446960449,-0.458850861,-0.003070242,-0.002337343
13.02,-0.318237305,-0.364135742,-0.405824184,-0.002523286,-0.217346191,-0.17980957,-0.22063446,-0.242126465,,,,,-0.137008667,-0.213336945,-0.069618225,-0.16003418,-0.103233337,-0.111780167,-0.146911621,-0.068617821,-0.091924667,-0.12550354,-0.071044922,-0.141807556,-0.232818604,-0.367500305,-0.317073822,-0.23651123,-0.437927246,-0.43107605,-0.003072494,-0.002343348
13.03,-0.31578064,-0.448425293,-0.373947144,-0.002511256,-0.223480225,-0.232147217,-0.253349304,-0.244689941,,,,,-0.141967773,-0.171546936,-0.070838928,-0.177246094,-0.089859009,-0.076116562,-0.092681885,-0.095292091,-0.121038437,-0.117980957,-0.087158203,-0.138206482,-0.210006714,-0.343566895,-0.32068634,-0.183837891,-0.380126953,-0.370483398,-0.003069491,-0.002342597
13.04,-0.318237305,-0.482971191,-0.378851414,-0.002509,-0.211242676,-0.238525391,-0.258377075,-0.256286621,,,,,-0.12461853,-0.202552795,-0.085357666,-0.162498474,-0.089859009,-0.065418243,-0.098846436,-0.083860397,-0.122303009,-0.114242554,-0.115722656,-0.133415222,-0.219619751,-0.333496094,-0.339958191,-0.203613281,-0.387817383,-0.404567719,-0.003069491,-0.002322331
13.05,-0.332977295,-0.367980957,-0.378851414,-0.002518022,-0.194061279,-0.255157471,-0.239509583,-0.256286621,,,,,-0.141967773,-0.202552795,-0.096244812,-0.19568634,-0.093509674,-0.097515106,-0.148147583,-0.063537598,-0.093191147,-0.12550354,-0.133117676,-0.114234924,-0.243629456,-0.396461487,-0.32068634,-0.26953125,-0.446960449,-0.470211029,-0.003070242,-0.002319329
13.06,-0.33052063,-0.31048584,-0.367816925,-0.00252103,-0.219787598,-0.289611816,-0.255867004,-0.22277832,,,,,-0.171707153,-0.193115234,-0.09261322,-0.20552063,-0.104450226,-0.142688751,-0.139511108,-0.068617821,-0.098255157,-0.129241943,-0.113220215,-0.111839294,-0.218414307,-0.373802185,-0.296596527,-0.228637695,-0.418670654,-0.447486877,-0.003080001,-0.002335842
13.07,-0.313323975,-0.339904785,-0.397242069,-0.002526293,-0.268829346,-0.24621582,-0.268440247,-0.218933105,,,,,-0.158081055,-0.244338989,-0.084136963,-0.162498474,-0.100803375,-0.140312195,-0.113632202,-0.064807892,-0.093191147,-0.15423584,-0.0859375,-0.126213074,-0.212409973,-0.342315674,-0.292984009,-0.185119629,-0.372406006,-0.412143707,-0.003089759,-0.002347101
13.08,-0.312088013,-0.325805664,-0.414406776,-0.002521782,-0.267608643,-0.196411133,-0.240768433,-0.261413574,,,,,-0.138259888,-0.228160858,-0.084136963,-0.16003418,-0.109313965,-0.080873489,-0.123504639,-0.063537598,-0.07040596,-0.141738892,-0.116943359,-0.111839294,-0.240028381,-0.397720337,-0.273715973,-0.252319336,-0.390380859,-0.426029205,-0.003076998,-0.002349353
13.09,-0.317001343,-0.378173828,-0.387433529,-0.002513511,-0.225921631,-0.214294434,-0.214347839,-0.285949707,,,,,-0.120910645,-0.186374664,-0.103507996,-0.16494751,-0.127552032,-0.07254982,-0.121032715,-0.087670326,-0.091924667,-0.095489502,-0.114501953,-0.117835999,-0.254432678,-0.395210266,-0.254440308,-0.294555664,-0.400665283,-0.424766541,-0.003070242,-0.002337343
13.1,-0.323150635,-0.429260254,-0.391111851,-0.002515015,-0.178161621,-0.221954346,-0.234481812,-0.294921875,,,,,-0.12461853,-0.202552795,-0.113174438,-0.162498474,-0.116607666,-0.128423691,-0.122268677,-0.076239586,-0.09951973,-0.096740723,-0.092163086,-0.15019989,-0.237625122,-0.332244873,-0.230354309,-0.244445801,-0.39553833,-0.423503876,-0.003085255,-0.002326835
13.11,-0.336669922,-0.373046875,-0.404598236,-0.002510504,-0.173248291,-0.233459473,-0.254608154,-0.271728516,,,,,-0.122146606,-0.202552795,-0.11076355,-0.171104431,-0.102020264,-0.110591888,-0.140762329,-0.066078186,-0.07040596,-0.112991333,-0.124450684,-0.153793335,-0.225616455,-0.332244873,-0.252033234,-0.220703125,-0.390380859,-0.438652039,-0.003081502,-0.002338094
13.12,-0.308410645,-0.379455566,-0.387433529,-0.002510504,-0.219787598,-0.247467041,-0.245803833,-0.231811523,,,,,-0.082519531,-0.217376709,-0.118026733,-0.139137268,-0.074050903,-0.053529739,-0.124740601,-0.10926342,-0.085596085,-0.105484009,-0.130615234,-0.159790039,-0.248435974,-0.367500305,-0.311050415,-0.255004883,-0.394256592,-0.444961548,-0.003067239,-0.002342597
13.13,-0.278930664,-0.448425293,-0.398468018,-0.002518022,-0.224731445,-0.188751221,-0.22315979,-0.244689941,,,,,-0.099868774,-0.230857849,-0.099876404,-0.125617981,-0.052165985,-0.044019699,-0.117340088,-0.099102974,-0.096988678,-0.119247437,-0.123168945,-0.151397705,-0.244827271,-0.368759155,-0.297805786,-0.243103027,-0.398101807,-0.468948364,-0.003071743,-0.002330588
13.14,-0.33543396,-0.449707031,-0.414406776,-0.002515015,-0.1953125,-0.160644531,-0.22315979,-0.253723145,,,,,-0.169219971,-0.193115234,-0.070838928,-0.151435852,-0.100803375,-0.060663223,-0.15184021,-0.058457375,-0.088129044,-0.138000488,-0.115722656,-0.139411926,-0.210006714,-0.354904175,-0.27009964,-0.207519531,-0.378814697,-0.452537537,-0.003073995,-0.002332089
13.15,-0.358779907,-0.398620605,-0.399693966,-0.002518774,-0.1953125,-0.184906006,-0.218132019,-0.197021484,,,,,-0.18409729,-0.193115234,-0.057525635,-0.153884888,-0.138496399,-0.092760086,-0.161712646,-0.102912903,-0.124835968,-0.110488892,-0.082214355,-0.141807556,-0.20640564,-0.363723755,-0.276123047,-0.229919434,-0.373687744,-0.414669037,-0.00306874,-0.002341096
13.16,-0.319473267,-0.343688965,-0.392337799,-0.00252103,-0.1769104,-0.216827393,-0.185417175,-0.19317627,,,,,-0.135787964,-0.224121094,-0.049064636,-0.153884888,-0.104450226,-0.124856949,-0.138290405,-0.127046585,-0.151416779,-0.089248657,-0.082214355,-0.11063385,-0.199203491,-0.390174866,-0.271305084,-0.252319336,-0.40838623,-0.436126709,-0.003071743,-0.002332089
13.17,-0.344024658,-0.342468262,-0.382529259,-0.00252103,-0.168365479,-0.264068604,-0.187934875,-0.251159668,,,,,-0.102325439,-0.203899384,-0.076881409,-0.19568634,-0.08864212,-0.129611969,-0.114883423,-0.090210915,-0.110912323,-0.082992554,-0.110778809,-0.096244812,-0.192001343,-0.367500305,-0.276123047,-0.23651123,-0.425079346,-0.447486877,-0.003076247,-0.002329837
13.18,-0.369827271,-0.412719727,-0.384981632,-0.002519526,-0.201446533,-0.241088867,-0.195480347,-0.233093262,,,,,-0.135787964,-0.189071655,-0.115600586,-0.226409912,-0.13727951,-0.123666763,-0.122268677,-0.092751503,-0.074205399,-0.091751099,-0.098388672,-0.111839294,-0.243629456,-0.324684143,-0.268894196,-0.23651123,-0.405822754,-0.438652039,-0.003073245,-0.002338094
13.19,-0.326843262,-0.419067383,-0.403372288,-0.002511256,-0.200195313,-0.207885742,-0.187934875,-0.191833496,,,,,-0.170471191,-0.218727112,-0.095031738,-0.185852051,-0.134849548,-0.116535187,-0.15184021,-0.099102974,-0.083065033,-0.099243164,-0.082214355,-0.120231628,-0.252037048,-0.352394104,-0.267692566,-0.258911133,-0.400665283,-0.438652039,-0.003073995,-0.00233284
13.2,-0.307174683,-0.352600098,-0.402146339,-0.002517271,-0.203857422,-0.227050781,-0.230705261,-0.207336426,,,,,-0.135787964,-0.222770691,-0.058731079,-0.156349182,-0.071620941,-0.128423691,-0.1690979,-0.072428703,-0.084329605,-0.047973633,-0.119445801,-0.153793335,-0.20640564,-0.373802185,-0.309848785,-0.256286621,-0.385253906,-0.410881042,-0.003085255,-0.002335091
13.21,-0.33052063,-0.36541748,-0.399693966,-0.002521782,-0.216125488,-0.224517822,-0.255867004,-0.216308594,,,,,-0.097366333,-0.199855804,-0.079307556,-0.185852051,-0.091075897,-0.143877029,-0.170333862,-0.072428703,-0.069141388,-0.030487061,-0.133117676,-0.166976929,-0.198005676,-0.339790344,-0.309848785,-0.253662109,-0.351837158,-0.39068222,-0.003088258,-0.002340345
13.22,-0.33543396,-0.398620605,-0.382529259,-0.002516519,-0.18182373,-0.24621582,-0.22693634,-0.197021484,,,,,-0.129577637,-0.187721252,-0.11076355,-0.216575623,-0.111747742,-0.112968445,-0.132141113,-0.10926342,-0.10585022,-0.081741333,-0.09588623,-0.139411926,-0.193199158,-0.330978394,-0.265285492,-0.274780273,-0.368560791,-0.442436218,-0.003080001,-0.002327585
13.23,-0.346496582,-0.366699219,-0.359233856,-0.002525541,-0.191650391,-0.283233643,-0.245803833,-0.216308594,,,,,-0.158081055,-0.183681488,-0.085357666,-0.19568634,-0.065540314,-0.108213425,-0.101318359,-0.128315926,-0.145090103,-0.130493164,-0.087158203,-0.151397705,-0.216011047,-0.362464905,-0.282146454,-0.251037598,-0.383972168,-0.489147186,-0.003073245,-0.002326835
13.24,-0.356323242,-0.362854004,-0.383755207,-0.002530053,-0.238189697,-0.219390869,-0.269699097,-0.289794922,,,,,-0.128356934,-0.198505402,-0.052688599,-0.135444641,-0.092288971,-0.124856949,-0.137054443,-0.105453491,-0.10458374,-0.132995605,-0.069824219,-0.15019989,-0.26763916,-0.376312256,-0.294189453,-0.241760254,-0.347991943,-0.467685699,-0.003066489,-0.002342597
13.25,-0.313323975,-0.38458252,-0.414406776,-0.002525541,-0.232055664,-0.173431396,-0.244544983,-0.285949707,,,,,-0.083755493,-0.218727112,-0.049064636,-0.16494751,-0.148223877,-0.101081848,-0.139511108,-0.072428703,-0.079267502,-0.109237671,-0.051208496,-0.10823822,-0.256828308,-0.349868774,-0.253238678,-0.274780273,-0.358276367,-0.468948364,-0.003064987,-0.002344849
13.26,-0.299819946,-0.370544434,-0.377624989,-0.002532308,-0.221008301,-0.242370605,-0.249572754,-0.240844727,,,,,-0.102325439,-0.236248016,-0.069618225,-0.236244202,-0.136066437,-0.116535187,-0.101318359,-0.068617821,-0.100786209,-0.106750488,-0.082214355,-0.111839294,-0.217208862,-0.349868774,-0.272506714,-0.247070313,-0.404541016,-0.487884521,-0.003064237,-0.002334341
13.27,-0.336669922,-0.373046875,-0.369042873,-0.002534564,-0.245544434,-0.256439209,-0.250831604,-0.282043457,,,,,-0.159317017,-0.255123138,-0.078094482,-0.199363708,-0.129985809,-0.130800247,-0.130889893,-0.10926342,-0.074205399,-0.062988281,-0.0859375,-0.129814148,-0.237625122,-0.387649536,-0.309848785,-0.241760254,-0.40322876,-0.475261688,-0.003064237,-0.002329087
13.28,-0.363693237,-0.40246582,-0.445058346,-0.002523286,-0.266357422,-0.223236084,-0.238250732,-0.303955078,,,,,-0.145690918,-0.242992401,-0.062362671,-0.157577515,-0.139713287,-0.103458405,-0.17527771,-0.116885185,-0.045091629,-0.049240112,-0.063598633,-0.11542511,-0.262840271,-0.371276855,-0.272506714,-0.289245605,-0.372406006,-0.482837677,-0.003073995,-0.002328336
13.29,-0.358779907,-0.396057129,-0.436475754,-0.00252103,-0.263885498,-0.251312256,-0.250831604,-0.264038086,,,,,-0.122146606,-0.211986542,-0.099876404,-0.171104431,-0.108100891,-0.111780167,-0.150619507,-0.063537598,-0.074205399,-0.121749878,-0.098388672,-0.104637146,-0.243629456,-0.361198425,-0.244808197,-0.272094727,-0.356994629,-0.486621857,-0.003073245,-0.002331338
13.3,-0.307174683,-0.385864258,-0.350651741,-0.002525541,-0.240631104,-0.261505127,-0.238250732,-0.271728516,,,,,-0.138259888,-0.221424103,-0.134963989,-0.161270142,-0.091075897,-0.123666763,-0.123504639,-0.05718708,-0.098255157,-0.116744995,-0.145507813,-0.123817444,-0.238822937,-0.395210266,-0.259262085,-0.235229492,-0.377532959,-0.480312347,-0.003070992,-0.002339595
13.31,-0.289978027,-0.385864258,-0.386207581,-0.002531556,-0.235748291,-0.218109131,-0.240768433,-0.294921875,,,,,-0.120910645,-0.238945007,-0.087768555,-0.178474426,-0.119045258,-0.124856949,-0.159240723,-0.092751503,-0.09951973,-0.097991943,-0.119445801,-0.151397705,-0.265235901,-0.401496887,-0.273715973,-0.248352051,-0.399383545,-0.468948364,-0.003077748,-0.002343348
13.32,-0.321914673,-0.369262695,-0.430345535,-0.002530804,-0.25289917,-0.178527832,-0.284790039,-0.276916504,,,,,-0.112258911,-0.232208252,-0.073249817,-0.236244202,-0.110530853,-0.139122009,-0.174026489,-0.086400986,-0.102052689,-0.129241943,-0.10333252,-0.178970337,-0.276046753,-0.392684937,-0.267692566,-0.270812988,-0.407104492,-0.443698883,-0.003070242,-0.002337343
13.33,-0.314559937,-0.378173828,-0.356782436,-0.002513511,-0.211242676,-0.184906006,-0.258377075,-0.244689941,,,,,-0.158081055,-0.218727112,-0.10471344,-0.21043396,-0.093509674,-0.131988525,-0.140762329,-0.059726715,-0.094455719,-0.12298584,-0.149230957,-0.189758301,-0.255638123,-0.371276855,-0.254440308,-0.272094727,-0.401947021,-0.448749542,-0.003064987,-0.002330588
13.34,-0.302261353,-0.398620605,-0.338391304,-0.002501481,-0.189178467,-0.225769043,-0.203025818,-0.243408203,,,,,-0.165496826,-0.189071655,-0.082931519,-0.148971558,-0.127552032,-0.105836868,-0.145690918,-0.096561432,-0.081798553,-0.111740112,-0.144287109,-0.157394409,-0.225616455,-0.398979187,-0.278530121,-0.260253906,-0.385253906,-0.455062866,-0.00306874,-0.00233284
13.35,-0.313323975,-0.364135742,-0.404598236,-0.002509,-0.234527588,-0.250030518,-0.22693634,-0.275634766,,,,,-0.123397827,-0.197158813,-0.07447052,-0.173553467,-0.123905182,-0.104646683,-0.148147583,-0.152449608,-0.07673645,-0.111740112,-0.10333252,-0.139411926,-0.24723053,-0.46824646,-0.299007416,-0.252319336,-0.399383545,-0.451274872,-0.00306874,-0.002339595
13.36,-0.319473267,-0.30279541,-0.41685915,-0.002520278,-0.248016357,-0.274291992,-0.234481812,-0.288513184,,,,,-0.135787964,-0.214683533,-0.079307556,-0.183387756,-0.092288971,-0.146255493,-0.114883423,-0.129586697,-0.064077377,-0.124237061,-0.119445801,-0.170578003,-0.29045105,-0.430465698,-0.292984009,-0.264221191,-0.412231445,-0.473999023,-0.00306799,-0.002341096
13.37,-0.321914673,-0.320739746,-0.380077362,-0.002523286,-0.250427246,-0.289611816,-0.219390869,-0.283325195,,,,,-0.169219971,-0.193115234,-0.051475525,-0.168640137,-0.091075897,-0.155763626,-0.106246948,-0.086400986,-0.057748795,-0.13923645,-0.130615234,-0.160987854,-0.261634827,-0.372535706,-0.302619934,-0.272094727,-0.383972168,-0.477787018,-0.003071743,-0.002341096
13.38,-0.32069397,-0.388427734,-0.359233856,-0.002519526,-0.240631104,-0.214294434,-0.254608154,-0.271728516,,,,,-0.149398804,-0.194465637,-0.069618225,-0.209197998,-0.104450226,-0.133178711,-0.135818481,-0.074969292,-0.075469971,-0.086746216,-0.105834961,-0.139411926,-0.234024048,-0.377571106,-0.308643341,-0.233886719,-0.360839844,-0.471473694,-0.003071743,-0.002339595
13.39,-0.331756592,-0.397338867,-0.359233856,-0.002519526,-0.232055664,-0.188751221,-0.267181396,-0.265258789,,,,,-0.132064819,-0.198505402,-0.102287292,-0.201828003,-0.105667114,-0.15338707,-0.181427002,-0.068617821,-0.100786209,-0.066741943,-0.119445801,-0.168182373,-0.255638123,-0.401496887,-0.285758972,-0.196960449,-0.364685059,-0.466423035,-0.003052226,-0.00233284
13.4,-0.307174683,-0.382019043,-0.372720718,-0.002524038,-0.256561279,-0.299835205,-0.234481812,-0.298828125,,,,,-0.150650024,-0.205249786,-0.08656311,-0.148971558,-0.08499527,-0.159332275,-0.17527771,-0.096561432,-0.114709854,-0.136749268,-0.114501953,-0.163391113,-0.250831604,-0.445571899,-0.271305084,-0.218078613,-0.391693115,-0.443698883,-0.003043968,-0.002322331
13.41,-0.258041382,-0.396057129,-0.403372288,-0.002518774,-0.265167236,-0.290893555,-0.22567749,-0.293640137,,,,,-0.164276123,-0.210639954,-0.064788818,-0.157577515,-0.129985809,-0.118911743,-0.129669189,-0.120695114,-0.091924667,-0.145492554,-0.084716797,-0.121421814,-0.219619751,-0.431724548,-0.297805786,-0.256286621,-0.417388916,-0.442436218,-0.003062735,-0.002315576
13.42,-0.271560669,-0.407592773,-0.397242069,-0.002525541,-0.268829346,-0.214294434,-0.236999512,-0.233093262,,,,,-0.14692688,-0.190418243,-0.05632019,-0.183387756,-0.200508118,-0.105836868,-0.146911621,-0.101642609,-0.059015274,-0.110488892,-0.123168945,-0.123817444,-0.223220825,-0.391418457,-0.326709747,-0.291870117,-0.391693115,-0.470211029,-0.003075497,-0.002330588
13.43,-0.286300659,-0.417785645,-0.370268345,-0.002551857,-0.259033203,-0.27557373,-0.248313904,-0.242126465,,,,,-0.135787964,-0.179634094,-0.075675964,-0.191993713,-0.148223877,-0.10940361,-0.183898926,-0.080050468,-0.067874908,-0.12550354,-0.111999512,-0.138206482,-0.268836975,-0.388908386,-0.306236267,-0.309020996,-0.380126953,-0.494197845,-0.003073995,-0.002350103
13.44,-0.281387329,-0.399902344,-0.381302834,-0.002542834,-0.227142334,-0.284484863,-0.262153625,-0.273010254,,,,,-0.135787964,-0.168849945,-0.091400146,-0.20059967,-0.087429047,-0.102270126,-0.171569824,-0.063537598,-0.095722198,-0.131744385,-0.069824219,-0.126213074,-0.259239197,-0.352394104,-0.284553528,-0.258911133,-0.401947021,-0.460113525,-0.00306874,-0.002342597
13.45,-0.319473267,-0.378173828,-0.386207581,-0.002517271,-0.218597412,-0.198944092,-0.258377075,-0.265258789,,,,,-0.135787964,-0.166156769,-0.052688599,-0.188301086,-0.117824554,-0.11415863,-0.143218994,-0.087670326,-0.094455719,-0.100494385,-0.130615234,-0.117835999,-0.202804565,-0.332244873,-0.305027008,-0.207519531,-0.377532959,-0.422241211,-0.003073245,-0.002339595
13.46,-0.379669189,-0.419067383,-0.365364552,-0.002529301,-0.241882324,-0.219390869,-0.252090454,-0.262756348,,,,,-0.140716553,-0.199855804,-0.058731079,-0.167411804,-0.138496399,-0.128423691,-0.132141113,-0.105453491,-0.064077377,-0.094238281,-0.156677246,-0.109443665,-0.211212158,-0.376312256,-0.292984009,-0.240478516,-0.356994629,-0.437389374,-0.003076998,-0.002347851
13.47,-0.388259888,-0.421630859,-0.372720718,-0.002536068,-0.267608643,-0.285766602,-0.233222961,-0.225341797,,,,,-0.12461853,-0.225467682,-0.116821289,-0.171104431,-0.132419586,-0.136743546,-0.1690979,-0.074969292,-0.072938919,-0.116744995,-0.116943359,-0.117835999,-0.230422974,-0.412826538,-0.264076233,-0.28137207,-0.386535645,-0.466423035,-0.003070992,-0.002335091
13.48,-0.321914673,-0.344970703,-0.415632725,-0.002524038,-0.229614258,-0.25769043,-0.215614319,-0.190551758,,,,,-0.101089478,-0.236248016,-0.088989258,-0.171104431,-0.139713287,-0.110591888,-0.181427002,-0.090210915,-0.108379364,-0.112991333,-0.110778809,-0.144203186,-0.248435974,-0.391418457,-0.272506714,-0.255004883,-0.405822754,-0.491672516,-0.00306874,-0.002322331
13.49,-0.298583984,-0.319396973,-0.415632725,-0.002528549,-0.189178467,-0.221954346,-0.250831604,-0.23046875,,,,,-0.11100769,-0.23355484,-0.058731079,-0.15511322,-0.144577026,-0.067796707,-0.15184021,-0.120695114,-0.123569489,-0.097991943,-0.10333252,-0.128623962,-0.260437012,-0.353637695,-0.276123047,-0.260253906,-0.421234131,-0.477787018,-0.003065738,-0.002335842
13.5,-0.317001343,-0.352600098,-0.367816925,-0.002528549,-0.224731445,-0.264068604,-0.249572754,-0.283325195,,,,,-0.119674683,-0.211986542,-0.098655701,-0.148971558,-0.13363266,-0.09989357,-0.162948608,-0.069889069,-0.126102448,-0.10798645,-0.097106934,-0.117835999,-0.210006714,-0.373802185,-0.285758972,-0.280029297,-0.421234131,-0.460113525,-0.003065738,-0.002350854
13.51,-0.301040649,-0.38458252,-0.36168623,-0.00252103,-0.240631104,-0.265350342,-0.210571289,-0.270446777,,,,,-0.106048584,-0.203899384,-0.073249817,-0.172325134,-0.114177704,-0.137931824,-0.144454956,-0.020352364,-0.117242813,-0.132995605,-0.087158203,-0.156188965,-0.189598083,-0.385131836,-0.289375305,-0.253662109,-0.385253906,-0.475261688,-0.003070992,-0.002342597
13.52,-0.319473267,-0.399902344,-0.378851414,-0.002529301,-0.20880127,-0.22833252,-0.230705261,-0.22277832,,,,,-0.107284546,-0.211986542,-0.061157227,-0.196914673,-0.109313965,-0.126045227,-0.113632202,-0.066078186,-0.090660095,-0.124237061,-0.077270508,-0.164581299,-0.222015381,-0.371276855,-0.288166046,-0.260253906,-0.374969482,-0.456325531,-0.003066489,-0.002326084
