Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,IW4-0626-0-CHAN-1,IW4-0626-0-CHAN-2,IW4-0626-0-CHAN-3,IW4-0626-0-CHAN-4,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
35.95,-0.533203125,-0.590209961,-0.57256794,-0.002536819,-0.371734619,-0.368774414,-0.377883911,-0.440551758,,,,,-0.33026123,-0.462711334,-0.269264221,-0.439048767,-0.281978607,-0.382820129,-0.676925659,-0.420454502,-0.32989502,-0.403015137,-0.416015625,-0.459503174,-0.421318054,-0.706253052,-0.521835327,-0.484375,-0.597290039,-0.707542419,-0.003073995,-0.002341847
35.96,-0.513549805,-0.591491699,-0.565211773,-0.002524038,-0.352142334,-0.387939453,-0.379142761,-0.413513184,,,,,-0.26461792,-0.466754913,-0.31161499,-0.447647095,-0.31602478,-0.412538528,-0.7003479,-0.445857525,-0.250150681,-0.380523682,-0.389953613,-0.484680176,-0.408119202,-0.712539673,-0.538696289,-0.49621582,-0.646118164,-0.699966431,-0.003080751,-0.002335842
35.97,-0.53074646,-0.592773438,-0.546820641,-0.002512007,-0.357055664,-0.435180664,-0.361534119,-0.430236816,,,,,-0.262130737,-0.474842072,-0.312820435,-0.461174011,-0.323318481,-0.404216766,-0.648574829,-0.424264431,-0.286859512,-0.371765137,-0.396118164,-0.494270325,-0.41771698,-0.683578491,-0.462818146,-0.489624023,-0.657684326,-0.715114594,-0.00306874,-0.002339595
35.98,-0.508636475,-0.609375,-0.552950859,-0.002515015,-0.339874268,-0.455596924,-0.365310669,-0.421264648,,,,,-0.307983398,-0.462711334,-0.269264221,-0.431671143,-0.305080414,-0.39708519,-0.628860474,-0.417913914,-0.326097488,-0.411773682,-0.406066895,-0.478683472,-0.448936462,-0.678543091,-0.435112,-0.483032227,-0.640991211,-0.720165253,-0.003052976,-0.0023456
35.99,-0.497589111,-0.582580566,-0.562759399,-0.002509752,-0.323974609,-0.481140137,-0.382919312,-0.399353027,,,,,-0.307983398,-0.461364746,-0.265632629,-0.418144226,-0.323318481,-0.392328262,-0.655975342,-0.454749107,-0.281795502,-0.404266357,-0.355224609,-0.463104248,-0.446533203,-0.698692322,-0.497745514,-0.502807617,-0.656402588,-0.763088226,-0.003061984,-0.002344849
36,-0.52583313,-0.557006836,-0.594636917,-0.002514263,-0.344787598,-0.519439697,-0.405555725,-0.414733887,,,,,-0.31539917,-0.507194519,-0.257164001,-0.468551636,-0.306297302,-0.389951706,-0.68309021,-0.438236713,-0.300783157,-0.360519409,-0.362670898,-0.454711914,-0.447738647,-0.693656921,-0.502563477,-0.526550293,-0.674407959,-0.750461578,-0.003070242,-0.002354607
36.01,-0.536895752,-0.602966309,-0.601993084,-0.002527045,-0.34967041,-0.450500488,-0.418136597,-0.407043457,,,,,-0.286911011,-0.511241913,-0.235389709,-0.534919739,-0.274681091,-0.405405045,-0.691711426,-0.425535202,-0.357744217,-0.364257813,-0.398620605,-0.476287842,-0.482551575,-0.683578491,-0.476062775,-0.492248535,-0.693664551,-0.677246094,-0.003062735,-0.002355357
36.02,-0.513549805,-0.641296387,-0.549273014,-0.002518022,-0.341125488,-0.389221191,-0.395492554,-0.408325195,,,,,-0.259658813,-0.468105316,-0.275314331,-0.512802124,-0.277114868,-0.412538528,-0.681854248,-0.453478813,-0.319770813,-0.388015747,-0.372558594,-0.487075806,-0.459739685,-0.706253052,-0.49654007,-0.460632324,-0.670532227,-0.721427917,-0.00305673,-0.002341847
36.03,-0.517242432,-0.636169434,-0.527204037,-0.002509,-0.342346191,-0.437744141,-0.376625061,-0.443115234,,,,,-0.298049927,-0.474842072,-0.298301697,-0.448883057,-0.290489197,-0.412538528,-0.68309021,-0.443317413,-0.294452667,-0.379257202,-0.383728027,-0.449905396,-0.423721313,-0.722625732,-0.490524292,-0.458007813,-0.623016357,-0.759300232,-0.003069491,-0.002343348
36.04,-0.549179077,-0.620910645,-0.601993084,-0.002518022,-0.371734619,-0.408355713,-0.362792969,-0.440551758,,,,,-0.296829224,-0.489673615,-0.284996033,-0.463638306,-0.298999786,-0.413726807,-0.658432007,-0.434426308,-0.315971375,-0.369262695,-0.406066895,-0.458297729,-0.453735352,-0.691139221,-0.468841553,-0.443481445,-0.674407959,-0.70249176,-0.003077748,-0.002348602
36.05,-0.556549072,-0.622131348,-0.657166004,-0.002532308,-0.392578125,-0.375183105,-0.340141296,-0.412231445,,,,,-0.290618896,-0.470802307,-0.291038513,-0.491897583,-0.306297302,-0.406593323,-0.630096436,-0.420454502,-0.283060074,-0.404266357,-0.399841309,-0.501457214,-0.488555908,-0.678543091,-0.479679108,-0.459289551,-0.705230713,-0.726478577,-0.003069491,-0.002343348
36.06,-0.547943115,-0.610656738,-0.597089291,-0.002530804,-0.34967041,-0.465820313,-0.361534119,-0.417358398,,,,,-0.309204102,-0.468105316,-0.272895813,-0.447647095,-0.319671631,-0.414916992,-0.642425537,-0.412833214,-0.259010315,-0.428009033,-0.404846191,-0.49307251,-0.488555908,-0.698692322,-0.471248627,-0.473815918,-0.637145996,-0.756774902,-0.00306874,-0.002330588
36.07,-0.538116455,-0.577453613,-0.557855129,-0.002526293,-0.320251465,-0.483703613,-0.36781311,-0.452148438,,,,,-0.268341064,-0.485626221,-0.236595154,-0.420608521,-0.331832886,-0.441068649,-0.642425537,-0.473801136,-0.274200439,-0.40802002,-0.389953613,-0.477485657,-0.472946167,-0.677284241,-0.459201813,-0.440856934,-0.646118164,-0.729003906,-0.003073245,-0.002334341
36.08,-0.523391724,-0.590209961,-0.586054802,-0.002536819,-0.35333252,-0.403259277,-0.336372375,-0.465026855,,,,,-0.267089844,-0.488323212,-0.232963562,-0.464859009,-0.31237793,-0.443445206,-0.648574829,-0.471261024,-0.280529022,-0.394271851,-0.416015625,-0.477485657,-0.43572998,-0.66973114,-0.494132996,-0.43951416,-0.673126221,-0.727741241,-0.003075497,-0.002352355
36.09,-0.500045776,-0.636169434,-0.58728075,-0.002540579,-0.379089355,-0.384094238,-0.353988647,-0.47277832,,,,,-0.327789307,-0.464057922,-0.245063782,-0.475921631,-0.261306763,-0.406593323,-0.66583252,-0.410293102,-0.283060074,-0.398010254,-0.451965332,-0.465499878,-0.406913757,-0.67980957,-0.52545166,-0.47644043,-0.625579834,-0.722690582,-0.003074746,-0.002343348
36.1,-0.497589111,-0.632385254,-0.583602428,-0.002529301,-0.35333252,-0.416015625,-0.391723633,-0.461181641,,,,,-0.296829224,-0.466754913,-0.253540039,-0.432899475,-0.271034241,-0.39708519,-0.65473938,-0.450938702,-0.280529022,-0.381759644,-0.396118164,-0.433135986,-0.41771698,-0.642028809,-0.500152588,-0.488342285,-0.615264893,-0.735313416,-0.003073995,-0.00233284
36.11,-0.53565979,-0.592773438,-0.575020313,-0.002524038,-0.321502686,-0.416015625,-0.385429382,-0.408325195,,,,,-0.268341064,-0.50315094,-0.271682739,-0.416923523,-0.301433563,-0.431558609,-0.638717651,-0.477611542,-0.296983719,-0.350509644,-0.339111328,-0.434326172,-0.436927795,-0.613059998,-0.479679108,-0.467163086,-0.626831055,-0.751724243,-0.003083754,-0.0023456
36.12,-0.536895752,-0.596618652,-0.57256794,-0.002520278,-0.316589355,-0.407104492,-0.37033844,-0.394165039,,,,,-0.27822876,-0.497760773,-0.283782959,-0.458717346,-0.284408569,-0.406593323,-0.623916626,-0.41156292,-0.332427979,-0.366760254,-0.343994141,-0.502662659,-0.457336426,-0.621879578,-0.503768921,-0.448791504,-0.610137939,-0.712589264,-0.003083754,-0.002350854
36.13,-0.480392456,-0.599182129,-0.600767136,-0.002526293,-0.326385498,-0.437744141,-0.392982483,-0.443115234,,,,,-0.215057373,-0.485626221,-0.282577515,-0.501731873,-0.295352936,-0.375686646,-0.623916626,-0.405211926,-0.331161499,-0.42427063,-0.371337891,-0.508659363,-0.474151611,-0.670982361,-0.504974365,-0.497497559,-0.631988525,-0.693653107,-0.003073995,-0.002350103
36.14,-0.474243164,-0.585083008,-0.594636917,-0.002534564,-0.333770752,-0.451782227,-0.409332275,-0.475341797,,,,,-0.226211548,-0.485626221,-0.272895813,-0.475921631,-0.272251129,-0.41610527,-0.652267456,-0.438236713,-0.288124084,-0.406768799,-0.408569336,-0.445114136,-0.470550537,-0.707504272,-0.482086182,-0.518615723,-0.66796875,-0.713851929,-0.003070242,-0.002350854
36.15,-0.508636475,-0.596618652,-0.583602428,-0.002530053,-0.321502686,-0.421142578,-0.389205933,-0.421264648,,,,,-0.286911011,-0.460018158,-0.249908447,-0.468551636,-0.232124329,-0.436313629,-0.657196045,-0.412833214,-0.280529022,-0.370513916,-0.420959473,-0.459503174,-0.454940796,-0.670982361,-0.483291626,-0.471130371,-0.670532227,-0.735313416,-0.003059732,-0.002336592
36.16,-0.523391724,-0.600402832,-0.58237648,-0.002529301,-0.320251465,-0.410919189,-0.37411499,-0.405761719,,,,,-0.290618896,-0.472148895,-0.242652893,-0.498054504,-0.285625458,-0.432746887,-0.651046753,-0.405211926,-0.315971375,-0.430526733,-0.404846191,-0.491874695,-0.43812561,-0.658401489,-0.492931366,-0.484375,-0.688537598,-0.746677399,-0.003055979,-0.00232083
36.17,-0.561462402,-0.594055176,-0.560307503,-0.002531556,-0.359466553,-0.409637451,-0.386688232,-0.466308594,,,,,-0.307983398,-0.473495483,-0.25958252,-0.468551636,-0.30386734,-0.429182053,-0.662124634,-0.414103985,-0.321035385,-0.456771851,-0.383728027,-0.473892212,-0.414115906,-0.698692322,-0.49654007,-0.510742188,-0.683410645,-0.73910141,-0.003071743,-0.002325334
36.18,-0.571289063,-0.610656738,-0.575020313,-0.002522534,-0.354614258,-0.410919189,-0.386688232,-0.426391602,,,,,-0.284439087,-0.438446045,-0.268058777,-0.451339722,-0.27589798,-0.403028488,-0.668304443,-0.424264431,-0.321035385,-0.384262085,-0.352722168,-0.489479065,-0.403312683,-0.711288452,-0.502563477,-0.49621582,-0.633270264,-0.74162674,-0.003076247,-0.002335842
36.19,-0.518478394,-0.618347168,-0.594636917,-0.002519526,-0.312927246,-0.44921875,-0.365310669,-0.382568359,,,,,-0.26461792,-0.465408325,-0.260795593,-0.474693298,-0.292922974,-0.393516541,-0.674453735,-0.453478813,-0.332427979,-0.348007202,-0.362670898,-0.500267029,-0.444137573,-0.692390442,-0.508583069,-0.49621582,-0.643554688,-0.756774902,-0.003075497,-0.002336592
36.2,-0.486541748,-0.563354492,-0.589732647,-0.002524789,-0.350921631,-0.447937012,-0.398010254,-0.461181641,,,,,-0.295593262,-0.477539063,-0.265632629,-0.468551636,-0.284408569,-0.394706726,-0.660903931,-0.448398113,-0.30837822,-0.366760254,-0.404846191,-0.463104248,-0.456138611,-0.693656921,-0.519428253,-0.498901367,-0.649993896,-0.746677399,-0.003083003,-0.002334341
36.21,-0.498809814,-0.588928223,-0.616705894,-0.002526293,-0.379089355,-0.378997803,-0.403045654,-0.467590332,,,,,-0.291870117,-0.453273773,-0.255950928,-0.466087341,-0.286842346,-0.389951706,-0.646118164,-0.434426308,-0.312173843,-0.371765137,-0.386230469,-0.467895508,-0.453735352,-0.706253052,-0.541107178,-0.479064941,-0.60369873,-0.730262756,-0.003076998,-0.002337343
36.22,-0.512329102,-0.679626465,-0.617931843,-0.002529301,-0.357055664,-0.356018066,-0.350204468,-0.398010254,,,,,-0.291870117,-0.485626221,-0.242652893,-0.478385925,-0.341560364,-0.419670105,-0.668304443,-0.425535202,-0.352680206,-0.366760254,-0.366394043,-0.49307251,-0.492156982,-0.702468872,-0.514606476,-0.461914063,-0.624298096,-0.722690582,-0.003082253,-0.002349353
36.23,-0.518478394,-0.633605957,-0.576246262,-0.002525541,-0.377868652,-0.426239014,-0.37537384,-0.449523926,,,,,-0.305480957,-0.495063782,-0.291038513,-0.461174011,-0.337909698,-0.435125351,-0.664596558,-0.41156292,-0.352680206,-0.399276733,-0.411071777,-0.464294434,-0.472946167,-0.701217651,-0.467632294,-0.454040527,-0.678253174,-0.710063934,-0.003095014,-0.002354607
36.24,-0.550415039,-0.605529785,-0.576246262,-0.002515767,-0.391357422,-0.439025879,-0.384178162,-0.493347168,,,,,-0.299301147,-0.450580597,-0.292259216,-0.453804016,-0.283195496,-0.378063202,-0.625167847,-0.419184208,-0.343820572,-0.441772461,-0.437133789,-0.45111084,-0.448936462,-0.697425842,-0.509792328,-0.459289551,-0.664123535,-0.729003906,-0.003081502,-0.002352355
36.25,-0.560241699,-0.633605957,-0.579924107,-0.002529301,-0.375427246,-0.359832764,-0.384178162,-0.425109863,,,,,-0.295593262,-0.451927185,-0.236595154,-0.464859009,-0.294139862,-0.37925148,-0.627624512,-0.416644096,-0.321035385,-0.425521851,-0.413574219,-0.487075806,-0.470550537,-0.689880371,-0.543518066,-0.488342285,-0.602416992,-0.765613556,-0.003083003,-0.002348602
36.26,-0.531982422,-0.597839355,-0.570116043,-0.002537571,-0.336212158,-0.358551025,-0.44077301,-0.434143066,,,,,-0.28565979,-0.493713379,-0.243858337,-0.473464966,-0.329402924,-0.442256927,-0.659667969,-0.429345608,-0.285593033,-0.383010864,-0.404846191,-0.521842957,-0.444137573,-0.67980957,-0.492931366,-0.492248535,-0.575469971,-0.763088226,-0.00309051,-0.002343348
36.27,-0.554092407,-0.618347168,-0.589732647,-0.002524789,-0.303100586,-0.405822754,-0.405555725,-0.447021484,,,,,-0.294342041,-0.501800537,-0.265632629,-0.504196167,-0.334262848,-0.403028488,-0.659667969,-0.47507143,-0.280529022,-0.390518188,-0.40234375,-0.519447327,-0.434524536,-0.66091156,-0.484500885,-0.467163086,-0.608856201,-0.744152069,-0.003073995,-0.002338844
36.28,-0.583572388,-0.659179688,-0.590958595,-0.002524789,-0.342346191,-0.405822754,-0.36907959,-0.368408203,,,,,-0.314163208,-0.473495483,-0.275314331,-0.501731873,-0.336696625,-0.359043121,-0.652267456,-0.466180325,-0.253948212,-0.405517578,-0.389953613,-0.484680176,-0.470550537,-0.682319641,-0.520629883,-0.459289551,-0.634552002,-0.737838745,-0.003073245,-0.002338094
36.29,-0.536895752,-0.619567871,-0.559081554,-0.002524038,-0.374206543,-0.405822754,-0.424423218,-0.385131836,,,,,-0.274520874,-0.480236053,-0.293464661,-0.458717346,-0.317241669,-0.394706726,-0.67199707,-0.405211926,-0.267871857,-0.403015137,-0.401123047,-0.485877991,-0.434524536,-0.692390442,-0.497745514,-0.456665039,-0.610137939,-0.746677399,-0.003083754,-0.002344098
36.3,-0.497589111,-0.571044922,-0.566437721,-0.002519526,-0.369293213,-0.430084229,-0.430725098,-0.47277832,,,,,-0.246032715,-0.520675659,-0.299514771,-0.468551636,-0.284408569,-0.392328262,-0.679382324,-0.391240597,-0.322301865,-0.430526733,-0.416015625,-0.508659363,-0.414115906,-0.66847229,-0.484500885,-0.471130371,-0.592163086,-0.763088226,-0.003087507,-0.002351604
36.31,-0.513549805,-0.576171875,-0.606897354,-0.002531556,-0.404846191,-0.422393799,-0.404296875,-0.477905273,,,,,-0.288162231,-0.507194519,-0.291038513,-0.512802124,-0.283195496,-0.359043121,-0.638717651,-0.426805019,-0.313440323,-0.441772461,-0.407348633,-0.477485657,-0.496955872,-0.67224884,-0.517021179,-0.502807617,-0.631988525,-0.734050751,-0.00309051,-0.002348602
36.32,-0.541809082,-0.624694824,-0.606897354,-0.002535316,-0.414642334,-0.389221191,-0.403045654,-0.440551758,,,,,-0.281951904,-0.462711334,-0.25958252,-0.526313782,-0.309944153,-0.348344803,-0.611602783,-0.444587708,-0.328630447,-0.421768188,-0.411071777,-0.473892212,-0.508964539,-0.677284241,-0.504974365,-0.501464844,-0.651275635,-0.689868927,-0.003080001,-0.002343348
36.33,-0.549179077,-0.650268555,-0.573793888,-0.002525541,-0.354614258,-0.405822754,-0.382919312,-0.436645508,,,,,-0.249740601,-0.466754913,-0.21723938,-0.489440918,-0.32453537,-0.357854843,-0.630096436,-0.449667931,-0.351415634,-0.401779175,-0.40234375,-0.517051697,-0.45854187,-0.698692322,-0.477272034,-0.477783203,-0.615264893,-0.70249176,-0.003071743,-0.002341847
36.34,-0.5209198,-0.627258301,-0.58237648,-0.002524789,-0.321502686,-0.421142578,-0.37033844,-0.448303223,,,,,-0.270812988,-0.470802307,-0.226913452,-0.432899475,-0.329402924,-0.398273468,-0.648574829,-0.448398113,-0.327363968,-0.390518188,-0.372558594,-0.506263733,-0.466941833,-0.726402283,-0.482086182,-0.477783203,-0.628112793,-0.744152069,-0.003075497,-0.002340345
36.35,-0.50617981,-0.615783691,-0.603219509,-0.002514263,-0.342346191,-0.410919189,-0.390464783,-0.42376709,,,,,-0.286911011,-0.461364746,-0.269264221,-0.43044281,-0.30386734,-0.417293549,-0.644882202,-0.452208042,-0.295719147,-0.420516968,-0.38873291,-0.482284546,-0.470550537,-0.720100403,-0.484500885,-0.509399414,-0.685974121,-0.740364075,-0.003077748,-0.002335842
36.36,-0.538116455,-0.643859863,-0.599541187,-0.002504489,-0.357055664,-0.431335449,-0.389205933,-0.383850098,,,,,-0.290618896,-0.492366791,-0.266853333,-0.479614258,-0.264953613,-0.40184021,-0.633789063,-0.466180325,-0.256479263,-0.425521851,-0.413574219,-0.491874695,-0.446533203,-0.735206604,-0.491722107,-0.522583008,-0.673126221,-0.715114594,-0.003085255,-0.00233284
36.37,-0.572525024,-0.659179688,-0.620384216,-0.002520278,-0.36807251,-0.445373535,-0.361534119,-0.401855469,,,,,-0.294342041,-0.486976624,-0.272895813,-0.507881165,-0.289272308,-0.392328262,-0.641174316,-0.453478813,-0.284326553,-0.394271851,-0.37878418,-0.479881287,-0.453735352,-0.774253845,-0.512199402,-0.500183105,-0.640991211,-0.752986908,-0.003080001,-0.002344098
36.38,-0.578659058,-0.641296387,-0.614253998,-0.002531556,-0.399963379,-0.430084229,-0.351463318,-0.448303223,,,,,-0.275772095,-0.477539063,-0.300720215,-0.49559021,-0.308727264,-0.380441666,-0.664596558,-0.435696602,-0.321035385,-0.419265747,-0.339111328,-0.471496582,-0.477752686,-0.737731934,-0.515815735,-0.504150391,-0.679534912,-0.799694061,-0.00306874,-0.002354607
36.39,-0.579879761,-0.613220215,-0.568889618,-0.00252103,-0.380340576,-0.398162842,-0.36907959,-0.454711914,,,,,-0.26461792,-0.520675659,-0.299514771,-0.451339722,-0.273468018,-0.400650024,-0.651046753,-0.434426308,-0.277997971,-0.44052124,-0.366394043,-0.496665955,-0.4609375,-0.67350769,-0.510997772,-0.500183105,-0.656402588,-0.776973724,-0.003070992,-0.0023456
36.4,-0.579879761,-0.58380127,-0.575020313,-0.002519526,-0.336212158,-0.407104492,-0.391723633,-0.445678711,,,,,-0.27822876,-0.495063782,-0.295890808,-0.419387817,-0.258876801,-0.432746887,-0.612838745,-0.428075314,-0.299516678,-0.404266357,-0.396118164,-0.491874695,-0.454940796,-0.683578491,-0.520629883,-0.468566895,-0.599884033,-0.732788086,-0.003072494,-0.002344849
36.41,-0.551635742,-0.58380127,-0.597089291,-0.002530804,-0.346008301,-0.44921875,-0.362792969,-0.425109863,,,,,-0.27947998,-0.443840027,-0.289833069,-0.43044281,-0.277114868,-0.412538528,-0.595581055,-0.430615425,-0.381793976,-0.374267578,-0.357727051,-0.454711914,-0.505363464,-0.691139221,-0.509792328,-0.463256836,-0.653839111,-0.720165253,-0.003073995,-0.002353105
36.42,-0.524612427,-0.611877441,-0.59218502,-0.002529301,-0.355804443,-0.416015625,-0.342658997,-0.408325195,,,,,-0.273269653,-0.458667755,-0.263221741,-0.446418762,-0.301433563,-0.40184021,-0.594345093,-0.434426308,-0.370401382,-0.379257202,-0.361450195,-0.472686768,-0.524581909,-0.667205811,-0.480884552,-0.465881348,-0.673126221,-0.706279755,-0.003072494,-0.002347101
36.43,-0.538116455,-0.597839355,-0.605671406,-0.002509752,-0.360748291,-0.381530762,-0.386688232,-0.41607666,,,,,-0.289382935,-0.453273773,-0.270477295,-0.437812805,-0.292922974,-0.437501907,-0.605438232,-0.419184208,-0.319770813,-0.405517578,-0.420959473,-0.524238586,-0.490959167,-0.687355042,-0.476062775,-0.480407715,-0.662841797,-0.679771423,-0.00306874,-0.00234635
36.44,-0.551635742,-0.548095703,-0.614253998,-0.002502985,-0.379089355,-0.436431885,-0.398010254,-0.40447998,,,,,-0.298049927,-0.419574738,-0.305557251,-0.418144226,-0.269821167,-0.438690186,-0.636245728,-0.41156292,-0.317237854,-0.390518188,-0.417236328,-0.507453918,-0.475349426,-0.689880371,-0.483291626,-0.467163086,-0.703948975,-0.691131592,-0.003066489,-0.002347851
36.45,-0.538116455,-0.562133789,-0.573793888,-0.002515767,-0.374206543,-0.462005615,-0.381660461,-0.398010254,,,,,-0.28565979,-0.442493439,-0.295890808,-0.4402771,-0.298999786,-0.392328262,-0.647338867,-0.405211926,-0.319770813,-0.339263916,-0.375061035,-0.465499878,-0.452537537,-0.66343689,-0.488109589,-0.421081543,-0.662841797,-0.712589264,-0.003070242,-0.00234635
36.46,-0.544265747,-0.599182129,-0.57256794,-0.002520278,-0.386444092,-0.433898926,-0.380401611,-0.412231445,,,,,-0.300552368,-0.504497528,-0.274108887,-0.48575592,-0.306297302,-0.395896912,-0.62638855,-0.41156292,-0.319770813,-0.349258423,-0.363891602,-0.496665955,-0.409309387,-0.702468872,-0.503768921,-0.461914063,-0.60369873,-0.715114594,-0.003087507,-0.002353856
36.47,-0.561462402,-0.57232666,-0.586054802,-0.002519526,-0.398712158,-0.445373535,-0.376625061,-0.41607666,,,,,-0.320373535,-0.520675659,-0.266853333,-0.494361877,-0.278327942,-0.442256927,-0.646118164,-0.419184208,-0.324832916,-0.419265747,-0.382507324,-0.533836365,-0.428527832,-0.728912354,-0.527858734,-0.505432129,-0.649993896,-0.747940063,-0.003087507,-0.002353105
36.48,-0.536895752,-0.555725098,-0.552950859,-0.002519526,-0.369293213,-0.446655273,-0.390464783,-0.407043457,,,,,-0.299301147,-0.497760773,-0.239021301,-0.472229004,-0.291706085,-0.437501907,-0.689254761,-0.400131702,-0.304580688,-0.441772461,-0.41229248,-0.488273621,-0.49936676,-0.678543091,-0.524246216,-0.450073242,-0.65512085,-0.778236389,-0.003073245,-0.0023456
36.49,-0.508636475,-0.574890137,-0.586054802,-0.00251276,-0.350921631,-0.412200928,-0.408073425,-0.407043457,,,,,-0.253448486,-0.486976624,-0.212394714,-0.42552948,-0.295352936,-0.414916992,-0.691711426,-0.39632082,-0.302047729,-0.406768799,-0.407348633,-0.442718506,-0.506568909,-0.66973114,-0.507385254,-0.475097656,-0.593444824,-0.754249573,-0.003077748,-0.002353105
36.5,-0.541809082,-0.585083008,-0.631418705,-0.002515015,-0.336212158,-0.444122314,-0.403045654,-0.447021484,,,,,-0.247268677,-0.497760773,-0.240226746,-0.418144226,-0.295352936,-0.404216766,-0.662124634,-0.419184208,-0.309642792,-0.401779175,-0.381286621,-0.487075806,-0.466941833,-0.718841553,-0.520629883,-0.552856445,-0.631988525,-0.73657608,-0.003082253,-0.002351604
36.51,-0.581115723,-0.569763184,-0.624062061,-0.002517271,-0.355804443,-0.501556396,-0.389205933,-0.493347168,,,,,-0.301773071,-0.501800537,-0.294670105,-0.455024719,-0.318458557,-0.376874924,-0.636245728,-0.438236713,-0.296983719,-0.416778564,-0.406066895,-0.519447327,-0.462142944,-0.736473083,-0.519428253,-0.514709473,-0.707824707,-0.726478577,-0.00307925,-0.002341096
36.52,-0.53565979,-0.563354492,-0.598315239,-0.002515767,-0.404846191,-0.465820313,-0.387947083,-0.481811523,,,,,-0.326553345,-0.499107361,-0.301925659,-0.458717346,-0.305080414,-0.394706726,-0.628860474,-0.431885719,-0.322301865,-0.394271851,-0.437133789,-0.49307251,-0.494560242,-0.740249634,-0.49533844,-0.489624023,-0.678253174,-0.711326599,-0.00307925,-0.002340345
36.53,-0.474243164,-0.628540039,-0.545594692,-0.00253306,-0.382751465,-0.41986084,-0.399269104,-0.42376709,,,,,-0.307983398,-0.497760773,-0.260795593,-0.457481384,-0.301433563,-0.414916992,-0.622695923,-0.407752991,-0.327363968,-0.398010254,-0.41973877,-0.495475769,-0.498161316,-0.754104614,-0.502563477,-0.541015625,-0.657684326,-0.729003906,-0.003076247,-0.002341096
36.54,-0.51109314,-0.669433594,-0.538238525,-0.002537571,-0.357055664,-0.435180664,-0.385429382,-0.394165039,,,,,-0.262130737,-0.455970764,-0.239021301,-0.445198059,-0.318458557,-0.378063202,-0.62638855,-0.435696602,-0.291923523,-0.435531616,-0.411071777,-0.506263733,-0.463340759,-0.721359253,-0.515815735,-0.551574707,-0.692382813,-0.737838745,-0.003078499,-0.0023456
36.55,-0.555328369,-0.619567871,-0.570116043,-0.002524038,-0.374206543,-0.430084229,-0.359008789,-0.426391602,,,,,-0.223739624,-0.426315308,-0.243858337,-0.43536377,-0.301433563,-0.391139984,-0.657196045,-0.450938702,-0.296983719,-0.438034058,-0.411071777,-0.502662659,-0.459739685,-0.721359253,-0.501361847,-0.529174805,-0.675689697,-0.747940063,-0.003077748,-0.002352355
36.56,-0.543029785,-0.577453613,-0.570116043,-0.002529301,-0.385223389,-0.401977539,-0.356506348,-0.457275391,,,,,-0.299301147,-0.455970764,-0.245063782,-0.466087341,-0.283195496,-0.437501907,-0.68309021,-0.409022808,-0.331161499,-0.418014526,-0.381286621,-0.507453918,-0.484954834,-0.759140015,-0.507385254,-0.485656738,-0.639678955,-0.752986908,-0.003065738,-0.002338844
36.57,-0.550415039,-0.585083008,-0.571341991,-0.002529301,-0.391357422,-0.412200928,-0.364051819,-0.445678711,,,,,-0.358764648,-0.505847931,-0.248687744,-0.468551636,-0.289272308,-0.414916992,-0.676925659,-0.434426308,-0.346351624,-0.39302063,-0.377563477,-0.507453918,-0.494560242,-0.726402283,-0.52665329,-0.464599609,-0.648712158,-0.723953247,-0.00306874,-0.00233284
36.58,-0.54057312,-0.600402832,-0.566437721,-0.002517271,-0.369293213,-0.432617188,-0.387947083,-0.419921875,,,,,-0.267089844,-0.505847931,-0.2474823,-0.462394714,-0.296569824,-0.385196686,-0.647338867,-0.476341724,-0.315971375,-0.371765137,-0.408569336,-0.514656067,-0.477752686,-0.688621521,-0.515815735,-0.514709473,-0.669250488,-0.731525421,-0.003077748,-0.002357609
36.59,-0.523391724,-0.628540039,-0.56766367,-0.002518022,-0.35333252,-0.4402771,-0.429466248,-0.431518555,,,,,-0.215057373,-0.438446045,-0.257164001,-0.464859009,-0.296569824,-0.388763428,-0.61529541,-0.417913914,-0.303314209,-0.365524292,-0.394897461,-0.514656067,-0.448936462,-0.716323853,-0.507385254,-0.535766602,-0.664123535,-0.747940063,-0.003073245,-0.002362863
36.6,-0.547943115,-0.655334473,-0.610575676,-0.002521782,-0.361938477,-0.453063965,-0.415618896,-0.471435547,,,,,-0.284439087,-0.433055878,-0.28137207,-0.472229004,-0.297786713,-0.392328262,-0.609130859,-0.358215809,-0.324832916,-0.389266968,-0.37878418,-0.505058289,-0.429725647,-0.750320435,-0.501361847,-0.514709473,-0.65512085,-0.726478577,-0.003072494,-0.00234635
36.61,-0.565155029,-0.600402832,-0.610575676,-0.002523286,-0.357055664,-0.430084229,-0.37411499,-0.437988281,,,,,-0.304260254,-0.491020203,-0.25958252,-0.493133545,-0.297786713,-0.404216766,-0.646118164,-0.373458385,-0.317237854,-0.436767578,-0.409790039,-0.500267029,-0.439331055,-0.699951172,-0.490524292,-0.518615723,-0.687255859,-0.734050751,-0.003070992,-0.00234635
