Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,5.06076E-05,0.020733457,0.003335709,-0.005563263,-0.00207145,-0.056541041,0.019564292,-0.003958967,0.015025951,0.015497052,-0.016469546,0.053568974,-0.000127314,2.22646E-05,0.039791623,0.031060785,-0.00159178,0.041902716,-0.040089925,-0.008765163,0.012814543,0.022293091,0.045136645,-0.012663189,0.007600016,0.005707613,0.030905766,0.042797259,-0.003218098,-0.021521611,0.025825159,0.009837592,1.54275E-05,-0.029302342,0.036272982,-0.023429684
0.02,2.97632E-05,0.021986108,-0.00523973,0.019796845,-0.002063939,-0.021079616,0.063097617,0.01472542,-0.025623463,-0.01282326,0.018198423,0.017943516,7.35681E-05,1.46957E-05,0.032421628,0.008180231,-0.001597781,-0.001493281,-0.045003255,0.037087498,0.015244505,0.009033203,0.051545337,0.004144367,0.028260416,0.016987672,-0.008400874,0.040355853,-0.003208349,-0.007666631,-0.038811072,0.028773749,-3.17682E-05,0.011556403,0.035028377,-0.002155118
0.03,-0.000133201,0.037021261,0.011926407,0.048956391,-0.002055677,-0.000266627,0.042536399,0.009377214,-0.024341725,0.056085431,0.046518736,0.005660191,-5.15123E-05,-2.50382E-05,0.022598783,-0.038847357,-0.00159178,-0.028287714,-0.024136861,0.033040104,0.004303954,0.031936646,0.019524768,-0.000654522,-0.014296347,0.003197542,-0.028649287,0.014476947,-0.003212099,-0.00514893,0.022163049,0.036357367,-2.42133E-05,0.013960139,0.022581735,-0.01091557
0.04,-0.000148361,0.06583653,0.009485001,0.021063324,-0.002055677,-0.032065944,0.024401328,-0.017310408,0.017406322,0.084405744,0.040049009,0.044970647,-0.000150057,7.71358E-05,0.022598783,0.000554651,-0.00159253,-0.018064326,0.000406901,-0.03708929,-0.013926485,0.057235718,0.034890368,0.008943257,-0.017943197,-0.021868834,0.00112061,0.029247455,-0.003215848,0.00367065,0.051429407,-0.010380304,-4.68705E-05,-0.016083463,0.016358414,-0.009662442
0.05,-4.03493E-05,0.030756574,0.032785172,0.009634491,-0.002063188,-0.067527369,0.012323996,-0.005301741,-0.00096526,0.013025128,0.023386411,0.027773991,-3.06618E-05,-7.99099E-05,-0.003184756,0.033601374,-0.001588779,0.012544805,0.032320658,-0.034388484,-0.002989747,0.050018311,0.019524768,-0.004263225,0.023408121,-0.038165221,0.011847539,0.024334125,-0.003205349,0.02130981,0.023383753,-0.036900079,-5.25366E-05,0.016363875,0.02382634,0.005354114
0.06,5.12903E-06,0.003193479,0.01806044,0.03246164,-0.002068445,-0.036948756,-0.017903665,0.033409807,0.000194408,0.003167951,0.002756529,-0.020138606,-5.71933E-05,4.30778E-05,-0.005641421,0.000554651,-0.001584278,0.050874883,0.032320658,0.023602543,0.006737731,0.034332275,-0.008658216,-0.021070782,0.022187418,-0.009333739,0.008276982,0.016918353,-0.003202349,0.00115295,0.020942346,-0.012913263,-5.34095E-06,0.02477576,0.052453676,-0.01091557
0.07,-1.00301E-05,0.058319669,-0.028570419,0.037527558,-0.002068445,0.010780736,-0.000981668,0.061440203,0.039562084,0.053613507,0.025888853,-0.006626949,-0.000108364,7.14598E-05,0.016460935,-0.010885626,-0.001585029,0.030397589,0.016359965,0.034390507,0.018891356,0.024688721,0.034890368,-0.000654522,0.000306314,0.02325522,0.02973084,-0.008960553,-0.003212849,-0.026557011,-0.019279822,0.000987494,3.24186E-05,-0.026899083,0.042496362,-0.013418011
0.08,-6.68783E-05,0.053308587,0.01314711,0.042623993,-0.002067694,-0.016135768,0.035288474,0.041413042,-0.003467701,0.041345441,0.027231626,0.037600651,-6.85667E-05,-0.000134782,-0.011779269,-0.001985937,-0.001581278,-0.001493281,0.008997599,0.002022801,0.029831908,0.017471313,0.070756152,0.010148701,-0.008223349,0.014481416,0.048773808,-0.039783307,-0.003216598,0.02382751,-0.018059118,0.009837592,2.48712E-05,-0.038916333,0.003911772,0.024126239
0.09,-5.36139E-05,0.026997667,0.043832535,0.029913422,-0.002061686,-0.040610866,0.019564292,0.013382646,-0.016956471,-0.01773659,0.014353208,0.048655644,-7.2359E-05,0.000130115,-0.015464266,-0.015970617,-0.001588029,0.021486456,0.004091899,0.012810765,0.031048796,-0.001800537,0.024644092,0.025758442,-0.010649496,0.014481416,0.059500737,-0.008960553,-0.003212849,0.047753291,0.038001673,0.009837592,-4.3093E-05,0.006749408,-0.014758131,0.022875019
0.1,-3.46645E-05,0.048297029,0.011926407,0.002050873,-0.002056428,-0.023521022,0.012323996,0.029404375,0.042064525,-0.018957293,0.059336118,0.030230656,-3.82428E-05,8.84886E-05,0.042244474,-0.015970617,-0.001598531,0.047029669,0.006540934,0.027646123,0.034691832,-0.011444092,-0.031714246,0.05577248,-0.008223349,0.038296571,0.057120366,0.009533099,-0.003218098,-0.022772832,0.028266565,-0.011646783,-8.27413E-05,0.016363875,-0.03218343,-0.015920453
0.11,-5.74037E-05,0.005699258,0.029107804,0.002050873,-0.002060184,0.004616185,0.026827475,-0.005301741,0.033458568,0.021661603,0.06574481,-0.005394801,2.8086E-05,-0.000159379,0.048382322,0.000554651,-0.00159328,0.035524542,-0.008183797,0.007416783,-0.00541971,0.000595093,-0.025305554,0.037767109,0.002732462,0.047070375,0.034491582,-0.018817731,-0.003218848,-0.034110112,-0.013206824,-0.034382379,5.99139E-06,-0.023293717,-0.006045541,-0.014669232
0.12,-2.70847E-05,-0.010588069,0.037698502,0.022329804,-0.002060935,0.043800756,0.006273886,-0.05068138,0.015025951,0.045038068,0.029734068,-0.042252406,-7.91893E-06,-7.99099E-05,-0.016692599,-0.021051794,-0.001588029,-0.004056757,-0.021680196,-0.008765163,-0.054041841,-0.001800537,-0.008658216,0.044969258,0.000306314,0.003197542,0.015418095,-0.016345807,-0.003209849,-0.010184331,-0.000999792,-0.005329645,5.99139E-06,-0.022092088,0.026315668,0.021623798
0.13,-1.95052E-05,0.058319669,-0.013845688,-0.015710357,-0.002053424,0.038917943,0.003855368,-0.044005659,0.018688061,0.033929669,0.001535825,-0.021366939,-8.18324E-05,-0.000121537,-0.03879114,-0.050287634,-0.001588029,-0.005307978,-0.005727132,-0.01685995,-0.024867036,-0.009033203,-0.007376477,0.067781147,-0.034972006,-0.024378905,0.008276982,0.007061175,-0.003212849,-0.020255132,0.011207239,0.011088813,-2.23245E-05,0.003144519,-0.013513527,0.021623798
0.14,-2.45054E-06,0.025745492,-0.026113754,-0.05246878,-0.002054926,0.009498998,0.023203513,-0.040000227,-0.020679615,0.009332501,-0.022878237,0.014258519,-0.00011026,-5.90967E-05,0.009094755,-0.043932348,-0.001583528,0.026582891,-0.013089498,0.007416783,0.012814543,-0.017486572,0.001588061,-0.013868633,-0.0191639,0.019493929,-0.015541988,0.016918353,-0.003215848,0.004937129,-0.018059118,-0.019215143,2.21394E-06,-0.005267842,-0.022226116,0.010358997
0.15,2.21836E-05,-0.053185839,-0.016287094,0.007116791,-0.002065441,-0.013694362,0.000231406,0.002709123,-0.029285572,0.006860578,-0.025502749,0.011801854,-7.04628E-05,-3.44991E-05,0.022598783,-0.021051794,-0.001578277,-0.000211542,-0.041318258,0.020905552,0.037125609,-0.030731201,0.015679553,-0.064298931,0.046509928,0.020748964,-0.029839473,0.036663226,-0.003203849,0.008721309,-0.021721228,0.003520453,-3.55456E-05,-0.010074361,0.021337071,0.045398899
0.16,-7.25633E-05,-0.031886954,-0.031011825,0.037527558,-0.002072952,-0.022300319,-0.009450296,0.033409807,-0.016956471,-0.002966083,-0.012563296,0.009345189,2.05013E-05,-0.000110184,-0.003184756,0.006909937,-0.00159178,-0.024473017,-0.030270894,-0.004717769,0.051713011,0.000595093,0.027207568,0.002946552,0.019761271,0.004452577,0.02733521,0.042797259,-0.003200849,-0.021521611,-0.016838415,0.02750727,-8.463E-05,0.005547778,0.010135153,0.049152561
0.17,-0.000140781,-0.026875396,-0.008932357,0.024862763,-0.002072201,0.009498998,0.015947959,-0.006636885,-0.020679615,0.001947248,-0.010060854,0.019171849,2.42937E-05,-5.34203E-05,-0.021602114,0.006909937,-0.001596281,-0.015561884,-0.021680196,0.008763371,0.012814543,0.00541687,0.011834338,0.036561665,-0.034972006,0.013226381,0.070227666,0.013225726,-0.003210599,0.01752563,-0.025383337,-0.007847345,-9.59549E-05,0.015161769,-0.011024198,-0.002155118
0.18,-6.68783E-05,-0.038151164,0.026651139,0.023581024,-0.002063939,0.018104955,0.017153403,-0.002631453,-0.014515064,0.048730695,-0.022878237,-0.010308131,-3.63503E-05,-8.93707E-05,-0.048613986,-0.010885626,-0.001578277,0.006166632,-0.016774495,0.049225865,-0.006636598,-0.048812866,0.004151538,0.016153034,-0.005781942,-0.020617613,0.035666508,-0.001575299,-0.003209849,0.045235591,0.001441614,-0.025532281,-2.23245E-05,0.021170394,-0.017247459,-0.004657559
0.19,6.00822E-05,0.024492364,0.042596573,-0.033456329,-0.002057179,-0.019858912,0.024401328,0.018730852,-0.013294361,0.053613507,-0.019033022,-0.077877864,9.13545E-06,2.41565E-05,-0.044928988,-0.009615332,-0.001585779,0.052126104,0.005320231,0.047875462,-0.012713411,-0.033157349,0.011834338,0.018556294,0.007600016,-0.014350066,0.011847539,-0.006488629,-0.003202349,0.007454829,0.020942346,-0.020481622,2.67599E-05,-0.010074361,-0.03218343,0.029131122
0.2,5.43974E-05,0.034515004,0.043832535,-0.046121124,-0.00206469,-0.019858912,0.036493918,-0.018653181,0.001415111,0.016717755,-0.002370425,-0.041020259,4.70366E-05,3.17249E-05,0.016460935,-0.021051794,-0.00159553,0.030397589,-0.013089498,0.012810765,-0.027300813,-0.010253906,-0.025305554,0.011346516,0.002732462,0.020748964,-0.017922359,-0.023731061,-0.003200099,0.007454829,-0.016838415,-0.02806524,-3.36569E-05,-0.046127065,-0.030938706,0.007856555
0.21,-4.03493E-05,-0.021863837,0.015619034,0.009634491,-0.002067694,-0.000266627,0.013521811,-0.022650984,-0.004688404,0.011804425,0.002756529,0.060942784,-5.15123E-05,-6.09892E-05,0.041016141,-0.001985937,-0.001570776,-0.004056757,-0.036412557,0.024949132,0.001873992,-0.019897461,-0.029150769,0.004144367,0.012467569,0.008213869,-0.045327144,-0.026233502,-0.003203849,0.007454829,-0.014427527,-0.005329645,-5.25366E-05,0.003144519,-0.011024198,0.005354114
0.22,-2.89797E-05,-0.010588069,-0.002798324,0.022329804,-0.002062437,-0.006370143,-0.009450296,0.025398943,-0.016956471,0.013025128,0.009226255,0.038828984,-7.2359E-05,0.000109302,0.011547605,0.036145777,-0.001569276,0.024049932,-0.013089498,0.034390507,0.045632384,0.017471313,0.043854907,0.014955219,-0.015501791,-0.010588774,-0.021508174,-0.011432477,-0.003206849,-0.024039311,0.027045862,0.030040229,4.94096E-05,0.027179019,0.037517705,0.029131122
0.23,-2.32947E-05,0.030756574,0.014383072,0.004568573,-0.002065441,0.02420847,-0.002187112,0.025398943,0.013744213,0.015497052,0.041330747,-0.025051936,-2.23786E-06,1.65882E-05,-0.016692599,0.003099054,-0.001600781,0.015108282,0.005320231,-0.023600521,0.054142973,0.017471313,0.063073352,-0.001859966,-0.01185494,-0.021868834,-0.013161617,0.003368548,-0.003199349,-0.025290532,0.01850094,0.033824408,8.71692E-05,-0.046127065,0.046230295,-0.018422894
