Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,-8.16835E-06,0.030163592,0.012677973,0.08078315,-0.002055677,0.08535091,0.050944787,0.111992989,0.080503059,0.052498326,0.14219943,0.060111219,4.30987E-05,1.19692E-05,0.081679286,0.010293498,-0.001597031,0.165380998,0.091179877,0.104882674,0.029607496,0.034895802,0.073024488,0.031417264,0.1190422,0.114395258,0.136891722,0.092122085,-0.003203099,0.16712596,0.192210491,0.235058204,-6.73471E-05,0.008894328,0.054576608,0.015549559
0.02,8.84734E-05,0.047704046,0.020032709,0.045291207,-0.002059432,0.049889484,0.083590966,0.11866108,0.080503059,0.083260045,0.131884488,0.042910749,-2.70187E-05,-1.45204E-05,0.049754085,0.039527431,-0.001596281,0.128363176,0.108361273,0.117024855,0.030824385,0.043349171,0.067905164,0.008605375,0.132408899,0.146984217,0.186925291,0.062520034,-0.003203849,0.213711043,0.217814739,0.237575904,-4.84673E-05,0.047350291,0.025949332,0.004284758
0.03,-2.48356E-06,0.020141428,0.062970942,0.023761056,-0.002073703,0.042565266,0.067866784,0.126671944,0.108823372,0.10663651,0.08183566,0.068709547,-0.000144518,5.3596E-05,0.043616237,0.061133876,-0.001597781,0.132177873,0.093636542,0.142648177,0.016236982,0.054182912,0.038440442,0.015807523,0.134850305,0.138210413,0.217900633,0.055134781,-0.003197099,0.223797103,0.21415263,0.189571753,-1.82626E-05,0.022113684,-0.011390475,0.010542768
0.04,-0.00010481,-0.039996797,0.055616205,0.032611153,-0.00207896,0.032799641,0.032809716,0.128007088,0.128476692,0.080818639,0.079211148,0.109248335,-0.000165365,4.98116E-05,0.071856441,0.021731868,-0.00159478,0.173010393,0.053132086,0.165574507,0.02596446,0.033705617,0.046130872,0.044631376,0.112969202,0.069271204,0.19525659,0.045277603,-0.003200099,0.180980941,0.216594036,0.183254615,-2.39288E-05,-0.001920816,-0.013879803,0.019303221
0.05,-9.91253E-05,-0.022456819,0.05315954,-0.005413749,-0.002068445,0.021752277,0.06061123,0.106644783,0.090329719,0.057411656,0.128039273,0.069941694,-1.37567E-05,7.63012E-05,0.076765956,-0.026566014,-0.001585029,0.173010393,0.064179449,0.176362471,0.050271711,0.037306691,0.073024488,0.032622709,0.064324182,0.081806299,0.176198362,0.053914077,-0.003210599,0.211193343,0.223918255,0.232525245,5.15903E-05,0.012499694,-0.013879803,0.030564207
0.06,8.88603E-06,0.008865183,0.050702875,-0.018093803,-0.002065441,-0.000281414,0.054568749,0.061272774,0.048520637,0.069740758,0.128039273,0.028170759,2.60443E-05,8.5762E-05,0.05957693,-0.018942342,-0.001581278,0.142401262,0.116951971,0.139951186,0.024747572,0.046950246,0.049968457,0.020614042,0.087425989,0.139465449,0.173817991,0.081044204,-0.003208349,0.237636824,0.223918255,0.226208106,3.64879E-05,0.02692068,0.024704668,0.01304521
0.07,0.000111213,0.021393603,0.031080073,0.038943551,-0.002069196,0.000939289,0.042476159,0.073281441,0.034970833,0.126320348,0.125475797,0.052741224,-4.21807E-05,-1.27563E-06,0.073084773,0.016646876,-0.00159328,0.162817522,0.124314337,0.139951186,0.01016017,0.072264577,0.03204701,0.06624545,0.19565658,0.162025568,0.176198362,0.072377212,-0.003206849,0.231350203,0.228801068,0.217373267,-8.62268E-05,0.024517421,0.065778467,0.000531095
0.08,2.78354E-05,0.041439837,0.020032709,0.024997018,-0.002069196,0.032799641,0.083590966,0.102646981,0.085446907,0.131264195,0.165331754,0.087138349,7.15301E-05,2.89984E-05,0.108691158,0.034442439,-0.001601532,0.174322648,0.094857245,0.166921095,0.02596446,0.090346242,0.070461011,0.077048673,0.205376429,0.150745508,0.18454492,0.084736831,-0.003215848,0.254009505,0.203166302,0.217373267,2.32669E-05,0.034130935,0.040885183,0.034319776
0.09,-8.39657E-05,0.038933581,0.020032709,0.031344674,-0.002069948,0.020531574,0.079959374,0.098641548,0.126035286,0.063576207,0.157580289,0.110480482,0.000135963,1.00767E-05,0.102549495,0.024274364,-0.001597781,0.146215959,0.093636542,0.104882674,0.006513319,0.066237355,0.078151441,0.043425931,0.116600794,0.140716669,0.188115477,0.098286636,-0.003214349,0.242672225,0.198283489,0.178203956,9.68973E-05,0.044947032,0.015992018,0.030564207
0.1,-8.77557E-05,0.043945616,0.029844111,0.115023873,-0.002069948,0.019310871,0.084788781,0.097306404,0.091550422,0.075874791,0.13829318,0.099421675,-3.64996E-05,-2.20893E-05,0.062033595,0.003938213,-0.00159103,0.13474135,0.083817511,0.103536086,-0.008074083,0.036116505,0.039722181,0.047027005,0.100807947,0.148239252,0.194066404,0.047749527,-0.003203099,0.232601424,0.225138958,0.170635596,-2.77063E-05,0.004087809,0.008524033,-0.015736681
0.11,3.20124E-06,0.04519779,0.027402704,0.088397286,-0.002062437,0.053551594,0.101718408,0.094636116,0.097714973,0.091866002,0.160143766,0.052741224,-0.000117987,4.41352E-05,0.050982417,0.012835994,-0.00159028,0.11810927,0.060502081,0.165574507,0.002866468,-0.004868602,0.053813672,0.037429227,0.117821497,0.134449122,0.207173704,0.031697281,-0.003201599,0.257793685,0.223918255,0.208538428,-9.5663E-05,-0.012736436,0.009768697,-0.01824103
0.12,7.71038E-05,-0.021203691,0.022489374,0.037707589,-0.002060184,0.031517902,0.069079858,0.08261982,0.09649427,0.031563268,0.14219943,0.039229566,-1.37567E-05,7.25168E-05,0.057120265,0.028087154,-0.00159478,0.115576311,0.081360846,0.15073915,0.001653395,0.024062062,0.087115979,0.011008634,0.108086389,0.126930353,0.200032591,0.062520034,-0.003218098,0.222530623,0.222697552,0.20222129,3.08218E-05,0.052157286,0.014747354,0.015549559
0.13,1.30646E-06,-0.023709471,0.027402704,0.063052438,-0.002053424,0.041344563,0.077548486,0.083954964,0.070676399,0.052498326,0.085680875,0.068709547,3.17254E-05,9.71144E-05,0.063261928,-0.007502065,-0.00159478,0.137274309,0.131684332,0.153436141,0.008943281,0.103590871,0.069186902,0.045829191,0.136071009,0.16578686,0.201207518,0.062520034,-0.003222598,0.220012923,0.219035443,0.175686255,-3.52537E-05,0.079797152,0.008524033,0.031815428
0.14,-6.31215E-05,0.056474035,0.015119379,0.05672004,-0.002039905,0.082909504,0.083590966,0.126671944,0.128476692,0.095558629,0.090807828,0.073622877,-8.00855E-05,-2.96572E-05,0.085364284,-0.022753224,-0.00159553,0.110449357,0.147637396,0.179059462,0.029607496,0.083098317,0.058932996,0.090255155,0.160393518,0.182083246,0.186925291,0.051442154,-0.003208349,0.276684066,0.210490521,0.208538428,-0.000129645,0.019710425,0.030927989,0.015549559
0.15,-6.69113E-05,0.032669371,0.007764643,0.036425851,-0.002048918,0.058434406,0.044894677,0.142686043,0.137082649,0.063576207,0.13060275,0.037997419,-0.000180527,-0.00010345,0.075537624,0.035714641,-0.001603032,0.100256486,0.108361273,0.149388747,0.024747572,0.040923024,0.030765271,0.060241117,0.132408899,0.149494288,0.151189207,0.056355484,-0.003202349,0.221279402,0.21415263,0.206005469,-5.97996E-05,-0.012736436,0.040885183,0.006789106
0.16,-0.00011239,-0.012433702,0.038434809,0.024997018,-0.002061686,0.049889484,0.049731713,0.117325936,0.053464485,0.06479691,0.13060275,0.050284559,-8.57666E-05,-7.31765E-05,0.012919368,0.033172145,-0.001600031,0.143652482,0.060502081,0.119721846,0.017453871,0.045744801,-0.014065051,0.019408597,0.086205286,0.11940777,0.165486692,0.060078628,-0.003201599,0.174679061,0.205638226,0.15168418,-4.28086E-05,-0.011534806,0.009768697,0.033066648
0.17,-0.00010102,-0.003663236,0.054380243,0.0199311,-0.00205793,0.053551594,0.077548486,0.11866108,0.057126594,0.054939732,0.126757535,0.052741224,4.87872E-05,-9.39897E-05,-0.00058466,-0.024023518,-0.00159328,0.13474135,0.076455145,0.098142104,0.033254347,0.028868581,0.021800733,0.014609708,0.072823328,0.090580103,0.154759764,0.061299331,-0.003202349,0.222530623,0.193431195,0.174435035,1.00533E-05,-0.013938543,0.011013362,0.050587553
0.18,5.09624E-06,-0.003663236,0.024930781,0.042773507,-0.002061686,0.037621418,0.06665371,0.09597126,0.105100227,0.016823277,0.117785367,0.010970289,5.44683E-05,-6.75001E-05,0.030108394,0.016646876,-0.001600781,0.095129533,0.12062934,0.075215773,0.027177534,0.022856618,0.058932996,0.0050043,0.109307093,0.100608942,0.104726194,0.073628433,-0.003204599,0.230083724,0.173899945,0.224956885,-0.000101329,-0.005526181,0.003545496,0.003033537
0.19,0.000109318,0.032669371,0.015119379,0.037707589,-0.002057179,0.033959309,0.031596642,0.059930001,0.065793586,0.05005692,0.062548551,0.039229566,5.44683E-05,-2.96572E-05,0.038706722,0.072574153,-0.001601532,0.095129533,0.123093634,0.103536086,0.018666944,0.028868581,0.046130872,0.006209745,0.140938562,0.144477961,0.14761865,0.078572281,-0.003203099,0.209942122,0.160502728,0.206005469,-3.90311E-05,-0.013938543,-0.047485736,-0.049527269
0.2,7.14192E-05,0.04519779,0.020032709,0.009814522,-0.002051171,0.020531574,0.019504052,0.058594857,0.034970833,0.114052281,0.043261441,0.035540754,4.87872E-05,8.9546E-05,0.048525752,0.038257136,-0.00159253,0.116858049,0.12554267,0.122415022,0.02596446,0.031279469,0.055095411,0.037429227,0.159172815,0.121917841,0.203603148,0.062520034,-0.003197849,0.217495223,0.190989788,0.189571753,8.93424E-05,0.001684073,-0.03379443,-0.005725008
0.21,-0.0001086,0.022646254,0.005307978,0.047824166,-0.00206469,0.009545246,0.043689233,0.061272774,0.092832161,0.094337926,0.077990445,-0.011139696,5.82606E-05,-1.45204E-05,0.041159572,0.014108195,-0.00159253,0.12705092,0.116951971,0.103536086,0.024747572,0.063826466,0.064059949,0.054236783,0.157952112,0.100608942,0.176198362,0.02678395,-0.003200099,0.241421004,0.204387005,0.185802833,3.08218E-05,0.043745402,0.019726011,0.035570997
