Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A
0.01,7.80016E-06,3.64236E-05,0.04077824,0.007375353,-0.009873708,-0.034057617,0.036206795,-0.072610335,1.88639E-07,-3.52504E-05,-0.051148509,-0.004236294,-0.003983883,0.008443818,-0.029146384,-0.080409858,0.043758713,0.003424958,-0.046364005,-0.016925608,0.0260902,-0.003978678,-0.044919079,-0.055298317,-0.059552025,-0.015303867,0.026421933,-0.047600433,-0.007049329,-0.001988087,-0.001839549,-0.000981718,0.01223289,0.04372149,-0.006549864,-0.041523358,-0.039600488,-0.026816166,-0.035387617,0.043748249
0.02,4.5719E-05,-5.4318E-05,0.011847576,-0.002497083,-0.0317777,-0.040466309,0.006421638,-0.057992415,2.08109E-06,-2.58147E-05,-0.0993968,-0.005449368,-0.019761471,0.018712983,-0.024355124,-0.082851264,0.028683029,-0.022118255,0.014850442,-0.009322916,0.007154042,-0.022290179,0.003634387,-0.055298317,-0.072125267,-0.003081577,0.010613827,0.00641568,0.010315173,-0.001980587,-0.001834298,-0.000974963,-0.046421896,-0.006730742,-0.001697569,-0.026859662,0.011592749,0.010476315,-0.052500349,-0.014242779
0.03,-1.67884E-06,-8.94718E-06,0.015463909,0.016011828,-0.026910146,-0.00982666,-0.064135002,-0.010476546,4.56148E-05,-7.86552E-05,-0.092164134,-0.052576138,-0.022187619,0.050847993,0.012845804,-0.039333198,0.022426926,-0.047661468,0.013627831,-0.023258005,0.031140859,-0.021069476,0.043185169,-0.081665505,-0.013089013,-0.017745273,-0.022345157,0.036383942,0.020241015,-0.001965588,-0.00184105,-0.000964455,-0.057896505,0.00528174,-0.006549864,0.041545489,0.023784522,0.016762936,-0.034174543,-0.025351178
0.04,-3.95976E-05,6.28899E-05,0.050437054,-0.002497083,-0.006226858,0.041259766,-0.070482659,-0.011697249,9.86145E-05,-3.52504E-05,-0.052369212,-0.058618618,-0.011262326,0.019994721,0.026029398,-0.008327339,0.007351242,-0.03957431,0.005054299,-0.049857889,0.037442739,-0.008862444,-0.004025525,-0.060120095,0.013293434,0.00792001,-0.010473819,0.036383942,0.005356066,-0.001979087,-0.001859805,-0.000955449,0.021144022,0.035312944,-0.01744464,0.001231769,0.006709937,0.000527584,0.00371303,0.01783501
0.05,3.05514E-05,4.28593E-06,0.008231243,-0.017313368,0.00716273,0.042480469,0.001538826,-0.039712386,0.000176222,6.09934E-05,-0.047532176,0.031995701,-0.001557736,0.005865082,0.005643655,-0.020717475,-0.019015946,-0.023461029,0.01607496,-0.062526499,0.010938222,0.010669759,-0.005337781,0.017760765,-0.020626854,0.028687222,0.017205624,0.002814606,-0.033096082,-0.001985087,-0.001859055,-0.000965957,0.041560282,0.037715249,-0.02348712,-0.03419914,-0.035953637,0.02048608,0.002492327,0.0536245
0.06,8.74292E-05,1.37382E-05,-0.047242085,0.018483752,0.031500498,-0.022583008,0.017652107,-0.050668196,0.00024815,0.000117608,-0.0318614,0.07307999,0.02999744,0.018712983,-0.005159567,0.010349419,-0.027743973,-0.015373871,-0.019430335,-0.05999354,-0.002947276,-0.022290179,0.02023595,0.042907249,-0.021878075,-0.007964389,0.009271054,-0.037956878,-0.044261701,-0.001976087,-0.001836548,-0.000974213,0.023707499,0.026904159,0.012767763,0.013454059,-0.059116479,0.021706783,-0.017061812,0.031407703
0.07,2.10724E-05,4.58759E-05,-0.015885273,0.035756701,0.057051341,-0.081298828,-0.002123284,-0.047036604,0.000161078,0.000138366,0.020018483,0.028379368,-0.023393063,-0.000558868,-0.011141013,0.051426079,-0.049106278,-0.000603363,-0.041465934,-0.033389841,-0.015581553,-0.028393694,-0.014248913,0.028563987,0.013293434,-0.037291782,-0.035498233,-0.041557953,-0.005805738,-0.001970088,-0.001821544,-0.000973462,0.021144022,0.001678043,0.001903505,0.02566109,-0.039600488,-0.009421146,-0.031725508,-0.004374157
0.08,-7.94107E-05,-5.05371E-05,0.021491131,0.013539904,0.027846018,-0.05065918,-0.001024651,-0.026315169,5.86598E-06,0.000125156,0.020018483,0.019918369,-0.073151974,-0.009546294,0.008054544,0.041477349,-0.070438065,-0.00731723,-0.030449088,-0.019458567,-0.033251231,0.036305479,-0.027035779,0.042907249,0.022082496,-0.040953891,-0.043402286,-0.003166839,0.005356066,-0.001980587,-0.00184105,-0.00097121,-0.015812765,-0.015139289,-0.041614562,-0.03053703,-0.007907983,-0.049216068,-0.058611494,0.001790393
0.09,-0.000102162,-6.18798E-05,0.007018169,-0.011133558,0.001082102,-0.003417969,-0.015795159,0.004171892,-2.06339E-05,4.58962E-05,-0.01496992,-0.003038479,-0.008836178,0.019994721,0.010434915,0.031528618,-0.055362381,-0.058373138,-0.056156333,-0.042259012,-0.006731456,0.031422666,-0.006589001,0.041747581,-0.020626854,-0.015303867,0.014550595,0.02204068,-0.028133161,-0.001985087,-0.001859805,-0.000968208,-0.023442159,-0.040365405,-0.012592345,-0.063526532,0.00062168,-0.045492924,-0.072054487,0.015370716
0.1,-4.71805E-05,2.13E-05,0.007018169,-0.002497083,0.020544688,-0.028991699,-0.007128166,0.017569108,-8.49901E-05,-6.35575E-05,0.003111745,-0.034448696,0.023932071,0.035421357,-0.044740866,0.016575005,-0.029056229,-0.082573578,-0.058605369,-0.043525492,0.02230602,-0.027172991,0.007449085,0.01415969,-0.046994042,0.018906339,0.011926083,0.012397125,-0.031856306,-0.001964089,-0.001850053,-0.000971961,0.017329325,-0.060786671,-0.005329161,-0.03053703,-0.035953637,0.032937252,-0.063501936,0.028943409
