Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A
0.01,6.54456E-05,-3.5399E-05,-0.038366827,0.001907116,0.059912296,0.022639384,0.032998121,-0.043432804,-7.63783E-05,2.70685E-05,-0.007889726,-0.001759828,-0.023693463,0.020074859,-0.042468122,-0.023296327,0.077972412,0.021711976,0.022624969,0.118770687,-0.001771417,0.003047525,0.009140364,0.067761603,-0.060632254,-0.060582751,0.019924484,0.040598163,0.017469464,-0.001989587,-0.001833548,-0.000946442,-0.026901362,-0.024061539,-0.007797358,-0.034240606,0.038438287,0.01540928,0.036266181,0.024714754
0.02,-1.41834E-05,-0.000131812,-0.055250677,-0.010437245,0.000288577,0.008601298,0.01310066,0.007745175,-0.00019184,-7.48373E-05,0.017439864,-0.030751527,0.030910113,0.041940704,-0.007647565,0.036396056,0.081726074,-0.015916198,0.011606216,0.112434475,-0.011872736,0.055538713,-0.011275896,0.071301642,-0.010400321,-0.000722521,0.00674089,0.047800312,0.047239361,-0.001981337,-0.001827546,-0.000947943,-0.003952143,-0.031269052,0.015182379,-0.045234564,0.028687921,-0.034395407,0.010608527,-0.011067107
0.03,-6.72688E-05,-0.00012236,0.001428095,0.024123913,0.016104312,-0.020756612,0.036660231,0.004113583,-0.000224019,-0.00012579,0.005385421,-0.010220826,0.045474628,0.052209869,-0.026843122,0.026447325,0.066650391,0.020338685,0.054456711,0.117504207,-0.042176691,0.017696439,-0.03428615,-0.004137811,0.047399972,0.016382581,0.005428635,0.041757831,0.022432385,-0.001980587,-0.001819293,-0.000953948,0.048324468,0.001164577,0.039352301,-0.022018316,0.040879694,0.006681253,-0.019939568,-0.008602812
0.04,-4.83098E-05,-8.07698E-05,0.0171065,0.008086925,0.051397891,-0.025883565,0.07145027,-0.022711368,-2.71635E-05,-2.5772E-05,-0.013916947,0.001871764,0.027270892,0.054773345,-0.035265974,0.001544982,0.06036377,0.032454163,0.036092758,0.108635036,-0.009355035,0.003047525,-0.031722673,-0.018542108,0.033590768,-0.020284289,0.025204025,0.04895998,-0.001138629,-0.001980587,-0.001823044,-0.000952447,0.020278814,0.061226747,0.023635748,-0.006141546,0.055512872,0.016629983,0.02771363,0.032119081
0.05,-5.77888E-05,-4.48513E-05,0.006249872,-0.03633141,0.031927677,-0.015629659,0.082558668,-0.014196964,0.000112906,0.000100666,-0.004273393,-0.021085084,0.036983111,0.014947906,0.017529437,0.004047423,0.076690674,-0.014573425,0.000589371,0.084568111,0.000746283,0.042110978,-0.020248064,0.039014045,0.029806588,-0.00804674,0.017299972,0.027414569,-0.020982685,-0.001977587,-0.001826045,-0.000945692,-0.033279535,0.027591966,0.006729009,0.006080744,0.044526544,0.000455667,0.025272224,0.04322748
0.06,-5.58936E-05,5.15617E-05,0.041223016,-0.028930897,0.050177188,-0.031010519,0.058999098,-0.009314151,6.55851E-05,0.000132748,-0.005463578,-0.024716676,0.022418597,-0.030019746,0.027142474,-0.013347597,0.061645508,0.01093927,0.029972076,0.083301632,-0.016923395,0.022578775,0.001449934,0.047314826,0.017248605,0.026163465,-0.014346756,-0.001455059,-0.035867633,-0.001983587,-0.001816292,-0.000956199,-0.017990229,-0.025262811,-0.012619135,0.009742853,0.017716852,0.001737405,0.006938789,0.022250459
0.07,6.16533E-05,9.31515E-05,0.023126093,0.017944103,0.030706973,-0.037358175,0.027993239,-0.038549991,2.77287E-05,0.000100666,0.001769088,-0.01747638,0.009067157,-0.01332663,-0.03883653,-0.040752382,0.050384521,0.06739679,0.018953323,0.061763851,0.000746283,-0.02991289,0.024460188,0.048596564,-0.041772391,-0.015386217,0.004085861,-0.017019024,-0.029664935,-0.001997836,-0.001819293,-0.000968959,0.020278814,-0.013250329,0.001876715,0.018303034,0.010407892,0.012906839,0.019161079,0.021014497
0.08,0.000110946,2.40998E-06,-0.023901495,0.024123913,-0.030137448,0.008601298,-0.01045891,-0.064123722,2.20495E-05,4.59399E-05,0.030715011,0.005480468,0.010280231,0.012384429,-0.046038679,-0.043193788,0.086730957,0.024397522,0.011606216,0.032627193,0.02346662,-0.036016406,-0.006209978,0.066479865,-0.00284722,-0.044698351,0.019924484,-0.015859356,-0.008581104,-0.001997836,-0.001822294,-0.000954698,0.035568121,-3.66946E-05,0.055068853,0.047615168,0.034776178,0.040311624,0.003276679,0.01978235
0.09,-9.19153E-05,-0.000129921,0.006249872,-0.026474232,-0.017968564,0.000971903,-0.012900316,-0.017859073,-2.71635E-05,-2.95461E-05,0.036757491,0.030863463,-0.046749494,0.005960479,-0.00645738,-0.023296327,0.09552002,-0.017258972,0.031196594,0.073165981,0.01716474,-0.015263976,0.00276219,0.044934455,0.063726877,0.016382581,-0.002475418,0.017771015,0.002584515,-0.001988837,-0.001812541,-0.000941188,0.022842291,0.009573243,0.046615484,0.031738398,0.049409357,0.031583597,-0.001613763,0.007441805
0.1,-0.000179127,-0.000129921,0.037599054,-0.035110707,0.013678165,-0.037358175,0.039223707,0.008965878,-4.60936E-05,-7.67246E-05,0.017439864,0.033274352,-0.081943891,-0.003042207,-0.011279157,-0.008342714,0.086730957,-0.021287292,0.009157181,0.125103084,-0.024491754,-0.023809375,0.05644261,0.041333381,-0.010400321,0.029825575,0.002773605,0.026132831,-0.023462238,-0.001994836,-0.001817043,-0.000960703,0.029189947,0.013177059,0.006729009,0.001197931,0.004304376,0.016629983,0.021602485,0.006209657
0.11,-8.49578E-06,2.69857E-05,0.026750055,-0.007965321,-0.011880307,0.006037821,0.04032234,-0.023932071,3.52984E-05,-3.52072E-05,0.0222769,0.048983275,-0.041897199,0.005960479,0.00312514,-0.003398866,0.061645508,-0.052232116,0.014055252,0.116237728,-0.044694391,-0.006719054,0.03981053,0.052136603,-0.051827933,-0.030034655,-0.006442703,-0.009816876,-0.049512805,-0.001996336,-0.001820794,-0.00097121,0.030471685,-0.009646632,0.04780567,0.021965143,-0.045668158,0.066434671,0.016719673,-0.023407652
