Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A
0.01,9.97736E-05,-8.77688E-05,0.012549364,0.014821642,-0.053484368,-0.134096088,0.053251324,0.037310976,-7.23758E-05,-1.85834E-05,-0.035033248,-0.008779453,0.033327292,0.03188423,0.001205794,-0.073408054,-0.074203029,0.007285147,-0.019644954,-0.020385858,-0.000469062,0.045819683,0.046568194,0.047810096,0.059545502,0.01538645,0.036790921,0.069236697,0.032783971,-0.001992586,-0.001838799,-0.000940438,0.026445462,0.007298914,-0.023381823,0.03039609,-0.003903804,-0.019424089,-0.02253595,0.024255389
0.02,0.000118733,-4.58907E-06,-0.019997633,5.35805E-06,-0.049837517,-0.120058002,0.039579449,0.037310976,-8.94115E-05,6.44505E-05,-0.026595138,-0.032934116,0.016329001,0.037026442,-0.014388689,-0.077131199,-0.036544337,-0.004799814,0.007288716,-0.006446954,0.014667657,0.032391949,0.056791582,0.038166541,0.04572104,-0.001718652,0.055223538,0.016441287,0.02038239,-0.001993336,-0.001843301,-0.000945692,0.021349026,0.00129315,0.01287306,0.003510104,-0.024625239,-0.010696062,0.005570739,-0.011530286
0.03,1.25627E-05,-2.69854E-06,0.005316698,0.012349718,-0.007242607,-0.079225482,0.050809918,-0.001690489,-1.55893E-05,-3.48621E-06,0.025269487,-0.024480747,0.010256003,0.03188423,-0.03718532,-0.017499851,-0.022750392,0.040885001,-5.64835E-05,0.034088019,-0.000469062,-0.001789646,0.055540361,0.059772986,-0.000741973,0.000722754,0.014360501,-0.003944455,0.019142613,-0.001984337,-0.001838799,-0.000941188,0.022630764,0.00129315,0.008020765,0.003510104,-0.034375606,0.042770735,-0.040869385,-0.004125959
0.04,-5.3795E-05,-1.02604E-05,0.027022325,0.00124132,0.017095161,-0.05493349,0.080473004,-0.018780333,4.49802E-05,-6.95361E-05,0.02888582,-0.018438266,-0.003080179,-0.02078911,-0.020400652,0.017351223,-0.021499171,0.02880004,-0.020867564,0.013824347,-0.010570381,-0.007893162,0.018492022,0.076557654,0.036931977,0.006841529,0.011735989,0.0392074,-0.014346614,-0.001978337,-0.0018418,-0.000949444,0.021349026,-0.003511938,0.024958021,0.024292575,0.004625859,0.012863509,-0.053091675,0.010682696
0.05,-0.000129632,3.51104E-05,0.00894066,-0.013559705,-0.015764641,-0.075380268,0.08669859,-0.022411924,1.28011E-05,-1.1035E-05,-0.008498214,0.010553433,0.007837485,-0.018225633,0.008377425,-0.005048679,-0.022750392,-0.06659791,0.001168034,-0.027984735,0.000797417,0.017743511,-0.004518232,0.041828651,0.039449677,0.011724341,0.049943997,0.01161951,-0.047839656,-0.001971588,-0.001848552,-0.000962204,-0.000318454,0.002494302,0.031000501,0.038941012,0.060701909,-0.019424089,0.010453552,0.014379137
0.06,-9.92966E-05,5.21245E-05,0.029433214,0.009877795,-0.071741509,-0.104738178,0.080473004,-0.017529112,-6.4806E-05,1.34979E-05,0.019242265,0.035936428,0.033327292,0.02546028,-0.005996355,-0.009992527,-0.056624904,-0.05588624,-0.004952647,-0.029251214,-0.005519721,0.040935917,0.036375322,0.05141117,0.000509248,0.016622412,0.040758206,-0.026771604,-0.004428401,-0.001979087,-0.001837299,-0.000959202,0.003496243,0.026518789,0.010431654,0.037720309,0.049715581,0.036545149,0.041009277,0.019322985
0.07,-3.48361E-05,2.56582E-05,0.037878954,0.017278307,-0.048616814,-0.103456439,0.061918316,-0.005352598,-3.26251E-05,-5.25515E-05,0.067490556,0.014177395,0.010256003,0.021615065,-0.005996355,-0.018720554,-0.069167628,-0.023598642,-0.02209399,-0.04064953,0.033619073,0.017743511,0.073423662,0.062153358,-0.003259673,0.014165747,0.027544094,0.024864139,0.012939916,-0.001988837,-0.001829796,-0.000947943,0.022630764,0.003695455,0.010431654,0.0181738,0.025347295,0.041550032,0.022675842,0.010682696
0.08,-8.22339E-05,-5.94121E-05,-0.022408522,0.00742113,0.006139351,-0.074098529,0.028471051,-0.018780333,9.23007E-05,-6.01004E-05,0.056626298,0.010553433,-0.012800027,0.010048903,-0.00718654,-0.021222995,-0.044112697,-0.041085214,-0.00372813,-0.048256036,0.071491387,0.000652714,0.036375322,0.002277869,0.01433371,0.017843115,0.055223538,0.038047732,-0.020553126,-0.001986587,-0.00184105,-0.000935935,-0.02583115,-0.011920485,0.003198988,0.031616793,0.00096375,0.010422102,0.004342407,0.018083208
0.09,-7.09625E-07,-0.000138811,-0.038086928,0.040731066,-0.032801079,-0.098329486,0.021024762,-0.002911192,0.000109336,-3.74543E-05,0.020447709,0.01297958,0.006616782,0.001046217,-0.03239406,0.006120755,-0.044112697,-0.023598642,0.00483968,-0.006446954,-0.004268501,0.02506773,0.023618975,0.016621131,0.059545502,0.033712256,0.044664456,-0.007545529,-0.015586391,-0.001981337,-0.001839549,-0.000950946,-0.033491062,0.03252503,0.016504652,0.049942599,-0.016095576,0.030319563,-0.007872254,0.021787279
0.1,7.32309E-05,-6.50834E-05,0.014960253,0.045659655,-0.065653252,-0.172426166,0.047025738,0.006823915,5.44443E-05,1.34979E-05,0.019242265,0.017808987,0.041818808,0.019036329,0.003586165,0.02974136,-0.042800441,-0.00345704,-0.007399776,-0.000114557,-0.043407295,0.029950542,0.069578447,0.081318397,0.09094809,0.020284522,-0.010663913,0.000816287,-0.014346614,-0.001977587,-0.001835048,-0.000968208,0.018785549,0.042135206,0.060022718,0.014511691,-0.025845943,0.035324446,-0.02253595,0.010682696
