Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,-8.36665E-05,0.002648856,-0.029285577,0.01899032,-0.00205793,-0.093899559,-0.001717313,0.052879566,0.016108692,-0.001662634,0.067159323,-0.008146272,-6.53851E-05,-8.87294E-05,-0.003776724,0.026653535,-0.001579778,0.027311152,-0.02065595,-0.016541539,-0.043980945,-0.006194375,-0.021970807,0.033547488,0.011680831,-0.011463421,-0.019535236,-0.039064322,-0.003240597,-0.048605139,0.027820009,-0.028360887,9.78346E-06,0.013027451,0.007722269,0.009621577
0.02,-6.47171E-05,0.007661368,-0.013340142,0.007576746,-0.00206469,-0.095120263,-0.033158048,0.003494496,-0.007267773,0.002029993,0.038900046,0.001680388,2.36866E-05,-6.22394E-05,0.023235148,-0.001308196,-0.001578277,0.017087763,-0.045207342,-0.040818272,-0.053704609,-0.015822671,-0.01172453,0.010735598,0.021415938,-0.013973492,0.000713178,0.000364389,-0.003246597,-0.012075598,0.038806337,0.005742507,-3.36348E-05,0.064703248,-0.018415083,-0.009148641
0.03,5.0874E-05,0.023950125,-0.008426812,-0.035529333,-0.002061686,-0.04122622,-0.044037564,0.016845936,0.003779591,-0.022597693,0.055562643,-0.021657929,-6.15928E-05,-1.30441E-05,-0.005005056,-0.017833464,-0.001583528,0.006894892,-0.007159551,0.003687801,-0.002652515,0.008286216,-0.021970807,-7.14389E-05,0.026268233,0.0035703,-0.008823566,0.00652894,-0.003251847,0.033258265,0.048541445,0.04111238,-7.51718E-05,0.055088303,0.010212313,-0.016655965
0.04,5.84538E-05,0.007661368,-0.025608208,-2.21311E-05,-0.002055677,-0.01803286,0.004325168,0.036865467,0.027156055,-0.016433142,0.010640768,-0.040086732,-6.34889E-05,2.10144E-05,0.002364939,-0.003850691,-0.001585779,-0.002046758,-0.008387884,0.034705104,-0.028180469,0.043228843,-0.0040341,-7.14389E-05,0.044517745,0.022372943,-0.025501422,-0.026765738,-0.003248097,0.011850184,0.043658632,0.020894484,-3.74122E-05,0.008220933,0.03759421,-0.00289063
0.05,3.19246E-05,0.005155112,-0.029285577,0.0202568,-0.002069196,-0.048611473,0.00189902,-0.001838451,0.001338184,-0.002883337,-0.042032572,-0.022890077,-4.73738E-06,-0.000109543,0.039195841,0.027925737,-0.00159103,-0.023775274,-0.069751104,-0.00574976,-0.043980945,0.002258994,0.015176715,0.00713071,0.026268233,0.011092883,-0.004047565,-0.002107535,-0.003248097,-0.003256018,0.025378603,0.000691847,2.22857E-06,-0.014611938,-0.010947813,-0.00789742
0.06,1.866E-05,0.013925101,0.007518623,-0.012702185,-0.00207896,-0.054714989,-0.018654569,-0.005843883,-0.00238496,-0.029982947,-0.011209818,-0.005689607,-0.00010139,-6.79158E-05,0.009731119,-0.007663481,-0.00159478,-0.033937628,-0.066066106,-0.048909245,0.02652229,-0.011000893,-0.000196515,0.014336673,-0.000480424,-0.025253552,0.006664105,0.004057016,-0.003248847,0.016885584,0.007068056,-0.01194243,8.52951E-05,0.003414414,-0.047042478,-0.001639409
0.07,-1.1659E-05,-0.012384866,0.024700019,0.013924402,-0.002063188,-0.068203759,-0.005356534,-0.023200756,-0.025761425,-0.054610632,0.008077292,-0.010602937,-0.000118444,2.09315E-06,-0.023422415,-0.038171523,-0.001601532,-0.004579717,-0.040294011,-0.077229558,0.019224774,0.011902549,-0.005315838,0.010735598,0.02504753,-0.03277232,-0.026691608,-0.040315543,-0.003245097,0.029474085,0.008288759,-0.01067595,6.07566E-05,0.01663234,-0.018415083,0.048417048
0.08,-9.76394E-06,-0.057489846,-0.008426812,0.025322718,-0.002056428,-0.04122622,-0.001717313,-0.028541332,-0.041752636,-0.002883337,0.008077292,0.026250854,-9.45038E-07,-5.65629E-05,-0.014827902,-0.007663481,-0.001612033,0.022214716,-0.047656377,-0.059697209,-0.056134571,-0.011000893,0.004930438,0.015538302,0.02504753,-0.003944653,-0.039783649,-0.027986441,-0.003248847,0.033258265,0.00953998,0.049962477,-5.44033E-05,-0.017015197,-0.018415083,0.0571775
0.09,-1.5449E-05,-0.057489846,0.000163886,-0.012702185,-0.002059432,0.002780128,0.012778537,0.028854603,-0.008549511,0.040146448,0.020894674,0.026250854,5.02181E-05,-9.26014E-06,-0.04061144,-0.017833464,-0.001600781,0.006894892,-0.036616643,0.005034389,-0.063432087,-0.013411782,0.001085224,0.027546969,-0.013862382,0.007331592,-0.007618121,-0.02182189,-0.003248847,0.018136805,-0.02460919,0.052480177,-5.25146E-05,-0.025427558,-0.029616941,-0.00789742
0.1,-9.76394E-06,-0.017397378,0.032054756,-2.21311E-05,-0.002053424,-0.047329735,0.018828647,0.014175648,-0.00604707,-0.02629032,0.004232077,-0.058515534,9.43684E-07,5.31799E-05,-0.036926443,-0.015290968,-0.00159028,-0.040376837,-0.032931646,-0.001706181,-0.01966988,0.020325401,0.030549945,0.032345858,-0.026023637,-0.012718457,0.017391034,-0.027986441,-0.003240597,0.003030604,-0.023388487,-0.042261644,7.89474E-06,0.011825822,-0.007213224,-0.065463109
