Time,B5408_18A,B7057_18A,B6181_18A,B5397_18A,B7036_18A,B7048_18A,B4546_18A,B7040_18A,B7050_18A,B7052_18A,B7038_18A,B7049_18A,B7033_18A,B7034_18A,B7053_18A,B7041_18A,A2149,B7044_18A,B7058_18A,B7047_18A,B4541_18A,B4526_18A,B7061_18A,B6876_18B,IW4-0624-0-CHAN-1,IW4-0624-0-CHAN-2,B5411_18A,IW4-0624-0-CHAN-4,B7045_18A,B7051_18A,B7043_18A,B7054_18A,B5398_18A,B4535_18A,A2148,A2147,A2146_18A,B5404_18A,B7055_18A,B5384_18A
0.01,0.019407316,0.016384853,-0.027902734,0.041605476,0.004965542,-0.00510622,0.008160074,0.011316256,-0.003094972,-0.028257297,-0.009905808,-0.005312701,0.05026315,0.078220047,0.002362084,0.009676402,-1.16141E-05,-0.01035332,-0.012829867,0.064389258,-0.019666267,0.030127323,-0.004487587,0.022566709,-0.001350987,-0.000939531,-0.007015575,-0.000857438,-0.015824173,-0.006695025,0.006342108,0.013458368,-0.020962802,0.005776608,-5.80378E-05,5.41428E-05,1.41116E-05,-0.002045516,-0.002106406,-0.007237983
0.02,-0.009614901,0.010296596,0.018804419,-0.002690788,0.007361172,0.003408184,-0.009357016,-0.045782133,0.043795287,0.027351452,0.008549698,-0.007767459,0.01586984,0.005160965,-0.015704322,0.033541148,-5.94331E-06,0.033683546,0.021288785,0.001095801,-0.050305916,0.101904667,0.005285668,0.033614072,-0.001345737,-0.000973327,-0.034878124,-0.000860441,0.003951217,-0.009105914,0.02697199,-0.025581244,0.036684903,0.00965234,-1.17865E-06,0.000105366,3.48987E-05,-0.034642104,0.036605141,0.008905815
0.03,-0.020997957,-0.001864659,0.00946604,0.0022378,0.000172375,0.000997296,-0.041888754,-0.005697294,0.045000731,0.011636807,-7.15183E-05,-0.033540984,-0.018523471,-0.028408371,0.004772973,0.012026255,-0.000143941,0.031242139,0.038317594,0.010830908,0.017382073,0.050024784,0.032202172,0.059370908,-0.001356989,-0.000965066,-0.017147411,-0.000863445,0.01878276,0.020908125,0.032953436,-0.006065253,0.041689786,0.014748776,-3.71892E-05,-3.50257E-05,-1.2338E-05,-0.047181014,0.025725625,0.018335747
0.04,0.011838957,-0.021334874,-0.041238916,-0.002690788,-0.023783924,-0.02097536,-0.01308016,0.036821322,0.002916991,-0.002870487,-0.028376572,-0.012676021,0.022003873,0.017123856,-0.003665138,-0.011869008,-0.000102352,0.020255811,-0.007947055,0.03638938,0.056993889,0.038794315,0.017523216,0.025008115,-0.001354738,-0.000941033,0.014529835,-0.0008687,0.016310836,-0.000698321,0.012384588,0.039077874,-0.01846036,0.017312252,-9.78406E-05,-8.62503E-05,-7.84693E-05,-0.02460945,-0.022659995,0.042566704
0.05,0.029508634,0.010296596,-0.010553491,-0.008809563,-0.00821233,-0.002634296,0.040691813,0.004022555,-0.034352601,0.024934841,-0.004984848,-0.001630565,0.031830533,0.017123856,-0.033770729,-0.001096303,5.26583E-05,0.000663526,-0.02375516,0.025441199,0.01225512,0.121802128,0.034651207,0.006606015,-0.001354738,-0.00095305,0.010730397,-0.000865697,-0.005936478,-0.025921099,-0.00452215,0.017120477,0.025393399,0.016030514,-1.25482E-05,6.17312E-05,-1.80079E-05,-0.01081932,-0.016602256,0.060083794
0.06,-0.015932039,0.048008693,-0.007883203,0.016993049,-0.004616978,0.026571026,0.010662516,-0.012983366,0.001719176,0.035814358,0.012242324,-0.031086226,-0.001342075,0.006320633,-0.001254249,0.015596812,4.32063E-05,0.006767042,0.024920377,0.014485388,-0.042676521,0.072241581,0.037092613,0.045882138,-0.001359239,-0.000956805,-0.013347973,-0.000864946,0.008895065,-0.025921099,-0.02997381,3.82626E-05,0.078005704,0.026253903,8.03233E-05,0.000139515,9.53602E-05,-0.028370742,0.005156777,0.018335747
0.07,-0.023500399,0.023678554,-0.007883203,0.018229011,-0.007012607,0.01442503,-0.024371664,-0.012983366,0.038988769,0.005592419,0.011013992,-0.032313605,0.026917203,0.027866043,0.026455712,0.014437144,-2.72482E-07,0.021476514,0.023699674,0.003537207,-0.050305916,0.012793339,-0.015504432,0.03729144,-0.001352488,-0.000950797,-0.026012767,-0.0008687,0.028670455,-0.017513506,-0.015508478,0.015899774,0.014132413,0.036507809,-2.20272E-05,5.41428E-05,2.73401E-05,-0.019593123,-0.000885703,0.006220268
0.08,0.015623136,0.007862819,0.010793555,-0.023580071,-0.003419163,0.015615216,0.009380777,-0.038488432,-0.000691712,-0.030673908,0.0257845,0.000824193,0.044129117,0.031467117,0.002362084,-0.002286489,-1.91765E-05,0.016563184,0.028582486,0.004750281,-0.003064705,0.050024784,-0.028955055,-0.006913272,-0.001358489,-0.000961311,-0.01841389,-0.00085894,0.037322189,0.031711347,0.008783514,0.011016961,-0.023495761,0.0429165,-8.07806E-05,-3.50257E-05,-8.22505E-05,0.0142585,0.018462441,0.01967852
0.09,0.021940275,0.041928066,0.001455176,-0.026051994,0.004965542,0.037587872,0.023113688,-0.029989286,0.006525695,0.012846066,-0.011149399,0.009415845,-0.006255405,0.032687821,0.001171898,-0.022641713,-6.64355E-05,-0.015236132,0.044390592,0.003537207,0.035204338,0.057349003,-0.013063026,0.007826718,-0.00136749,-0.000962062,-0.024746288,-0.000850681,0.05091777,0.0605352,-0.028814142,0.009796258,-0.004666415,0.024972164,3.86261E-05,-2.93353E-05,-5.01273E-05,0.007990953,0.011199258,-0.00186689
0.1,0.018156095,0.040714992,0.018804419,0.013315681,0.026530026,0.016835919,0.016888102,0.01617618,0.029368102,0.052738262,-0.036997788,-0.028631469,0.003571256,0.038669266,0.036099266,-0.02621227,-6.45449E-05,-0.021370165,0.016405973,-0.012286157,0.026293205,0.061133182,-0.010613991,0.036055478,-0.001351738,-0.00095305,-0.031078685,-0.000861192,0.015074874,0.01491142,-0.011785334,0.031761285,-0.022214023,-0.023642338,5.94747E-05,1.8095E-05,-1.61191E-05,-0.005802993,-0.017822959,-0.007237983
