Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,-7.67086E-05,0.055480014,0.046734526,0.07722776,-0.002066943,-0.031530482,-0.019633868,-0.002095987,0.036636469,0.042545697,-0.00323067,0.038279672,6.68773E-05,3.47081E-05,0.019712201,0.003572799,-0.00159103,0.024318579,0.034865755,-0.030412732,0.044118823,0.019357045,-0.003639452,0.001174118,0.03760124,0.073209011,0.015215903,-0.038174716,-0.003221098,0.056963273,0.000137679,0.027819568,-3.38272E-05,-0.014257039,-0.01625606,0.025416403
0.02,-8.04986E-05,0.069261562,0.036923125,0.048083473,-0.00207145,-0.031530482,0.00696983,-0.071508218,-0.011276129,0.015446088,0.018619916,0.007567544,5.36153E-05,4.98449E-05,0.033216229,0.004843093,-0.001585779,0.051113013,0.086409944,-0.020975171,0.019807758,0.021783193,0.009170301,0.01197734,-0.030513995,0.059422695,-0.009793253,-0.028317538,-0.003201599,-0.00474327,0.04158055,0.015185291,0.000109656,0.009777461,-0.010032739,0.006646185
0.03,-6.5339E-05,0.014135372,0.034451201,-0.003903222,-0.002058681,-0.027868373,0.034771344,-0.03279667,-0.050643804,0.014225385,-0.00323067,0.041964669,-1.46097E-05,-0.00012423,0.043039074,-0.001512193,-0.001578277,0.066463355,0.036094088,0.019483508,0.013730945,0.037438711,-0.012603991,0.01197734,-0.000103228,-0.013273991,0.016406088,-0.01720914,-0.003197099,-0.043775253,0.035477034,-0.010083264,9.07763E-05,0.014584456,0.013615821,-0.009621591
0.04,3.88825E-05,-0.018439282,0.041821196,0.021472145,-0.002054926,-0.01682101,0.032352826,0.044618796,-0.029769781,0.040073773,0.007023236,0.041964669,-7.71499E-05,-5.23296E-05,0.025850049,-0.009141587,-0.001576777,0.063899878,0.002959627,0.00869173,0.002790393,0.010934194,-0.017730944,0.005980636,0.012058027,-0.012018955,0.04738143,-0.002438632,-0.003211349,-0.027417831,-0.003524431,0.008883411,-5.50386E-06,0.001365577,0.008637224,0.011651068
0.05,5.78316E-05,0.02916957,0.0528533,0.03287046,-0.002067694,-0.002172572,0.004551312,0.017923544,0.046524164,0.057316205,0.063541791,-0.015770774,-2.5983E-05,8.01189E-05,0.001294842,-0.015496873,-0.001570026,0.044734839,0.025046724,0.00869173,-0.009363232,-0.013174693,0.000205762,-0.018044327,-0.021984332,0.014298641,0.037859946,0.001253995,-0.003210599,-0.00852745,0.011093489,0.039187366,-5.45883E-05,0.022996818,0.004903232,0.022913962
0.06,-4.44949E-05,0.022905361,0.032009795,0.022708107,-0.002075956,-0.00333224,-0.028087237,-0.019452859,0.060073969,0.067142865,0.057072064,0.003882546,2.13952E-05,-5.6114E-05,-0.025717029,0.006113387,-0.001576027,0.035823706,0.025046724,0.020833911,0.002790393,0.031426748,0.004043348,-0.030052994,0.014499433,-0.018286503,0.030703574,0.012362393,-0.003206849,0.017916031,0.002579085,0.012652332,6.24529E-05,0.035014068,0.008637224,-0.009621591
0.07,-2.74405E-05,-0.042243947,0.005016997,0.040484596,-0.002069948,-0.005834681,0.010593793,-0.004766275,-0.018722418,0.059788129,-0.008357623,0.034594674,-5.06221E-05,7.82269E-05,-0.020807514,0.063307143,-0.00159178,0.001338843,0.022590059,0.015439929,-0.003286419,0.054314931,0.015571363,0.001174118,0.01327873,-0.008257664,0.036654501,0.006197843,-0.003216598,0.015398331,-0.030349382,0.015185291,7.75627E-05,0.004970942,-0.018745388,-0.033400507
0.08,2.56179E-05,-0.008416165,0.005016997,0.037936378,-0.002056428,0.010095494,0.037197492,0.015253256,-0.042037847,0.036381146,-0.016109088,-0.002259116,-3.73526E-05,1.76789E-05,0.020940533,0.048055984,-0.001576027,-0.043308374,0.027503389,0.016786518,-0.030027447,0.003686269,0.04119087,0.009574081,0.001117475,0.048138821,0.018786459,-0.023404208,-0.003211349,0.020433732,-0.029159196,0.039187366,-4.70408E-05,-0.014257039,-0.028702702,-0.01212594
0.09,-8.04986E-05,0.036687385,0.019741728,0.030322242,-0.002055677,0.011316198,0.009380719,0.003244589,-0.000228765,0.021610639,0.014774701,-0.004715781,3.84533E-05,-0.000145044,0.018483868,-0.029477738,-0.001565525,-0.00378811,0.018912691,0.049154224,-0.017873822,-0.025229136,0.030944593,-0.013230179,0.015704877,0.036858761,-0.012173624,-0.027096835,-0.003197849,0.058214493,-0.019363054,3.33131E-05,3.22482E-05,-0.017862405,-0.006298746,0.024165182
0.1,-9.9448E-05,0.02541114,0.051647856,0.037936378,-0.002068445,-0.004613978,0.042034528,0.001901816,-0.005111578,0.016697308,0.003178021,0.038279672,-1.34767E-06,-6.91877E-06,-0.018350849,-0.019307755,-0.001586529,0.049861792,0.025046724,0.066686572,0.011300983,8.51949E-05,-0.003639452,-0.016838883,-0.017132037,-0.013273991,0.005694418,0.003725919,-0.003202349,0.055696793,-0.021834978,0.002566272,5.49054E-05,-0.007046308,0.009881888,0.014153509
