Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,0.022251391,0.125688626,0.045542027,-0.002529301,-0.018683694,-0.009351095,0.006283673,0.018257835,-0.058799452,0.02693351,-0.011200767,0.047777656,0.021950346,0.052131248,0.032179572,-0.007285609,0.009746581,-0.01324856,0.002076943,0.025189957,0.042825393,-0.02530245,0.059479925,0.007846454,-0.008068749,-0.018191887,0.035894365,0.007972486,0.051635513,0.038640445,-0.00305673,-0.002341096
0.02,0.022251391,0.104021145,0.021020915,-0.002522534,-0.028479836,0.020037333,-0.011340228,0.000191428,-0.085471816,0.006181557,0.016455789,0.024748329,0.017021757,0.05078466,0.01040528,-0.033095851,0.015827208,-0.019191858,0.010698158,0.016298851,0.035230331,-0.046557943,0.002412053,0.003055194,-0.020077416,-0.003078056,-0.015893965,-0.010460131,0.032378921,0.012132114,-0.003064987,-0.002322331
0.03,0.032078051,0.060564114,0.003855969,-0.002534564,-0.001532815,0.008532206,0.011311444,0.015633323,-0.069724745,0.014726479,0.02147593,0.074644569,0.04055081,0.034606529,-0.00168731,-0.013427272,0.037712126,-0.014436838,0.032884438,0.022649368,-0.007807084,-0.006549398,-0.005034236,-0.031711957,0.025550178,0.035961556,-0.007463484,0.007972486,0.007964858,0.029805606,-0.003060483,-0.002330588
0.04,0.029621386,0.03376968,0.02347305,-0.002555616,0.007073142,0.017443339,0.022633466,0.019478538,-0.039390273,0.033037026,0.006400247,0.093840126,0.036842924,0.035956932,0.029761054,0.00746964,0.025554686,-0.002550242,0.011918861,0.015028557,0.012445144,0.030941446,0.050812932,-0.014927289,0.055564216,0.009518074,0.046735735,0.039588697,-0.00491356,0.052529758,-0.003062735,-0.002341847
0.05,0.002598071,0.042680813,0.021020915,-0.002544338,-0.01621177,0.064715068,-0.037753192,-0.00109031,-0.080619521,-0.001142662,0.031531472,0.058012489,0.049202543,0.034606529,0.027342536,0.0172963,-0.006061525,0.028358343,0.005769569,-0.01164476,0.036494903,0.024700602,0.037141057,0.019839862,0.023146918,0.006992745,0.058778734,0.036964185,0.007964858,-0.004282528,-0.003070992,-0.002339595
0.06,0.033314013,0.050371243,0.016116406,-0.002535316,-0.041968606,0.032793681,-0.049067584,0.020821311,-0.078178115,-0.051222008,0.031531472,0.072092537,0.039299589,0.004951072,-0.024689934,-0.012198939,-0.001197786,0.065210226,0.030427773,0.004867634,0.017509155,0.003445108,-0.013701228,0.013843158,0.002742103,0.044773506,0.028673143,0.009254224,0.011779556,-0.035837704,-0.003067239,-0.002337343
0.07,0.043140673,0.027360989,0.014890458,-0.002543586,-0.048102639,0.003405253,0.023892316,0.059456565,-0.036979384,-0.014570396,-0.009941916,0.051615242,-0.016440767,-0.023353981,-0.039208672,-0.024482265,-0.004844636,0.042623403,-0.001630943,0.023920139,0.014978103,0.014690836,-0.005034236,-0.012531659,0.045962623,0.018330025,0.016626329,0.022437818,-0.002350083,-0.005545193,-0.003061984,-0.002329087
0.08,-0.001094556,0.029924465,0.017342593,-0.002538323,-0.006415627,0.054491679,0.036465558,0.036263206,-0.084251113,0.044038612,0.000113626,-0.014913078,0.019478422,-0.024704384,0.007979133,-0.012198939,-0.017005891,0.002204779,-0.053404015,0.011218151,0.009914092,0.049694498,0.007355901,-0.034107587,0.053164771,0.005726265,0.011804552,0.051490552,0.006652603,-0.003019864,-0.00306874,-0.002328336
0.09,0.016102099,0.03376968,0.02347305,-0.002522534,0.009514549,0.064715068,0.016339215,-0.007499001,-0.126701064,0.019609291,0.027762551,-0.012353417,0.082665068,0.030566765,0.038237312,0.005012975,0.004882842,-0.016815302,-0.021345299,-0.014185349,-0.020466157,0.025951822,0.007355901,-0.026913068,0.013545325,0.042248177,-0.014692335,0.046241529,0.005370864,0.004556125,-0.003073995,-0.002336592
0.1,0.023487353,-0.013471531,0.014890458,-0.002517271,-0.023566506,0.011065165,0.035206708,-0.002433083,-0.075767226,-0.020689171,0.003890176,0.006834511,0.041771513,0.060222221,0.024924018,0.035736546,0.015827208,-0.014436838,0.02302726,-0.02688686,-0.012871094,-0.006549398,0.018525335,-0.00294151,0.009944251,0.043507027,-0.012285261,0.010596998,-0.003601304,0.051267093,-0.003076247,-0.002327585
0.11,0.002598071,-0.012250827,0.035733487,-0.002518774,-0.028479836,0.009813944,0.013829145,0.004036643,-0.035758681,-0.003584068,-0.018730979,0.011953834,0.008339506,0.008998466,0.009199836,0.023445592,0.004882842,0.015281561,-0.013960045,0.00359734,0.026368789,0.012188395,0.017243596,-0.011333844,0.020747474,0.034702706,0.023851366,0.015907056,-0.00491356,0.051267093,-0.003081502,-0.002326084
0.12,0.014881396,0.041399075,0.052898194,-0.002519526,-0.018683694,0.025103251,-0.005038348,-0.01268699,-0.066093154,0.050142128,-0.012451987,0.028585914,0.028160673,-0.02065699,-0.010171197,-0.015891566,-0.003631563,0.020036581,-0.000394981,0.032811245,0.032699279,0.038448771,0.025971624,-0.020916364,0.024348548,0.042248177,0.02625844,0.058082349,-0.002350083,0.010869449,-0.003080001,-0.002335842
