Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,0.035928668,0.033601241,0.045104103,-0.002533812,0.019892103,0.010864724,0.012959546,0.068883532,-0.003878411,0.033349423,0.02619241,-0.023244377,-0.027307552,0.003580664,0.0245133,-0.025656095,0.018136381,-0.014219997,-0.012749242,0.014602181,-0.027234338,0.01165783,0.035888672,-0.000233448,0.027696136,0.035923377,-0.021173176,0.020655582,0.004153144,0.011449255,-0.003074746,-0.002347101
0.02,0.076471271,0.038728194,0.008322315,-0.00253306,-0.004613512,-0.026153099,-0.009692127,0.048314684,-0.030550775,-0.010611148,0.02367471,0.003622536,-0.016168636,0.003580664,0.030555781,-0.015821805,-0.013476015,0.020255329,0.006980372,-0.024773125,-0.001918099,0.0279237,-0.017456055,-0.003834522,0.020493988,0.039707557,-0.017556843,-0.017613461,-0.020260918,0.025334753,-0.003070242,-0.0023456
0.03,0.019952716,0.057893233,0.004643993,-0.002536068,-0.020543688,0.017242898,0.005398816,0.046971911,-0.063296136,0.027230649,0.019905789,0.03689051,-0.021097225,0.018412207,-0.003318731,-0.007215848,-0.015909792,0.023820164,0.037787867,0.015872475,-0.020905755,0.031662103,-0.024902344,-0.026615894,0.014489654,0.025844947,-0.036832508,0.019312808,-0.016385186,0.011449255,-0.003069491,-0.002338094
0.04,-0.046361981,0.011872725,-0.001485749,-0.002527797,-0.027898424,0.0708928,0.007924145,0.039281481,-0.030550775,0.082192807,0.02619241,0.024096016,-0.023599666,0.014364813,-0.02751917,0.003839145,0.021783232,0.026198627,0.030387354,0.038734909,-0.057612679,0.01292431,0.018554688,-0.005039966,0.009690765,-0.025783166,-0.007928547,0.025904605,-0.024075616,-0.031473719,-0.003081502,-0.002335091
0.05,-0.034093915,-0.000883623,-0.057884617,-0.002524789,-0.026677721,0.045349587,0.011700696,-0.016077406,-0.003878411,0.038232236,-0.02533652,0.012579445,-0.01864056,-0.016637231,-0.010581915,-0.028120389,0.049752592,0.022631885,0.024222803,0.010791298,-0.031029961,-0.024581794,0.022277832,0.030932629,0.004884247,-0.059787377,0.017370525,-0.009678891,-0.013821709,-0.013800227,-0.003086006,-0.002343348
0.06,0.024881305,0.061677413,-0.068919106,-0.002542834,-0.000920885,0.021088112,0.029309338,-0.021265394,-0.042681512,-0.002081485,-0.041671054,0.013857368,-0.026056331,-0.026074792,0.020881709,-0.051466336,0.024217009,0.019067051,0.008201075,0.017141815,-0.00065162,-0.00207508,0.022277832,0.002162182,0.013291839,-0.015704736,0.005323711,-0.022862485,-0.033108819,0.013970769,-0.003071743,-0.002342597
0.07,0.043298664,0.043794112,-0.0260071,-0.002550353,0.028467542,0.027466286,0.019246167,0.004491442,-0.048739251,0.027230649,0.002312405,0.029211525,-0.008737606,0.006277655,0.016037043,-0.023207059,0.005978941,0.05354047,0.002051783,0.042545792,-0.008246682,0.015426751,0.043334961,-0.002629078,0.003678802,0.011997596,-0.00190514,-0.025486996,-0.052365411,-0.017588221,-0.003062735,-0.0023456
0.08,0.018732013,-0.030302568,0.008322315,-0.002535316,0.035822279,0.015991677,0.004155225,-0.010950452,-0.011156854,0.027230649,0.02493356,0.033052925,0.017293888,0.026499365,-0.011787359,0.00137485,0.005978941,0.036896946,0.026694727,0.038734909,0.008208015,0.009170648,0.040893555,0.036929333,-0.002317902,0.015774146,0.00653297,-0.014927914,0.0183133,-0.007490717,-0.003076998,-0.002360611
0.09,0.02242464,-0.007231279,0.008322315,-0.002528549,0.019892103,0.000641335,0.023022717,0.019933337,-0.013567743,0.00037518,0.040016873,0.007463936,0.027212101,-0.000462915,0.001518305,0.013673434,-0.02563727,-0.004709957,0.030387354,0.009521958,0.041119315,0.041671869,0.018554688,0.003359997,0.006089691,0.014507667,0.000509563,0.003504703,0.029879462,0.013970769,-0.003082253,-0.002356858
0.1,0.00768465,0.024629073,0.01200016,-0.002534564,-0.013188952,0.00448655,0.033078259,0.07407152,-0.026919183,-0.022833438,0.043778165,-0.002774712,0.030919987,-0.020684625,-0.004524175,0.035791049,-0.035364748,0.020255329,0.000815821,-0.009530548,0.020867088,0.041671869,0.019775391,-0.024220264,-0.002317902,0.006962195,-0.013948139,-0.009678891,-0.03436004,0.034169591,-0.003066489,-0.0023456
