Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,-2.47049E-05,-0.000222308,0.023367845,-0.00912196,0.002127727,0.025459115,0.00415505,-0.010556985,-0.000382108,-0.000208071,-0.03133034,0.013641357,-0.038466829,-0.003177412,-0.013492469,-0.078254931,-0.085047132,-0.036050578,-0.000226785,-0.073103461,-0.011802095,-0.023913961,0.041740186,0.037434433,0.017099279,-0.028848663,-0.002951586,-0.013678398,-0.043129943,-0.001973838,-0.001829796,-0.0009577,0.010552093,-0.019797842,0.035746101,-0.013745373,-0.021654534,0.055167921,0.001497615,-0.013799378,,,,
0.02,-0.000185857,-0.000256336,0.006491625,0.003207141,-0.022210041,0.017768685,0.021489034,-0.071470071,-0.00048432,-0.000121263,-0.0542643,0.005187988,-0.037246126,-0.018604047,-0.032718543,-0.063301318,-0.07625807,-0.069650432,-0.032052804,-0.12376264,-0.016852755,-0.014150244,-0.011940234,0.015827988,0.057290929,-0.01174356,-0.000327074,-0.002875175,-0.014599822,-0.001977587,-0.001829046,-0.000960703,-0.007270172,-0.008986036,-0.00291967,-0.005200452,0.001508308,0.020316846,-0.005830418,-0.00886316,,,,
0.03,-5.88313E-05,1.3998E-05,-0.012795485,0.024187976,0.03863438,-0.014152702,0.066166769,-0.086118509,-2.81493E-05,0.000144824,-0.019275896,-0.034683228,-0.004493135,0.022518389,-0.065097693,-0.077034228,-0.091333753,-0.044107219,-0.027158548,-0.144041571,0.014702421,-0.032458883,-0.045173876,0.017048691,-0.01555453,0.001684174,0.004952467,0.065545235,-0.030724547,-0.001984337,-0.001824545,-0.000966707,-0.032782868,-0.024602453,0.009134773,-0.01252467,0.006360603,-0.013252489,-0.043717991,-0.006391236,,,,
0.04,0.000212284,0.000282442,-0.029686964,0.018023425,0.004561504,-0.033317741,0.069828878,-0.058072855,0.000299311,0.000229745,-0.014454119,-0.033477783,-0.004493135,0.017376177,-0.061496619,-0.075752489,-0.091333753,-0.009164592,0.00222225,-0.113630804,0.036171537,-0.008046728,-0.042579882,-0.015299942,-0.023092372,-0.006860748,0.010232008,0.08715168,-0.060494445,-0.001987337,-0.001832797,-0.000964455,-0.023841217,-0.045024435,0.055094246,-0.008862561,-0.018007683,-0.002083056,-0.035157811,0.018282226,,,,
0.05,0.000240723,0.0002314,-0.010384596,-0.000485486,-0.04654781,-0.028190788,0.045048604,-0.034910013,-4.14002E-05,1.83853E-05,-0.02893471,-0.000854492,-0.019042391,-0.014743574,-0.044711951,-0.060859911,-0.078760511,0.005605916,0.004671286,-0.07563642,0.037438017,0.005382914,-0.015754931,-0.047648574,-0.008016688,-0.006860748,0.029976881,0.031914864,-0.055533431,-0.001986587,-0.001828296,-0.000948694,-0.008551911,-0.034212629,-0.012593743,-0.025967663,-0.036287712,-0.019539111,0.006391872,0.030626586,,,,
0.06,-6.64151E-05,-0.000152362,0.00528618,-0.018994397,0.005774578,-0.012870963,0.041386495,-0.023954202,-0.000575177,-0.000364704,-0.051853411,-0.023803711,-0.033606905,0.014797442,-0.049503211,-0.067024462,-0.066187269,-0.007821818,-0.002675821,-0.056623968,0.031120878,-0.01536904,-0.009376757,-0.048869277,-0.064535243,-0.004419341,0.040535963,-0.005255546,-0.048090957,-0.001981337,-0.001826045,-0.000953948,-0.048072174,-0.031810324,-0.031941887,-0.010083264,-0.02409594,-0.029426806,0.024713863,0.004717162,,,,
0.07,-0.000305299,-0.000462395,0.011313402,-0.020230359,0.037413677,-0.014152702,0.005375753,-0.025174905,-0.000596001,-0.00047227,-0.085621111,-0.038314819,-0.031188387,0.000667803,-0.039920691,-0.043403857,-0.039881117,-0.01725175,0.012018393,-0.045225653,-0.004233736,-0.006826025,-0.010627978,-0.063212539,-0.059515101,-0.031290069,0.010232008,-0.014838066,-0.02700331,-0.001975338,-0.001837299,-0.000965206,-0.054450348,-0.012589972,0.072000984,0.021685535,-0.015566277,-0.025703661,-0.002168309,-0.018735597,,,,
0.08,-0.000142251,-0.000296036,0.013724291,-0.00295741,-0.008820454,-0.028190788,0.002934347,-0.036130716,-7.35774E-05,-0.000125037,-0.068729632,0.000366211,-0.010550875,-0.03659416,-0.015903357,-0.004890673,-0.046106702,-0.029336711,-0.001447488,-0.045225653,-0.040839571,-0.003162008,-0.01450371,-0.074076797,-0.023092372,-0.069162383,-0.024008715,-0.032904472,-0.012120269,-0.001976837,-0.001835798,-0.000947193,-0.006018952,-0.004181425,0.03815699,-0.007641858,-0.028978752,-0.039436572,-0.038827549,0.018282226,,,,
0.09,0.000119385,8.77255E-05,0.00528618,-0.000485486,-0.048981586,-0.01921862,0.053715597,-0.025174905,0.000365562,0.000220309,-0.047016375,-0.004470825,-0.008132357,0.021221392,0.008083459,-0.006172411,-0.095117933,-0.030679484,-0.035730173,-0.064222845,-0.035788912,-0.000720602,0.004691846,-0.056071426,-0.026846034,-0.054498687,0.002327955,-0.022101249,-0.005917571,-0.001980587,-0.001831297,-0.000945692,-0.017493561,-0.012589972,-0.060964104,-0.008862561,-0.007036614,-0.009529345,-0.014382969,0.036791137,,,,
0.1,0.000180053,0.000250304,0.022162401,-0.011593884,0.006995281,0.002448861,0.025273214,0.006532858,0.000365562,0.000299569,-0.039783709,-0.040725708,0.002792936,0.044353716,0.021267053,-0.019783251,-0.100061781,0.001577596,-0.021035959,-0.094633612,0.002083403,0.02735557,0.049400098,-0.018901016,-0.001730067,-0.006860748,0.019448317,0.022332344,0.00896547,-0.001977587,-0.001835798,-0.000963705,-0.009833649,0.001824816,-0.022267815,0.004580432,0.041715217,0.016593702,0.008833278,0.023218444,,,,
