Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,-0.005077673,-0.013016312,-0.03432057,-0.002550353,-0.010445602,0.030568893,0.010397678,-0.009181044,-0.044316836,-0.052902674,0.018135805,-0.033425988,0.021037771,-0.010089191,0.011537353,0.041194119,0.018779218,-0.012336251,-0.017285834,0.020783622,-0.00774755,-0.051660982,0.042904961,0.00456909,-0.021279517,-0.007404357,-0.001379697,0.023229701,-0.036415624,-0.078310231,-0.003061234,-0.002341096
0.02,0.052646326,-0.024490922,-0.049033142,-0.002540579,-0.011635787,-0.028177445,-0.009728665,0.052647569,-0.024922915,-0.037033533,0.009339114,-0.010396661,0.040858938,-0.02761391,0.016366759,0.031359829,0.019996106,-0.0693984,-0.05425788,0.01697274,0.008707147,0.03210977,0.032956231,0.009367979,-0.010476294,0.027851076,0.009457858,0.043005092,-0.037697363,-0.05053542,-0.003076998,-0.002347851
0.03,0.040363001,-0.007889359,0.018399977,-0.002536819,0.032462113,-0.031992142,-0.016015286,0.04495714,-0.013997622,0.020354772,-0.017050962,0.003679572,0.043330862,-0.014136585,0.046624938,0.026446499,0.002971112,-0.052754875,-0.013593207,0.000461299,0.003645044,0.004598173,-0.030276191,0.005766904,0.005129632,-0.002368956,-0.043539732,-0.008447545,-0.038979101,-0.037908772,-0.003082253,-0.002344849
0.04,-0.016140295,-0.009171097,0.036790632,-0.002542834,0.007956498,-0.01539058,-0.029862637,0.025608995,-0.017629214,0.019134069,-0.001975279,-0.018075646,0.008647634,0.010128704,0.032090941,0.037509121,0.005404889,-0.028977867,-0.009885322,-0.041454594,-0.005216498,-0.035410372,-0.021609199,0.046530759,0.012335595,-0.014972716,-0.038717954,-0.041345494,-0.001717138,-0.045484761,-0.003069491,-0.0023456
0.05,-0.00385697,-0.011734574,0.01717379,-0.002542834,-0.0790186,0.008870895,-0.010987515,0.026890734,-0.066136904,0.013030554,0.009339114,0.002397834,-0.001270579,0.012825695,0.012742797,0.010470547,-0.009190143,-0.000449654,-0.060422431,-0.045265,-0.019140143,0.022100004,0.041684258,0.053725278,-0.00687522,-0.022518187,-0.00619766,0.000829799,0.053550196,-0.006349782,-0.003061234,-0.002352355
0.06,0.025623011,-0.053909867,9.08286E-06,-0.002549601,-0.025124557,0.007589157,0.016684299,-0.02724745,-0.087972231,0.016692663,0.003052492,0.033102332,0.006160451,-0.000655445,0.024835387,0.00677792,-0.037155688,0.005495552,-0.038236152,-0.007159989,-0.015340705,0.033345732,0.018063653,-0.025399172,-0.022481147,-0.065334349,-0.020647733,0.03244601,0.003440333,-0.008875112,-0.00306874,-0.002350854
0.07,-0.024746252,-0.073013871,-0.037998653,-0.002548097,0.044730179,-0.040933793,-0.026078457,-0.055567763,-0.044316836,-0.027267908,-0.001975279,-0.010396661,-0.003742503,-0.030310901,0.006685058,0.027674832,-0.022564471,-0.026601311,-0.013593207,-0.003349583,-0.002683539,-0.017908541,-0.024050605,-0.062569582,-0.005673591,-0.028820067,-0.008604734,0.044347865,-0.0261312,-0.034124593,-0.003073245,-0.002343348
0.08,-0.044399572,0.006148727,-0.039224602,-0.002529301,-0.021462448,-0.039652054,-0.049973721,-0.0233412,-0.028554507,-0.055359339,-0.013282041,-0.042382897,0.001216604,-0.0518792,-0.027181825,-0.017803989,0.001754224,-0.024224755,-0.032071601,0.003001411,0.004911523,-0.014154879,0.028012383,0.00217346,0.005129632,0.021549196,-0.01703903,0.03244601,0.009849024,-0.042959432,-0.003064237,-0.002344098
0.09,0.00596969,0.017684371,-0.007347322,-0.002533812,-0.064339645,0.035665328,-0.029862637,-0.004054091,-0.045507021,-0.039474939,-0.007003049,-0.034707726,-0.003742503,-0.022223743,-0.03203412,-0.026409946,0.022426068,-0.021846291,-0.046857368,0.005541522,-0.031797309,0.019597563,0.055356133,0.042929685,-0.002072516,-0.023777037,-0.039923399,-0.01632108,-0.010719823,-0.064420918,-0.00306874,-0.002351604
0.1,0.003513025,-0.021927445,0.001235031,-0.002544338,-0.003060348,0.059957321,0.002852207,-0.002711317,-0.021260805,-0.027267908,0.015618105,-0.057737054,-0.042164134,-0.0073922,0.016366759,0.044886746,0.01269859,-0.026601311,-0.035779487,-0.030023377,-0.06344213,-0.001657931,0.002011407,0.008170164,0.019541558,-0.072895079,0.00464371,-0.040063756,-0.008125829,-0.054323415,-0.00307925,-0.002350854
