Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,4.66701E-05,0.013382713,0.010025371,0.05058566,-0.002062437,-0.024727561,0.034834717,0.009930813,-0.013005613,0.008442653,0.008829131,0.025620701,-7.11197E-05,0.00010931,-0.022398971,-0.03656926,-0.001575277,0.022076789,0.028397189,-0.029255525,0.042738004,0.02858309,0.014129697,-0.008858426,0.02503842,0.006956755,-4.7029E-05,0.002632938,-0.003209849,-0.011072716,0.006144362,0.035034767,-0.000114554,0.008283844,-0.035411094,0.040035204
0.02,6.75142E-05,0.007118503,0.049286235,0.026507291,-0.002051922,-0.005074241,0.048132752,-0.00741843,-0.026494383,-0.00751804,0.008829131,0.017022373,-0.000116602,-0.000121529,-0.01257994,-0.018773698,-0.001564025,0.048932257,-0.04155673,-0.023861543,0.019643827,0.018939535,0.015411435,-0.017258389,0.021406828,0.013224303,0.013060271,0.008766971,-0.003213599,0.049382606,0.009806472,0.048920265,-3.14871E-05,-0.008540401,-0.046613072,-0.002512022
0.03,2.39309E-05,0.032175819,0.003876079,0.054400357,-0.002048166,-0.017342307,0.002196167,-0.000750339,-0.047429441,-0.014933812,-0.006612763,-0.022291897,-5.02729E-05,-0.000168832,-0.030997298,-0.035298966,-0.001572276,0.032300177,-0.003508939,0.005805358,-0.021684603,-0.025646647,-0.021736087,-0.030464871,-0.005357088,-0.044427217,-0.010773958,0.039589725,-0.003209849,0.001515785,-0.008473558,0.047653785,6.29043E-05,-0.008540401,-0.016741191,-0.036300703
0.04,-2.53375E-05,0.038440506,-0.012069355,0.060732755,-0.002054175,0.009574197,-0.024407531,-0.018099583,-0.004338621,-0.018626439,-0.036153779,-0.008780239,-8.62779E-05,6.57908E-05,-0.061690352,-0.04419484,-0.001583528,0.020825568,0.034531222,0.028731688,-0.004667238,-0.0461392,-0.03454584,-0.028069241,-0.015076936,-0.038159669,-0.020295442,0.021096073,-0.003216598,-0.053888878,0.006144362,0.01861631,4.02471E-05,-0.032575378,0.024332668,-0.005014463
0.05,-6.32365E-05,0.020900051,0.040695537,0.030291471,-0.002057179,0.015738747,0.020331238,-0.042124546,0.042353273,-0.013682591,-0.033590302,0.019479038,-4.83768E-05,-9.69317E-05,-0.023627303,-0.026399278,-0.001574527,0.014447394,0.023483859,0.019294127,0.024503752,-0.007564981,-0.039665164,-0.026863797,-0.029679597,0.024508177,-0.008378328,-0.014640011,-0.003221098,-0.006037316,0.037882643,-0.016753564,-5.6033E-05,-0.05060173,-0.008028541,0.008750872
0.06,-8.2833E-06,0.02967004,0.051742901,0.013827237,-0.002066192,-0.019783714,0.048132752,-0.006090916,0.009150148,0.004750026,0.011392608,0.052647831,2.36368E-05,5.63304E-05,0.014431932,-0.013688706,-0.001569276,0.008038703,-0.001059903,-0.041397706,-0.004667238,0.041842978,-0.006362857,-0.024468167,-0.015076936,0.037039458,-0.008378328,-0.006034054,-0.003203849,0.029225746,0.034190017,-0.025603661,-2.58284E-05,-0.025365123,-0.032921766,-0.002512022
0.07,2.01409E-05,0.012130062,0.006348003,-0.002667514,-0.002069196,-0.019783714,0.031210755,0.040631497,0.000544191,0.036762966,-0.007894501,0.077214481,-8.24892E-05,-4.96285E-05,-0.01503279,0.009188033,-0.001582778,0.000409308,-0.021918668,-0.071064607,-0.004667238,0.027377645,0.023094235,-0.032868131,0.022627532,0.014479338,0.007094084,0.030953251,-0.003199349,0.016637245,0.03541072,-0.020553002,-1.07186E-05,-0.020558128,0.003173436,-0.005014463
0.08,-2.91275E-05,-0.030467709,-0.00469936,-0.03307828,-0.002052673,-0.014900901,-0.011109497,0.004590237,0.020197512,0.044148219,-0.041280732,0.008420231,-0.000129867,-8.17949E-05,-0.016261123,0.023168899,-0.001584278,-0.011095819,-0.012099637,-0.006329194,0.018426939,-0.020824869,-0.028137149,-0.019661649,-0.018723787,0.005705535,0.0237872,0.0247887,-0.003215848,0.010335365,0.029307204,-0.015502343,-9.18964E-05,-0.015750656,0.011886086,-9.58042E-06
0.09,-2.72325E-05,-0.032973011,0.027191509,-0.01279935,-0.002049669,-0.028389671,-0.031663085,-0.042124546,-0.009282469,0.024464382,-0.005331025,-0.013693569,-0.000103336,0.000154721,0.014431932,0.018087722,-0.001579778,0.013135138,0.018578158,0.015246733,-0.001020388,-0.013592203,-0.046066226,0.017562167,-0.032105745,0.011973082,0.032118498,0.000130497,-0.003221848,-0.007288537,0.009806472,0.002182594,-6.35805E-05,0.017897835,0.009396757,0.008750872
0.1,-2.59828E-06,-0.000398358,-0.013290058,0.011279019,-0.002062437,-0.033272483,0.013075684,-0.019434727,-0.02527368,0.026936305,0.029397979,0.046502354,-7.4912E-05,-0.000108284,-0.016261123,-0.003522538,-0.001583528,0.029736701,0.007530795,-0.007679597,-0.016824679,0.002063314,-0.006362857,0.02596976,0.011671721,-0.020612062,0.0237872,0.01987537,-0.003206849,-0.011072716,0.009806472,0.011032691,-1.63848E-05,0.01309084,0.023088004,-0.020032926
