Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,-0.000107047,-0.000102757,0.003420743,0.027484778,-0.011054357,-0.032222401,0.022028143,0.006917549,2.70114E-05,-3.17405E-05,0.212880644,0.033496254,0.036506653,-0.009110769,-0.019238327,0.035559914,-0.044857398,0.057240881,0.064325118,-0.004538744,0.075199243,0.056995168,0.176024466,0.281855265,0.176450342,0.173544862,0.027255869,0.118064938,0.224548947,-0.001960339,-0.001844051,-0.000950195,0.029960919,0.053044936,0.075686806,0.019325256,0.071641391,0.030704355,-0.013541946,0.01000337,-0.002796729,-0.003346294,-0.003510276,-0.003057831
0.02,-2.74189E-05,-0.000108429,0.005831632,0.025012854,-0.065810521,-0.024531971,0.034357244,0.005666328,8.08321E-06,9.09235E-05,0.264745268,0.037112587,0.095970154,-0.028382619,0.007159378,0.025611184,-0.088772193,0.089497961,0.039840483,-0.019744127,0.02470791,0.052112832,0.163237601,0.279413859,0.157590479,0.141776063,0.02988038,0.080833492,0.2270285,-0.001966338,-0.001835798,-0.000944191,0.01848631,0.056647917,0.078097695,0.04499054,0.049699253,0.038150644,-0.007430801,0.033448499,-0.002781741,-0.003368793,-0.003502031,-0.00305258
0.03,1.80827E-05,-9.14147E-05,0.014277371,-0.00706112,0.001114527,-0.044917714,0.031915838,-0.017465996,-2.97732E-05,-6.75964E-05,0.234593901,0.069735878,0.066841125,0.010161082,-0.007244919,0.026831887,-0.083736793,0.089497961,0.014129424,-0.047614306,0.020908471,0.043567434,0.149168997,0.299860636,0.177701563,0.162528017,0.040408945,0.110862789,0.194782864,-0.001958089,-0.001833548,-0.000951696,0.024895001,0.055446765,0.076876992,0.098731995,0.076524204,0.076724863,0.013336411,0.055657666,-0.002786987,-0.003370293,-0.003505779,-0.00305258
0.04,-0.000122214,-0.000115991,-0.006222812,-0.031734582,0.027886073,-0.028316151,0.058038885,0.002034736,-3.35581E-05,-5.81607E-05,0.193578276,0.045581215,0.007385254,-0.001389821,-0.043225144,0.024390481,-0.036037818,0.031697668,0.037391447,-0.08434984,0.043644067,0.064319863,0.156828909,0.265070597,0.206586451,0.150336244,0.040408945,0.115623531,0.198498379,-0.00195059,-0.001835048,-0.000968208,0.041466046,0.063855311,0.073275917,0.040092468,0.120393222,0.069278574,0.002342454,0.080338758,-0.002801226,-0.003354544,-0.003496784,-0.003070581
0.05,-0.000139278,-1.39063E-05,0.019099149,-0.015712854,-0.011054357,0.025272716,0.080255682,0.044667793,-2.97732E-05,0.00017207,0.232167753,0.028659218,0.031654358,-0.021958669,-0.004834031,0.029334328,-0.062405005,0.002126134,0.058202528,-0.093222826,0.010822412,0.082630887,0.161925345,0.243525187,0.238004297,0.147879579,0.021976328,0.088035641,0.188576352,-0.001959589,-0.001837299,-0.000962204,0.080955792,0.084276339,0.099856728,0.002220154,0.096024936,0.035648203,0.013336411,0.069234174,-0.002798977,-0.003352294,-0.003496034,-0.003071331
0.06,-4.44817E-05,9.57398E-05,0.087832364,0.020069007,0.024231593,0.000980724,0.033258612,0.021535469,-6.95239E-05,0.000141876,0.241826567,0.069735878,0.092330933,0.015303294,0.035937454,0.067908547,-0.117611304,0.010213293,0.030044341,-0.090682238,0.000721093,0.067981973,0.188750296,0.271052043,0.236737818,0.157645204,0.02988038,0.095237789,0.145165097,-0.001960339,-0.001830547,-0.000946442,0.072044659,0.084276339,0.08899247,0.084075928,0.071641391,0.046878671,0.026787034,0.033448499,-0.002793732,-0.003357544,-0.003501281,-0.00305558
0.07,-2.36266E-05,-1.20158E-05,0.073367032,0.025012854,0.010849635,-0.050044667,-0.005315607,-0.005258965,-2.59883E-05,1.16633E-05,0.209264311,0.060069436,0.075340271,0.05000178,0.013140823,0.044287942,-0.135158912,0.039754308,0.012906813,-0.070418566,0.02722561,0.052112832,0.227110892,0.259089152,0.190259546,0.153983095,0.061466074,0.102439938,0.17121185,-0.001952089,-0.001823044,-0.000950946,0.050377179,0.089081904,0.046664589,0.075531006,0.060670322,0.043155527,-0.009879836,0.039616864,-0.002794481,-0.003363543,-0.003492286,-0.00305183
0.08,-2.17313E-05,-4.98248E-05,0.017886075,-0.010769006,-0.04390653,-0.042415272,0.022028143,-0.016245293,5.54056E-05,2.29859E-05,0.206853422,0.003291481,0.032867432,0.025587718,-0.010845994,-0.052696922,-0.127651587,0.067983068,0.033717894,-0.050147265,0.015873071,0.054553762,0.206664114,0.232721965,0.202832788,0.179648378,0.037784433,0.104820309,0.2270285,-0.00194984,-0.001833548,-0.000950195,0.064415265,0.093886992,0.051516884,-0.000228882,0.075288242,0.020694589,-0.03553749,0.058125776,-0.002794481,-0.003362793,-0.003495285,-0.003060831
0.09,-1.41476E-05,2.76837E-05,0.032366666,-0.032985803,0.014504115,-0.032222401,0.031915838,-0.017465996,2.70114E-05,3.99704E-05,0.238210234,0.00570237,0.030441284,-0.002686818,0.002368118,-0.051476218,-0.07873191,0.030354894,0.038615965,-0.078017443,-0.011913184,0.064319863,0.187499075,0.251887004,0.227948755,0.163763978,-0.007015372,0.102439938,0.214626919,-0.001957339,-0.001837299,-0.000941188,0.049125958,0.073465964,0.080508583,0.029098511,0.092362827,0.040653085,-0.05142189,0.050721448,-0.002792233,-0.003349294,-0.00350428,-0.003061581
0.1,-5.01692E-05,1.06696E-05,0.051661405,0.010211829,0.052223841,-0.036006581,0.01323908,0.008138252,-6.19504E-05,3.80831E-05,0.233388456,0.041949624,0.051071167,0.012724559,0.009539749,0.06912925,-0.056118384,-0.020701014,0.031268858,-0.074218004,0.02595913,0.070423856,0.182372122,0.268671672,0.194013208,0.14421747,-0.000423575,0.074852047,0.208424221,-0.001965588,-0.001828296,-0.000947193,0.042717267,0.055446765,0.084140175,0.079193115,0.047257846,0.045657968,-0.017211685,0.044553083,-0.002789235,-0.003348544,-0.003499033,-0.003054081
0.11,-8.61919E-05,-3.09203E-05,0.00824252,0.041049842,-0.001319249,-0.021968495,0.01702326,0.021535469,-3.35581E-05,9.65846E-05,0.159810575,0.035914772,0.049850464,0.021727244,-0.003643845,0.084082864,-0.095058814,0.030354894,0.048408293,-0.031150072,0.047428247,0.063099637,0.160643606,0.244684855,0.160108179,0.197958925,0.027255869,0.046043453,0.24315704,-0.001958839,-0.001821544,-0.000952447,0.073326398,0.051842829,0.059970253,0.057197571,0.005814975,0.018253183,0.028000107,0.044553083,-0.002794481,-0.003359044,-0.003499782,-0.003057831
0.12,-2.74189E-05,-6.30579E-05,-0.030339328,0.012668494,0.002335231,-0.019405018,0.014581854,0.030049873,6.48697E-05,5.88418E-05,0.116384062,0.004489296,0.02558136,0.01144282,0.014361526,-0.006676414,-0.1012844,0.111012853,0.043512129,-0.046347826,-0.011913184,0.071644082,0.150450735,0.209955851,0.1663948,0.184515932,0.031162119,0.073631344,0.217106472,-0.001956589,-0.001823044,-0.000950946,0.041466046,0.02661719,0.055148476,0.036430359,0.03019852,0.029483652,0.006012192,0.053189557,-0.002801975,-0.003358294,-0.003492286,-0.00305858
0.13,2.91614E-06,-0.00011221,0.020312223,0.01637638,0.051003138,-0.021968495,-0.008977717,-0.001627373,-5.16765E-06,-0.000118549,0.140523466,0.011744851,0.046211243,0.007597605,0.021533157,0.021888039,-0.076198951,0.086812414,0.021474623,-0.057753771,-0.035884742,0.10460402,0.159392386,0.195551554,0.178937525,0.100226381,0.01010499,0.118064938,0.148884426,-0.001970088,-0.001832797,-0.00095695,0.0070117,0.020610949,0.073275917,0.052314758,0.058228916,0.041873788,-0.012321243,0.051953595,-0.002799727,-0.003356794,-0.003478044,-0.003054081
0.14,-1.41476E-05,-8.38529E-05,0.050448331,0.036121253,0.038834254,0.007389415,0.003473455,-0.032083916,-5.6273E-05,-8.83551E-05,0.153783354,0.029872292,0.053497314,-0.006532033,-0.006054734,0.079077981,-0.087490455,0.039754308,0.032493376,-0.024810045,-0.003063086,0.118032231,0.155577689,0.200373332,0.156339258,0.088034608,0.012729501,0.082054196,0.161289822,-0.001974588,-0.001833548,-0.00095695,0.036369611,0.053044936,0.064822548,0.053535461,0.066758579,0.02698121,-0.025764236,0.007531446,-0.002793732,-0.003363543,-0.003491537,-0.003054081
0.15,7.30643E-05,1.6341E-05,0.019099149,0.002811316,0.021797816,0.016361583,0.026910955,0.011769844,6.86546E-05,7.77132E-05,0.156194242,0.009326332,0.013450623,-0.018113454,0.003558303,0.033057473,-0.088772193,0.023641027,0.037391447,-0.021010607,0.039844629,0.082630887,0.150450735,0.193171183,0.134992212,0.133215883,0.019351816,0.07607275,0.217106472,-0.001963339,-0.001832047,-0.000949444,0.065666486,0.049440524,0.050296181,0.03276825,0.077744907,0.021976328,-0.033096084,-0.003573138,-0.00279523,-0.003357544,-0.003505029,-0.00305858
0.16,8.82318E-05,8.77911E-06,0.040804776,-0.016933557,0.025452296,-0.028316151,0.007135565,0.020314766,4.78321E-05,3.24216E-05,0.151357206,0.000880593,0.017089844,-0.011689504,0.029956008,0.021888039,-0.057369605,0.015553869,0.033717894,-0.034941881,0.049961206,0.033801809,0.151701956,0.158381144,0.12493667,0.168646791,-0.007015372,0.107261715,0.191059719,-0.001964838,-0.001838049,-0.000950195,0.075889874,0.059050223,0.043063515,0.037643433,0.054582065,-0.002926016,0.010895005,0.048253339,-0.002793732,-0.003346294,-0.003502031,-0.003070581
0.17,-5.20664E-05,-0.000110319,0.019099149,0.020069007,0.002335231,-0.048762928,0.015802557,-0.01136248,-7.70937E-05,-2.23053E-05,0.140523466,-0.003964073,0.043785095,0.008879344,0.02754512,0.060462258,-0.059902564,0.029012121,0.03616693,-0.029875963,0.012073632,0.046008363,0.117217093,0.152399699,0.12241897,0.161307313,-0.025478506,0.041282711,0.161289822,-0.001967838,-0.001829046,-0.000951696,0.056755353,0.086679598,0.026126259,0.059646606,0.042375034,0.002078867,0.00478386,0.072930616,-0.002789235,-0.003362793,-0.003508028,-0.003069831
0.18,-7.67119E-05,-7.62911E-05,-0.0086337,0.044757727,0.035187403,-0.02581371,0.055475408,0.005666328,1.75492E-05,0.000109794,0.151357206,-0.032955772,0.070480347,0.030714671,0.009539749,0.05918052,-0.097530738,0.037068761,0.008008742,-0.032416552,-0.003063086,0.075306192,0.112120657,0.197931925,0.142514795,0.152747133,-0.020198965,0.044883785,0.181133877,-0.001958089,-0.001817793,-0.00094344,0.015953351,0.045836588,0.029757851,0.052314758,0.099671787,0.063052988,-0.026984939,0.050721448,-0.002792982,-0.003371793,-0.003497534,-0.003059331
0.19,9.39194E-05,9.76303E-05,0.040804776,0.017612342,0.070473353,0.000980724,0.054254705,0.012990547,4.78321E-05,0.000177731,0.146550688,-0.011211998,0.053497314,0.042280833,-0.012036179,0.016944192,-0.1063198,0.019612707,0.000663542,-0.047614306,0.022174951,0.060657277,0.169615774,0.251887004,0.150067896,0.163763978,0.000858163,0.097679196,0.151367794,-0.001965588,-0.001829796,-0.000947943,0.017235089,0.015805861,0.05874955,0.022987366,0.116746372,0.059329843,0.00478386,-0.001105029,-0.002800476,-0.003356794,-0.003481792,-0.00305183
0.2,8.25442E-05,0.000103302,0.032366666,0.010211829,-0.001319249,0.030399669,0.059137518,-0.018686699,-0.000128201,-9.09491E-06,0.177907499,0.017779702,-0.022956848,0.023008982,-0.027661179,-0.011681297,-0.082485572,-0.003244959,0.038615965,-0.067885607,0.039844629,0.047229543,0.18365386,0.23870341,0.1663948,0.130774476,0.023288583,0.019615231,0.126557003,-0.001978337,-0.001835048,-0.000953197,0.042717267,0.036226889,0.061190957,0.010780334,0.065537876,0.016971445,-0.006210098,-0.014677722,-0.002792233,-0.003361294,-0.003505029,-0.00304583
0.21,-0.000141173,-1.20158E-05,-0.000187961,0.020069007,-0.031737645,0.018864025,0.085260565,0.005666328,-3.35581E-05,-0.000148743,0.238210234,-0.003964073,-0.002326965,-0.015534719,-0.024029587,0.029334328,-0.07873191,0.026326574,0.034942412,-0.089423388,0.02722561,0.064319863,0.159392386,0.175226847,0.172681421,0.107565858,0.007480478,0.020896969,0.162529599,-0.001974588,-0.001826796,-0.000941939,0.052940655,0.024214408,0.041842812,0.010780334,0.042375034,0.008304453,-0.045318374,0.033448499,-0.00278399,-0.003366543,-0.003520021,-0.003057831
0.22,-8.99842E-05,-4.03726E-05,0.004633817,0.013919715,0.021797816,-0.01812328,0.074152166,0.031270576,8.75828E-05,-4.68377E-05,0.18634561,0.004489296,0.066841125,-0.009110769,-0.031231736,0.057959817,-0.079952613,0.059926427,0.010457777,-0.065345018,-0.014430884,0.089955106,0.147856741,0.16082255,0.133725733,0.12833307,-0.005703116,0.112022457,0.177414547,-0.001974588,-0.001826796,-0.000947193,0.061851788,0.011000773,0.029757851,0.014442444,0.057008213,-0.001705313,0.006012192,0.045789045,-0.002790734,-0.003353044,-0.003499782,-0.003066081
