Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,-5.20746E-05,0.024617348,-0.029553129,0.020947056,-0.00204366,-0.00668498,0.041302514,0.039181775,0.001884169,0.00368261,0.04845213,0.001726922,-1.62441E-05,-5.70089E-05,-0.011143575,-0.018802483,-0.001600781,0.01614939,0.007195276,-0.003541641,0.02369058,0.040073307,0.009061333,0.035068425,-0.011913853,-0.03606805,-0.025365465,0.01189673,-0.003241347,0.014512972,0.015723309,-0.026932695,5.83368E-05,-0.009751451,0.009406244,-5.77446E-05
0.02,-1.0386E-05,0.008330021,-0.022183134,-0.020877285,-0.00205042,-0.001802168,0.018330407,-0.035571033,-0.041145616,0.025838371,0.042043438,-0.004418555,-2.98208E-06,-2.67353E-05,-0.023423086,-0.02261718,-0.001597031,0.002080786,0.001061243,0.003202744,-0.024931551,-0.003322689,0.012906548,0.014659794,-0.01800211,0.016570958,0.018717176,-0.002873777,-0.003236098,-0.003126188,0.054755291,0.00212004,5.64481E-05,0.01067816,-0.010508384,0.029977274
0.03,8.05711E-05,0.00707737,0.01707773,0.022213535,-0.002065441,-0.042207441,-0.017924476,-0.016886646,-0.005501085,0.027059075,0.025319806,0.014010247,4.43962E-05,2.81364E-05,-0.030789266,0.030765694,-0.001596281,0.004644263,0.021920008,0.01938469,-0.034659029,0.006320866,0.026998039,0.005046757,0.002688808,0.031612309,0.021097547,-0.036198973,-0.003227848,0.000642733,0.059638103,0.014754317,2.43547E-05,-0.004944456,-0.005529727,0.041238261
0.04,2.56177E-05,-0.012968387,0.033023164,0.023480015,-0.002065441,-0.054475508,-0.010684181,0.049855298,0.015433974,-0.012308601,0.006093731,0.007868585,2.54456E-05,-9.70607E-06,-0.009915243,0.035850685,-0.001602282,0.021215308,0.005966944,-0.00084465,-0.006697298,0.058139714,0.038526055,0.008647831,-0.028942661,0.039131077,-0.002736681,0.00081885,-0.003224098,-0.006910368,0.048651775,-0.020615556,5.47493E-06,-0.012155187,0.015629565,0.006200266
0.05,-4.4495E-05,-0.055566158,0.003573702,-0.017077846,-0.002065441,0.001859942,0.014714074,0.001797742,-0.00177794,-0.025858406,0.00346922,-0.025300208,-4.87825E-06,5.43072E-06,0.022009959,-0.032785255,-0.001600031,0.032689917,-0.007529455,-0.025121383,-0.024931551,0.022006901,-0.010149483,-0.011760799,-0.039883213,0.0353736,0.030619032,0.013117434,-0.003229348,-0.03333859,0.035254559,-0.007981279,1.49185E-05,0.028704035,0.020608221,-0.028839635
0.06,-3.12304E-05,-0.015474643,0.015857027,0.001934605,-0.002065441,0.010404863,-0.004634071,0.013814038,0.032645888,-0.025858406,0.008596173,0.007868585,4.59889E-06,0.000126527,0.022009959,-0.051849205,-0.001589529,0.021215308,0.005966944,0.031523057,0.003026365,-0.018978206,-0.015276436,-0.030971614,-0.007046299,0.014064701,0.043726331,-0.033696531,-0.003236098,0.009462313,0.036475262,0.05139067,1.69748E-06,0.029906142,0.0143849,-0.007565069
0.07,1.04584E-05,0.038399372,0.04039316,0.0145994,-0.002063188,-0.027497969,-0.027606178,0.072545117,0.015433974,0.006154534,-0.001657733,0.029982385,-2.76174E-05,0.000139771,0.020777812,-0.004823525,-0.00159103,0.042943823,0.001061243,0.055795975,0.045567869,0.018390568,0.038526055,-0.005756466,0.017276211,0.015315922,0.017511732,-0.01154077,-0.003233098,0.059846834,0.03888615,0.019804976,-4.17208E-05,-0.025374067,0.013140236,0.004949046
0.08,-3.31254E-05,0.043410454,0.024432466,-0.010745449,-0.00206469,-0.023896894,0.000195336,0.020489758,-0.023933702,0.063985344,0.031728497,-0.010560218,-7.49994E-05,5.43072E-06,0.018324961,0.01424424,-0.00159403,0.049321997,-0.032080847,0.020735093,-0.004267336,0.030429753,0.011624809,-0.018970577,0.017276211,0.000274571,-0.009893053,0.051355959,-0.003223348,0.000642733,-0.024529377,-0.043351152,-4.92682E-05,-0.027777326,0.025586759,-0.007565069
0.09,-0.000154401,0.084755097,0.029345796,-0.022143764,-0.002062437,0.025114336,0.013501,-0.006205493,-0.015327745,0.029530998,0.049733868,0.01523858,-3.51947E-05,-7.81409E-06,-0.002549062,-0.001008827,-0.00159478,0.017400611,-0.049262243,0.030172654,-0.034659029,0.003909977,-0.016550545,-0.045375911,0.011187954,-0.003486721,-0.009893053,0.03408301,-0.003226348,-0.049711271,-0.084282795,-0.013047196,-7.57029E-05,0.005871165,0.028076087,-0.006313848
0.1,-0.000112713,0.05844513,0.061251924,-0.013293667,-0.002062437,0.029997149,0.013501,0.040516919,-0.037483507,-0.03815699,-0.018381366,0.03735238,-4.46755E-05,1.48916E-05,0.002364268,0.025684517,-0.001597781,0.022527564,-0.023490149,0.045008011,0.000592588,-0.002101986,0.001378533,-0.032169429,0.005114956,0.022838505,0.028223402,0.00573218,-0.003227848,0.004426912,-0.034264484,0.022337935,-3.41659E-05,-0.020567071,0.006916915,-0.033846426
