Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,-0.039676088,0.022353664,-0.000371565,-0.002542082,-0.023296241,0.027682911,-0.000671618,0.037267049,-0.022298293,0.01539265,0.017545584,0.015867782,9.03879E-05,-0.016112524,0.033558387,-0.008319593,0.014977022,0.00710535,0.010581739,0.005359252,0.037364974,0.001686504,0.065959901,0.051504703,0.001125856,0.04906007,0.001260873,-0.019558993,0.000546311,0.017702941,-0.003052226,-0.002341847
0.02,0.010693174,0.02491714,-0.018762697,-0.002546594,-0.025737647,0.005954396,-0.027084582,0.041112264,-0.057469801,0.017834057,0.002469901,0.037619186,-0.009827825,-0.033637243,-0.008792382,-0.030437207,-0.011771636,-0.004781246,-0.001747363,0.020601829,0.02850534,-0.013312886,0.033672304,-0.002442746,0.029942079,0.010012829,0.015714761,-0.007718173,-0.030276443,-0.018906709,-0.003061984,-0.002352355
0.03,0.011913878,0.033889308,0.013115298,-0.002547346,0.015949365,0.02127422,-0.022049181,0.026952108,-0.050191359,-0.009021412,-4.77993E-05,-0.004605698,0.009978083,-0.024199682,-0.012416345,-0.016910291,-0.010554747,-2.81334E-05,-0.009147875,0.009170135,0.037364974,-0.024558613,0.023784608,-0.044404416,-0.002475218,0.001200878,5.54287E-05,0.034518155,-0.028994705,-0.023957368,-0.003067239,-0.002357609
0.04,-0.002810854,0.012221828,0.032731902,-0.002537571,-0.004894141,0.060855519,0.020721204,0.012791951,-0.029591994,-0.031009327,0.008748893,-0.007161545,-0.022217962,-0.006678778,0.026287574,0.013813281,-0.011771636,0.022560596,-0.016548388,-0.008612076,0.038629546,-0.0358196,0.059734315,-0.012032895,-0.026484923,0.012538159,-0.00235546,0.009493741,-0.034152175,0.0227536,-0.003061984,-0.002352355
0.05,0.005779844,0.016006007,-0.013858427,-0.002532308,-0.022014502,0.059604298,-0.001930468,-0.003931681,-0.012593703,-0.028567921,0.017545584,0.010748459,-0.018479558,0.021630091,0.005726356,-0.008319593,-0.017852263,0.017803669,-0.033806078,-0.031474511,0.005720153,0.01042979,0.032451601,0.007147403,-0.0156817,0.013789379,0.016916391,0.043734464,-0.000735427,0.039164428,-0.003061984,-0.002343348
0.06,0.015606504,0.035171046,-0.02366649,-0.002533812,0.004932519,0.004703175,-0.006958239,-0.025843302,0.005579515,0.034939159,0.04267681,0.020987106,0.007521418,0.031063837,-0.032992822,-0.025516248,-0.009341673,0.029692173,-0.022712939,-0.044176499,-0.015798554,0.055443218,0.015117616,0.017942996,-0.019282774,0.003718578,0.022935983,0.07541171,-0.005862381,0.035376433,-0.003064987,-0.002348602
0.07,0.029125792,0.018569484,-0.005275835,-0.002541331,0.011066552,-0.002987255,0.028266676,-0.002649943,-0.01501985,0.04714619,0.021314505,0.024824692,-0.020982,0.002758783,-0.032992822,0.000293994,-0.011771636,0.028503895,-0.012855761,-0.012422005,-0.00567244,0.015434673,0.053569765,0.044310184,-0.019282774,-0.005093372,0.042211648,0.038424405,-0.050845291,-0.0125972,-0.003053727,-0.002359861
0.08,0.026653868,-0.000595555,-0.024892915,-0.002546594,0.01713955,0.062137257,0.000587232,0.053990682,-0.019872145,-0.023685109,0.011266593,0.001791549,-0.016022893,0.00140838,-0.024524194,0.000293994,-0.02028604,-0.00240469,-0.023933642,-0.000991265,0.004455581,-0.010810444,0.041118593,0.03112659,0.005932374,-0.001316822,0.049436685,0.033175382,-0.017428543,-0.039105531,-0.00304622,-0.002353856
0.09,0.005779844,-0.013351903,-0.024892915,-0.002543586,0.030658838,0.060855519,-0.008217089,0.047581991,0.006800218,0.004406322,0.04267681,-0.005879807,-0.029648992,-0.025550085,-0.019679528,-0.018146253,-0.016635375,-0.009536266,-0.021476977,-0.05052797,0.008251205,0.032951763,0.029949159,0.004751773,0.022739931,-0.016430653,-0.004762534,0.037142667,0.010861252,-0.001233216,-0.003055979,-0.002343348
0.1,-0.000369448,0.005752101,-0.00404941,-0.002535316,0.018390771,0.036624562,0.010658033,0.028233846,-0.004109816,0.067913402,-0.001306649,-0.005879807,-0.068040105,-0.05655213,-0.023303491,-0.009540296,-0.015422301,-0.015481472,-0.020241015,-0.044176499,0.013315215,0.034187725,0.042400331,0.013144107,0.021534486,-0.011395252,-0.028852347,0.012057218,0.013394211,-0.017644044,-0.003061984,-0.002339595
