Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,3.27475E-06,2.38884E-05,0.012125998,-0.016762011,-0.011450218,0.070165461,-0.016704213,0.052622246,-4.34056E-05,7.60857E-05,0.001592116,0.028690743,0.048072295,0.068910368,-0.004017685,0.012164029,0.189889122,-0.001829035,-0.023459701,0.202148381,-0.005912614,-0.004820771,-0.02549532,0.048061399,0.043269774,-0.020996206,0.047672272,0.018757988,0.037122963,-0.00194759,-0.001824545,-0.000947943,0.011826564,0.002130348,0.022303894,0.035928657,0.062624855,0.036959683,0.023511789,0.004051849,-0.002789235,-0.003356794,-0.003514024,-0.003084831
0.02,2.22337E-05,0.000103287,-0.014393778,-0.021705859,0.0092407,0.095678156,0.010517467,0.011179375,5.8807E-05,0.000104393,0.029332594,0.050434517,0.005599455,0.059907682,0.00675502,-0.010235873,0.161019494,0.041170232,-0.021010665,0.211021367,0.029442001,-0.014586396,0.007677287,0.024074582,0.02190747,0.035217173,0.016056061,0.042744805,0.01851487,-0.001961089,-0.001815542,-0.000941939,0.006699611,-0.002674263,0.071894959,0.006616523,0.012652321,0.061862027,-0.019258597,0.026264831,-0.002793732,-0.003349294,-0.00350428,-0.003077331
0.03,5.63601E-05,8.81637E-05,-0.025258035,-0.035286181,0.033570839,0.104650324,0.009296764,-0.002217842,1.28127E-07,0.000153459,0.016042189,0.003307747,0.014090972,0.00851608,0.042765762,-0.013959018,0.144692589,0.049257391,0.016941758,0.176811162,0.015541244,-0.014586396,0.024309367,0.002468137,0.009364745,0.024215586,-0.003688812,0.029561211,0.004869698,-0.001961089,-0.001813292,-0.000950946,-0.028975438,0.026155312,0.021113709,0.020059516,0.000445289,0.029513394,-0.021700003,0.04353778,-0.002803474,-0.003366543,-0.003505029,-0.003078081
0.04,3.17136E-05,8.81637E-05,-0.007161112,-0.013069384,0.028703285,0.100805109,-0.006816517,0.025797295,-4.1515E-05,8.17477E-05,-0.023752733,-0.007556511,0.015311675,0.031648405,0.012766983,-0.013959018,0.154732872,0.031770818,0.051221581,0.127403203,-0.022331071,0.030580573,0.012834758,0.020473508,0.045772216,-0.008773916,0.046360016,0.041585137,-0.00877166,-0.001963339,-0.001818543,-0.000959952,-0.007338475,0.05378421,-0.016361877,0.022500922,0.061404152,0.028231656,0.013738535,0.02256076,-0.002801975,-0.003374043,-0.003509527,-0.003078831
0.05,-2.41284E-06,0.00011652,0.014536887,-0.017997973,0.010453773,0.105871027,-0.000590931,0.03190081,9.66634E-05,-5.06088E-06,0.025701003,0.055263924,0.00074716,0.070184476,0.009165908,-0.003949252,0.169808556,0.033113592,0.047548981,0.11093897,-0.024848771,0.063540749,0.006426066,0.038478879,0.038234374,-0.005111807,0.039768219,0.03322332,0.002393959,-0.001961839,-0.001824545,-0.000953948,0.023301173,0.002130348,0.050105408,-0.01048858,0.073580665,0.048129117,0.012510202,0.023796722,-0.002792233,-0.003359044,-0.003508777,-0.003073581
0.06,3.36089E-05,3.52312E-05,0.002482443,-0.061195605,0.020188881,0.104650324,0.006855358,0.003885674,0.000151557,-1.26097E-05,0.079976515,0.067348885,0.039580779,0.031648405,0.04996791,0.012164029,0.197396447,0.027742498,0.036530228,0.107139531,0.005439925,0.014711194,0.035845012,0.026454953,0.001811645,0.011978037,0.033176422,-0.004008125,0.037122963,-0.001960339,-0.001823795,-0.000953197,0.020737697,-0.014686745,0.054957703,0.004167487,0.006548805,0.02200607,-0.003366568,0.027500793,-0.002790734,-0.003356794,-0.003501281,-0.003074331
0.07,5.06725E-05,-1.20302E-05,-0.00112626,-0.043922656,0.01288755,0.094396418,0.013080944,-0.005879951,4.74505E-05,-2.95938E-05,0.05585237,-0.002727104,0.065062956,0.039361723,0.03434291,0.013384732,0.204934288,0.031770818,0.023063393,0.119804326,0.038261581,-0.026793666,0.061357707,0.05044177,0.014384887,0.002227671,0.031864166,-0.006388496,0.055731056,-0.001963339,-0.001819293,-0.00095695,0.01817422,0.035765488,0.000575379,0.043275764,-0.019040184,0.015841519,-0.008264639,0.063282653,-0.00279523,-0.003356794,-0.003510276,-0.003082581
0.08,6.20477E-05,1.20308E-06,-0.013195963,-0.016762011,0.006799293,0.094396418,-0.027812611,0.009958672,2.09506E-05,2.32462E-05,0.019673781,-0.011180473,0.021377043,0.077897794,0.027171279,0.019671353,0.165993859,0.030428045,-0.006319312,0.167945806,0.025642562,-0.029235311,0.047319621,0.084011106,0.06209912,-0.03442394,-0.008968353,-0.006388496,0.070608376,-0.001956589,-0.001822294,-0.000950946,0.007981349,0.012942154,0.024745301,0.022500922,0.013857765,0.039462124,-0.010706045,0.075623199,-0.00279523,-0.003359044,-0.003515523,-0.003084831
0.09,9.23828E-05,4.46834E-05,-0.048153848,-0.020469897,0.016534401,0.108434504,-0.052714955,0.036753105,-5.54922E-06,6.66505E-05,0.028111891,0.026264595,0.006812529,0.018792875,0.017558242,0.038287076,0.135934044,0.002199285,-0.00754383,0.175552312,-0.017280412,-0.029235311,0.034532756,0.037258176,0.02946057,-0.020996206,0.009464264,0.000752617,0.043321846,-0.001956589,-0.001823795,-0.000954698,-0.013686131,-0.038711708,0.024745301,0.009065558,0.010195656,0.046908413,0.022291086,0.005287811,-0.002789235,-0.003371043,-0.003506528,-0.003076581
0.1,-4.30901E-06,3.33406E-05,-0.009572,-0.021705859,0.0092407,0.104650324,0.024189342,0.052622246,-6.99055E-05,1.19232E-05,0.025701003,0.02506678,0.040786223,-0.014608614,-0.025624131,0.00471774,0.143441369,0.045198553,0.020614358,0.128677312,-0.02989943,0.011048846,-0.006360799,0.006069211,-0.040912965,0.025436289,0.030521393,-0.004008125,0.001150368,-0.001955839,-0.001823044,-0.000960703,-0.050673436,-0.024296921,-0.017552063,0.026170661,-0.000760155,0.070590054,0.040624521,-0.007052735,-0.002782491,-0.003365793,-0.003517023,-0.003069081
