Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,6.85109E-05,-7.30258E-05,0.060042699,0.055625222,0.085557706,-0.017573501,0.04835649,-0.009450277,0.000138292,-1.44195E-05,0.164713852,0.030580885,0.139547464,0.111281193,0.207643451,0.350556807,0.15723877,0.107126194,0.059082709,0.129556387,-0.0212344,0.011049649,0.170465806,0.210690218,0.13441846,0.036286069,0.037879888,0.066302,0.019709475,-0.001963339,-0.00184255,-0.000959952,0.034107881,0.108827477,0.080997243,0.140392696,0.240844166,0.213311139,0.017691444,0.365610964,-0.002780243,-0.003356044,-0.003497534,-0.003066831
0.02,9.8846E-05,-3.07914E-06,0.035926183,0.0420449,0.096505888,-0.013667251,0.038468794,-0.044789632,0.000100436,-8.61314E-05,0.185221665,0.04991377,0.120130655,0.135695255,0.226839008,0.364228682,0.139630127,0.089670139,0.054184638,0.134622305,-0.036401636,0.04523029,0.167902329,0.153134066,0.198505374,-0.013793277,0.049751226,0.131121336,0.025912173,-0.001966338,-0.001836548,-0.000951696,0.051960665,0.069186335,0.097934499,0.131847774,0.22012273,0.255669538,0.010359596,0.349570162,-0.002779493,-0.003366543,-0.003498283,-0.003057081
0.03,3.24892E-05,3.66203E-05,0.016639074,-0.009758689,0.062440641,0.023320054,0.055802779,-0.01067098,-3.39557E-05,-9.36798E-05,0.175562851,0.028169996,0.10556614,0.147261417,0.204042377,0.350556807,0.104534912,0.081582981,0.090914451,0.128282279,0.000219457,0.003725431,0.166651109,0.229855257,0.244953128,0.01307745,0.011543218,0.140703856,0.013510592,-0.001972338,-0.001826045,-0.000953197,0.114430147,0.066783791,0.080997243,0.085415279,0.249373829,0.250664655,0.026251625,0.305151827,-0.002777994,-0.003359794,-0.003497534,-0.00305558
0.04,-0.000100225,-1.25314E-05,0.026282628,0.017371438,0.028360136,0.039921616,0.016129927,-0.007039388,-7.18121E-05,-7.66952E-05,0.155070298,-0.003240221,0.131048318,0.104857242,0.176454486,0.354279952,0.090740967,0.065469699,0.154576026,0.110551566,0.030523412,-0.032897571,0.144892075,0.245480257,0.211048098,0.054627133,0.018135015,0.06996411,0.014746554,-0.001978337,-0.001827546,-0.000955449,0.109333712,0.083601122,0.088260426,0.118412411,0.273757374,0.220757428,0.03601725,0.322424776,-0.002777994,-0.003351544,-0.003490787,-0.003063081
0.05,-0.000141934,-8.75048E-06,0.055220922,0.058097146,0.053918607,0.019474839,-0.017439409,-0.015553792,-6.80272E-05,-8.04699E-05,0.157481186,-0.004453295,0.137121316,0.052183903,0.202852191,0.344331221,0.086987305,0.072183567,0.110501014,0.090280264,0.039358251,0.012270352,0.151300767,0.196285921,0.221088382,0.057068539,0.044471685,0.051897703,0.025912173,-0.001969338,-0.001833548,-0.000952447,0.065968233,0.07759512,0.076175465,0.147724544,0.262786304,0.218254987,0.02014048,0.352042086,-0.002769751,-0.003353794,-0.003479544,-0.003063831
0.06,1.16341E-05,4.48268E-06,0.037131627,0.027259133,0.056352384,0.031010483,0.002458052,0.006357829,3.79722E-05,-1.21013E-06,0.173167221,0.014879591,0.11527073,0.061171329,0.234041156,0.320710616,0.086987305,0.115182834,0.072548591,0.119416922,0.053243749,0.039126775,0.157678941,0.220272737,0.218601199,0.047287656,0.026039068,0.116717039,0.018469698,-0.001962589,-0.001830547,-0.000951696,0.063435274,0.09321106,0.060458913,0.120853817,0.273757374,0.225762311,0.043356727,0.310084231,-0.002769751,-0.003354544,-0.00348554,-0.003063831
0.07,3.81768E-05,8.26362E-06,0.013015111,-0.020867088,0.024713285,0.039921616,0.011125044,-0.013142904,0.000125043,0.000102583,0.170756333,0.053537733,0.10556614,0.097136295,0.222047748,0.360505538,0.094494629,0.124582248,0.098257743,0.134622305,0.033041113,0.028139493,0.137262681,0.213070589,0.138202639,0.06071539,0.026039068,0.104754149,0.038317568,-0.001970838,-0.001830547,-0.0009577,0.0570571,0.116034871,0.056827321,0.119625484,0.243285572,0.214592878,0.087347816,0.270602114,-0.00277125,-0.003352294,-0.003508028,-0.003060831
0.08,-3.38675E-05,4.7963E-05,0.058829625,0.006278298,0.016191251,0.009281968,0.029801802,-0.011922201,4.1759E-05,-1.81942E-05,0.152659409,0.045084364,0.126196023,0.12669257,0.204042377,0.374177413,0.094494629,0.10981174,0.089689933,0.094087332,0.016622656,0.009828946,0.138513902,0.162716585,0.116855593,0.083939267,0.049751226,0.068743406,0.050719149,-0.001977587,-0.001838799,-0.000964455,0.048145967,0.090808754,0.07132317,0.118412411,0.192092335,0.202080671,0.042128395,0.317488558,-0.002771999,-0.003350044,-0.003506528,-0.00305183
0.09,1.73217E-05,0.000148157,0.081748327,0.058097146,0.041749723,0.047551011,0.039689498,0.035624186,6.44721E-05,-0.000142746,0.11887645,0.004000074,0.145612832,0.211500919,0.218446674,0.326936202,0.089489746,0.10578342,0.083567344,0.078881949,0.058294408,-0.003599742,0.129602769,0.153134066,0.167087527,0.064377499,0.039222662,0.084368406,0.024668581,-0.001973088,-0.001835798,-0.000959952,0.06978293,0.061978703,0.094302907,0.101307308,0.196959888,0.219536725,-0.0201885,0.347105868,-0.002782491,-0.003355294,-0.003488539,-0.003057831
0.1,4.0073E-05,0.000167061,0.041953405,0.027259133,0.067300565,0.08459935,-0.013655229,0.035624186,0.000155328,3.84195E-05,0.097178452,0.026956922,0.120130655,0.28987006,0.226839008,0.31448503,0.071881104,0.088296848,0.100706779,0.10167858,0.062093847,0.001284024,0.091242173,0.177120882,0.162067385,0.039948178,0.028694097,0.078325926,0.011027224,-0.001971588,-0.001836548,-0.000950946,0.072376924,0.073991423,0.059238209,0.10985223,0.237197315,0.221978131,0.022581886,0.294043429,-0.002780243,-0.003358294,-0.003493036,-0.003063831
