Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,-7.49441E-05,0.213102548,-1.074348042,-2.428813789,-0.002055677,-1.519375168,-0.115030886,-2.79465901,-4.554396302,-4.087240321,-4.674152869,-2.399399226,-4.70059E-05,1.48336E-05,-3.486197726,-0.487407888,-0.001569276,-3.003401323,-7.24822449,-2.751774297,0.572202451,-2.548837604,-3.893734643,-2.353866693,-10.38566479,-7.553110079,-7.630122469,-6.529382604,-0.003196349,-5.589606831,-6.61539733,-5.270125353,-4.26274E-05,-1.193005287,-0.338424575,0.035708464
0.02,-0.000118528,0.229389875,-1.037543843,-2.436412666,-0.002066943,-1.499782883,-0.11018622,-2.74526631,-4.528578431,-4.074941737,-4.668964881,-2.435024684,1.17493E-05,6.78133E-05,-3.509528415,-0.488678182,-0.001568526,-3.063398881,-7.223680727,-2.734245763,0.555185087,-2.513879718,-3.850186059,-2.299835321,-10.32972607,-7.544332461,-7.587230013,-6.497308629,-0.003214349,-5.594642231,-6.603190298,-5.237288439,-7.2832E-05,-1.199013912,-0.311041963,0.073252714
0.03,-1.80962E-05,0.287022321,-1.005637715,-2.421199653,-0.002056428,-1.447109543,-0.116228701,-2.741260878,-4.521193177,-4.022024257,-4.665119666,-2.393261378,-8.67995E-05,6.59208E-05,-3.492335574,-0.441650594,-0.001583528,-3.028944536,-7.175813906,-2.751774297,0.540597684,-2.531961383,-3.77973623,-2.208580133,-10.30296215,-7.516759829,-7.555064485,-6.403619664,-0.003219598,-5.558127949,-6.605631705,-5.253706896,8.34579E-06,-1.165365421,-0.320999276,0.098280943
0.04,1.22231E-05,0.282010763,-1.000724385,-2.389507148,-0.002047415,-1.388393722,-0.082384706,-2.782642714,-4.566725403,-4.0134183,-4.65486576,-2.337978785,-9.2488E-05,-5.32824E-05,-3.451819675,-0.439106191,-0.00159028,-2.989332719,-7.152498476,-2.747730718,0.538167722,-2.546426715,-3.815602014,-2.257804986,-10.2932423,-7.515504793,-7.599147127,-6.40114774,-0.003213599,-5.544272969,-6.57758605,-5.316878282,6.87551E-05,-1.125707828,-0.304818642,0.040715254
0.05,4.2542E-05,0.235654085,-1.022819111,-2.380626533,-0.002053424,-1.401821457,-0.086016298,-2.806667677,-4.597426087,-4.035574061,-4.652302283,-2.392029231,-4.88984E-05,-7.03121E-05,-3.481284396,-0.451816763,-0.001582028,-2.986769243,-7.185632937,-2.71266602,0.567342527,-2.518701496,-3.874516198,-2.310646173,-10.31027111,-7.553110079,-7.603907869,-6.460321324,-0.003208349,-5.585822651,-6.548319693,-5.313078844,6.87551E-05,-1.179786407,-0.314775955,0.013182676
0.06,0.000129709,0.225631445,-1.048591206,-2.392024848,-0.002057179,-1.436123215,-0.142840029,-2.808002821,-4.582716614,-4.074941737,-4.685688514,-2.433800166,-2.23669E-05,5.64605E-05,-3.508296268,-0.43275472,-0.001581278,-2.993208452,-7.233492129,-2.734245763,0.574632413,-2.52834505,-3.874516198,-2.256607171,-10.35038647,-7.575670199,-7.577693269,-6.497308629,-0.003205349,-5.588340352,-6.584910269,-5.262556993,6.30889E-05,-1.242276871,-0.398168337,0.048224486
0.07,5.20166E-05,0.20809099,-1.051032612,-2.423747871,-0.002054175,-1.437404953,-0.156138063,-2.805332533,-4.57899347,-4.089712245,-4.708820838,-2.404316371,2.50114E-05,5.0784E-05,-3.502162234,-0.45563146,-0.001579778,-3.013624711,-7.21999573,-2.753124699,0.522367246,-2.580163898,-3.845059106,-2.257804986,-10.34918102,-7.559377627,-7.605098055,-6.486200231,-0.003206849,-5.587089131,-6.582468863,-5.27897545,-2.98655E-06,-1.164163791,-0.375764501,0.070750273
0.08,-9.38935E-05,0.200574129,-1.063315938,-2.436412666,-0.002055677,-1.431240402,-0.101732851,-2.799991957,-4.607313782,-4.038045985,-4.665119666,-2.390804713,2.26847E-06,-6.27432E-05,-3.510756747,-0.491218771,-0.001584278,-3.026381059,-7.178270571,-2.735592351,0.52358032,-2.564493122,-3.829685876,-2.291427728,-10.32121166,-7.544332461,-7.622966097,-6.447992223,-0.003206099,-5.608497212,-6.556864615,-5.281493151,-4.64048E-05,-1.119699203,-0.327222597,0.05698303
0.09,-9.38935E-05,0.236907213,-1.048591206,-2.379360053,-0.002057179,-1.439846359,-0.066668154,-2.761280409,-4.590101868,-4.002340419,-4.604755897,-2.349033778,-7.16413E-05,4.32157E-05,-3.477603213,-0.459446157,-0.001596281,-3.030226274,-7.179498904,-2.732899175,0.590436704,-2.51990694,-3.846340844,-2.303436395,-10.33337292,-7.541826204,-7.591990755,-6.447992223,-0.003199349,-5.584571431,-6.601969595,-5.214552843,-2.56363E-05,-1.191803657,-0.391945016,0.048224486
0.1,-8.63137E-05,0.219367235,-0.990912983,-2.350215766,-0.002056428,-1.45205339,-0.105356813,-2.729252211,-4.548231751,-4.02324496,-4.631733436,-2.297436183,-4.70059E-05,5.64605E-05,-3.472689883,-0.428940023,-0.001589529,-3.012312456,-7.200365298,-2.722107396,0.583143003,-2.540399494,-3.875797936,-2.333458062,-10.35404858,-7.535558657,-7.578898714,-6.438135045,-0.003197099,-5.55434377,-6.604411001,-5.201918566,-9.7378E-05,-1.191803657,-0.389455687,0.063241041
