Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,-0.02657091,0.008226234,0.017698397,-0.002563887,-0.003984856,-0.015173941,-0.019752618,-0.009691181,-0.034012188,0.046732816,-0.009094238,-0.010428833,-0.029026003,0.03671018,-0.036074244,-0.007009807,-0.001429153,0.063356356,0.008104498,0.023199883,0.010868833,-0.036559141,0.045413828,-0.015884858,0.007167671,0.021184324,0.015840225,0.030242687,0.044384581,0.004626361,-0.003055979,-0.002341847
0.02,0.038538343,0.021043617,-0.008048902,-0.002547346,0.035230232,0.038445444,-0.010940667,0.030225812,-0.008545269,0.016199979,0.002220154,-0.016829895,-0.02653882,-0.021254145,0.000218786,-0.045111004,0.004651474,0.039579348,-0.015333002,-0.025066527,0.015932843,-0.014052427,0.015628671,-0.009888154,-0.030048516,-0.002733828,0.014638595,0.03549171,0.040539366,0.033663836,-0.00306874,-0.002351604
0.03,0.011515028,0.004442055,0.006663908,-0.002552609,0.030286384,0.062706918,0.002899054,0.029005108,-0.036438335,-0.007008639,0.009757996,-0.015548157,-0.00549695,-0.029341303,0.009900487,-0.025450054,-0.002642227,-0.022235914,-0.019025629,-0.016175422,0.058970258,0.005951846,-0.007930899,0.004500884,-0.039661553,-0.007776857,-0.022703477,0.005157238,-0.001880068,0.031138507,-0.003061984,-0.002348602
0.04,-0.042546862,0.046556313,-0.011727224,-0.002559375,-0.030962395,0.02312562,-0.010940667,0.010938702,-0.065552105,0.029627713,0.027351379,-0.001471924,-0.01167676,0.025926031,0.015942968,0.000375447,-0.002642227,-0.019859357,0.022875006,0.014308778,0.029856488,0.025940859,0.032962656,0.008094329,0.016773078,0.019917845,-0.021498032,0.02365089,-0.028888124,0.04376134,-0.003059732,-0.002341096
0.05,-0.025350207,0.009507973,-0.001918684,-0.002553361,-0.027269768,-0.02664855,-0.027298089,0.040601788,-0.037643779,-0.004567233,0.036148071,0.00748117,0.006893187,0.012444891,0.048619665,-0.021757427,-0.007505966,0.002729373,0.037676031,0.016849366,-0.013180926,0.047196352,0.076358652,0.004500884,0.025173042,0.008595823,0.02427452,0.056609874,-0.000598329,0.065222827,-0.003049974,-0.002329837
0.06,-0.01674425,-0.088819664,0.017698397,-0.002536819,0.004590584,-0.05475524,0.014221076,0.057325421,-0.032806743,-0.004567233,0.009757996,-0.023227143,0.00193408,-0.005079829,0.042569555,-0.030363384,-0.02453096,0.002729373,0.006868536,-0.000933799,0.005804822,0.019700015,0.05029664,-0.013489228,-0.03364959,-0.006510378,0.000184707,0.030242687,-0.008288759,0.033663836,-0.003038714,-0.002323082
0.07,-0.009374255,-0.063306969,-0.011727224,-0.002525541,-0.019945549,0.00270936,0.028053168,0.034132062,-0.061905254,0.038172635,-0.015380859,-0.019385742,-0.033985109,0.009751714,-0.009462916,-0.010694805,0.0034384,-0.02936749,-0.016553705,-0.019985351,0.046311185,-0.026549375,0.001956796,-0.017082673,-0.021648553,0.022443174,-0.011858292,0.019683605,-0.025012392,-0.001683148,-0.003055228,-0.00233359
0.08,0.020105726,0.003160317,0.006663908,-0.002534564,-0.038286614,0.047417612,-0.000877496,-0.001939716,-0.047348369,0.001551541,0.02986145,-0.001471924,-0.01910779,-0.032038294,-0.031244837,-0.014372173,0.013162064,-0.03412251,0.000703985,-0.000933799,0.033652112,-0.014052427,-0.002987051,0.021277922,0.013172004,0.043851255,0.002591781,0.036834484,0.004559141,0.018515674,-0.003069491,-0.002344098
0.09,0.028696424,0.019761879,0.042219271,-0.00253306,-0.043230461,0.001427622,-0.032318231,0.026380597,-0.046142925,-0.011876193,0.07762146,-0.016829895,-0.01167676,-0.046866023,-0.014299952,-0.02298576,-0.011156631,0.02412601,0.001924688,0.027009812,-0.005585864,0.005951846,0.02673707,0.053649443,-0.002437737,0.032521605,-0.043180771,0.040801769,0.010967833,0.01220235,-0.003059732,-0.002341847
0.1,0.034845716,0.004442055,0.011568179,-0.002530804,-0.037096428,-0.027930289,-0.043647882,0.05091673,-0.05099522,0.02840701,0.052482605,-0.01298468,-0.032733889,0.003007329,0.011105932,-0.019293133,0.005868363,0.027692751,-0.004224604,0.028280106,-0.020775989,-0.032805479,0.031741953,0.029670256,0.008365486,0.033780455,-0.009451218,0.034209972,0.001965147,-0.035767469,-0.003048472,-0.002342597
