Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,-0.001601823,0.04215852,0.014403953,-0.002539075,-0.018709838,0.007423459,0.01223551,0.047138709,-0.126879277,0.01267586,-0.001666295,0.01416234,0.049005591,0.025551174,0.023152006,0.030045551,-0.018092661,-0.008304148,0.047262018,-0.015857769,0.014681527,-0.031106429,0.001377453,-0.002436089,-0.005942923,-0.003901279,0.01258038,0.073988481,0.003424573,0.013651606,-0.003067239,-0.002354607
0.02,-0.022475847,-0.021684253,0.018082036,-0.002539827,0.000912965,-0.019401492,0.021039832,0.011005897,-0.090532842,0.01633797,0.009648097,0.023115435,0.034128272,-5.68887E-05,0.01226486,0.020211261,-0.038764506,-0.003549128,0.009054011,-0.032369924,0.031136224,-0.026101546,0.003818859,0.013150764,0.043285746,-0.02153281,0.004149899,0.089796586,0.044531751,-0.034322027,-0.003071743,-0.002350854
0.03,-0.022475847,-0.033219898,-0.011343346,-0.00253306,-0.017489135,-0.018119754,0.00594126,-0.022441369,-0.086870732,0.023662189,0.015934718,0.032076159,-0.010473168,-0.013538029,0.006207121,-0.008063275,-0.005931406,0.001205892,0.017690485,0.007005142,0.036200234,-0.001107649,0.010044445,0.040731025,-0.001140219,-0.02530936,0.054740414,0.070021196,0.020117689,-0.055783514,-0.003075497,-0.002352355
0.04,0.037720076,0.03837434,-0.018699513,-0.002530053,-0.037050902,0.009986936,-0.024240625,-0.03275631,-0.126879277,0.033427814,-0.005427586,0.021841326,0.003168189,0.025551174,-0.010737765,0.018982929,0.005011053,0.01547286,0.022619074,0.024787592,0.014681527,0.000143571,0.001377453,0.027539802,0.019272226,0.004910671,0.065581784,0.018568559,-0.000420642,-0.01286054,-0.003070242,-0.002350854
0.05,0.070892683,0.076643383,0.02666439,-0.002525541,-0.029726684,-0.015556277,-0.035570276,-0.034038049,-0.123247685,0.023662189,-0.005427586,0.037191668,0.018014991,0.048469875,0.003780973,0.04479317,-0.010795145,0.029736013,-0.01929682,0.000654387,-0.027089408,-0.019860701,-0.01723827,-0.001238274,0.068500894,0.042691433,0.042693601,0.006727739,0.020117689,0.036375757,-0.003061984,-0.002347851
0.06,0.07333409,0.044721997,0.024212255,-0.002531556,-0.002749145,-0.025779666,-0.007890832,-0.006999474,-0.084459844,0.017558673,0.019711269,0.03079442,0.013055884,0.012073849,0.023152006,0.022667926,-0.004716425,-0.004735499,-0.016824896,0.047650503,-0.048608115,-0.027368025,0.031162609,-0.010828423,0.032482523,0.050244534,0.019809232,0.008070512,0.022711683,0.021227595,-0.00306874,-0.00235911
0.07,0.058594099,-0.006364429,0.014403953,-0.002539075,0.01559192,-0.001487674,-0.002863061,0.017475623,-0.094164433,0.01633797,0.018444789,-0.003751478,0.042795264,-0.00275388,0.025562895,-0.068289715,-0.007148295,-0.01662591,0.037404841,0.07432382,-0.024558356,-0.041100936,0.036106456,-0.009622978,0.00246467,0.032620632,0.018603787,-0.018296675,0.03812306,0.001028773,-0.003073995,-0.00237187
0.08,0.015594832,-0.031877125,0.043829097,-0.002535316,0.018063844,-0.060264529,0.004690039,-0.012126428,-0.103869023,-0.01176872,-0.010462987,8.61073E-05,0.051477515,0.026901577,0.027989042,-0.094099957,-0.003501444,0.02022788,0.041097468,0.007005142,0.008352944,-0.052361922,-0.002406727,0.016744209,-0.001140219,0.026318752,0.063170895,-0.018296675,0.056097913,0.01996493,-0.003076998,-0.002365115
0.09,0.007004134,-0.029313648,0.053637637,-0.002531556,0.025388062,-0.094718875,0.017263281,-0.030192834,-0.063829961,-0.006870648,-0.000399815,0.012880602,0.014307105,0.041729305,0.014675749,0.030045551,0.014740438,0.011906118,0.002904719,-0.019668413,0.008352944,0.020147844,9.57142E-05,0.021543098,-0.017947775,0.036397183,0.075213895,0.018568559,0.025275159,0.008600947,-0.003083754,-0.002342597
0.1,0.043854109,-0.008927906,0.040151014,-0.00253306,0.008237184,-0.012992801,-0.001604211,0.007160682,-0.063829961,0.005336383,0.018444789,-0.005033216,-0.000554956,0.029598568,0.019520414,0.057084125,-0.008363276,-0.015435725,-0.013132269,0.019706654,0.014681527,0.062643571,-0.023463856,-0.008425164,-0.011943441,0.030102932,0.036670194,0.058180376,0.008551526,-0.000233892,-0.003083003,-0.002337343
0.11,0.064743391,-0.005082691,0.02666439,-0.00253306,-0.015017211,0.018928586,0.00845896,-0.013408166,-0.09294373,-0.022755048,0.009648097,0.007765093,0.013055884,0.028248165,0.018299711,-0.014204937,-0.019307642,-0.01662591,-0.005731756,0.037489104,0.033669183,-0.003610091,-0.028468739,-0.012026238,-0.011943441,0.032620632,0.039084897,0.060804887,0.041968274,0.038901087,-0.003075497,-0.002350854
0.12,0.051224104,-0.013993824,-0.005213128,-0.002530053,-0.003969848,-0.009178103,0.01223551,-0.017314416,-0.103869023,-0.001987836,0.003369106,0.041029253,0.031656348,0.037685726,-0.007106173,0.016518634,0.015955419,-0.008304148,-0.000803167,0.014626192,-0.013165763,-0.021111922,0.028660167,0.003560615,-0.023948294,0.043950283,0.06437634,0.017286821,0.025275159,0.031325098,-0.003069491,-0.002350103
0.13,0.041397444,-0.013993824,-0.0199257,-0.002525541,-0.010103881,-0.027061404,-0.012933862,0.045795936,-0.124468388,0.026103595,-0.005427586,0.021841326,0.019266211,0.043075893,0.006207121,0.052170795,0.018387289,0.007151098,0.000432795,-0.010777307,-0.044812491,-0.009850936,0.039829601,0.015546394,-0.009543997,0.014989102,0.03426312,0.005446001,-0.037682604,-0.000233892,-0.003076998,-0.002344849
0.14,0.047546736,4.42621E-05,-0.017473803,-0.002523286,0.009518922,-0.020652713,0.01223551,-0.008281213,-0.09294373,0.005336383,0.013417018,0.009046831,-0.016652978,0.047119472,0.002575529,-0.012976605,0.01960227,0.029736013,-0.009424383,-0.010777307,0.004555413,-0.039864974,0.003818859,0.027539802,-0.009543997,-0.00893668,-0.005482211,0.019972368,-0.063378405,0.05278277,-0.003084505,-0.002350103
0.15,0.029129378,0.026899731,-0.021151887,-0.002529301,0.02050525,0.043190061,0.032369483,-0.085612756,-0.049303594,0.010219195,0.031010402,0.019277849,-0.016652978,0.029598568,-0.030085909,-0.047392804,0.048782797,0.030926199,-0.015604193,0.014626192,-0.013165763,-0.023614363,-0.001124989,0.015546394,0.0036663,-0.000124729,-0.007896915,-0.003770308,-0.038964343,0.094443079,-0.003086757,-0.002342597
0.16,0.024200789,0.014082348,0.016856088,-0.002535316,-0.021151244,0.047004758,0.003431189,-0.034038049,-0.10264832,0.017558673,-0.005427586,-0.007585249,0.006876075,0.003982876,-0.009517062,-0.016661603,0.012308569,-0.00711587,-0.00820368,0.056541609,-0.044812491,0.023886247,0.005100597,0.0023628,0.031280893,-0.02909354,-0.007896915,-0.001145796,0.016272474,0.043951746,-0.003089009,-0.002338844
