Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,-4.65791E-05,-4.48838E-05,0.069403446,0.0047671,0.044956891,0.120253833,-0.015569431,0.024210005,-2.75761E-05,-0.00010059,0.431839798,0.03620009,0.254909458,0.055660132,0.034395622,0.231119792,-0.018072186,0.055387324,0.03521558,0.11166509,-0.049963682,0.004882834,0.401872708,0.534843154,0.591919639,0.4619766,0.008398345,0.324662642,0.295847126,-0.001969338,-0.00180879,-0.000926928,0.090371103,0.259495923,0.309223753,0.241112911,0.495405269,0.294079773,-0.035317213,0.44534471,-0.002792233,-0.003361294,-0.003510276,-0.003068331
0.02,-6.17467E-05,2.69532E-05,0.058546818,-0.028558095,0.068073956,0.121535572,0.000665921,-0.008687945,-3.70402E-05,-2.88788E-05,0.42942891,0.043455644,0.245197238,0.041530494,0.045198845,0.219950358,-0.021825848,0.072843378,0.037664616,0.078721364,-0.003256528,0.008545421,0.336717678,0.549247451,0.573090293,0.459535194,0.050573638,0.323441939,0.287168689,-0.001964089,-0.001798287,-0.000941939,0.118416757,0.231867501,0.316456419,0.287530148,0.530744624,0.294079773,-0.074425489,0.431772017,-0.002782491,-0.003350794,-0.003520021,-0.003072081
0.03,3.68413E-05,0.000142271,0.01151923,-0.01375707,0.064427105,0.117690357,0.00811221,0.014474897,1.4067E-05,2.77349E-05,0.390824173,0.048277421,0.21972269,0.072360877,0.06680529,0.231119792,-0.019323407,0.080930536,0.053579533,0.050851186,-0.037344663,0.009766124,0.294572903,0.506095595,0.536652305,0.482743812,0.025518706,0.293473677,0.266081043,-0.001958089,-0.001795286,-0.000953197,0.063576669,0.234269807,0.321308714,0.296090328,0.483213496,0.294079773,-0.057312757,0.428071761,-0.002776496,-0.003354544,-0.003523019,-0.003076581
0.04,1.97776E-05,9.87903E-05,0.039252079,-0.01375707,0.035221783,0.121535572,-0.067571384,0.040048628,7.84233E-05,4.09448E-05,0.386002396,0.065199419,0.222148837,0.055660132,0.027223992,0.233561198,-0.039373456,0.075528925,0.041338169,0.086327871,-0.066382139,0.020752452,0.323930813,0.465324111,0.515305259,0.504716469,0.033422759,0.259843306,0.249952503,-0.001962589,-0.001805039,-0.000942689,0.043190927,0.266703317,0.277790648,0.299760067,0.407636714,0.253003113,-0.02187422,0.45151689,-0.002787736,-0.003360544,-0.00350428,-0.003070581
0.05,-4.84753E-05,6.85431E-05,0.060957706,-0.010049184,0.046169964,0.113845142,-0.058904392,-0.012350054,0.000138995,5.60424E-05,0.401688431,0.060370012,0.212436618,0.032527808,0.022402214,0.24601237,-0.002996503,0.051359003,0.037664616,0.078721364,-0.029776304,0.003662131,0.323930813,0.486930556,0.48013375,0.46928556,0.069006255,0.245439009,0.223909564,-0.001966338,-0.00180954,-0.000942689,0.10566041,0.23547096,0.225819212,0.337632382,0.406416011,0.229382508,-0.019432814,0.437944197,-0.002789985,-0.003359794,-0.003496034,-0.003057831
0.06,3.11537E-05,0.000112023,0.033217228,0.026968638,0.043743817,0.104934009,-0.018010837,-0.028188677,0.000186315,6.35903E-05,0.372742508,0.027746721,0.184528293,0.04409397,0.016420769,0.254740397,-0.004278241,0.012357538,0.065822804,0.049592336,-0.025992124,-0.023194291,0.265184475,0.485709853,0.456269004,0.447312904,0.009710601,0.23585649,0.254915424,-0.001959589,-0.001805789,-0.000948694,0.057198496,0.193427751,0.241505247,0.311967098,0.42104919,0.243115418,-0.023102552,0.391050124,-0.002782491,-0.003365043,-0.003513274,-0.003065331
0.07,5.95926E-05,2.12819E-05,0.024786747,0.001059214,-0.002497943,0.104934009,-0.055120212,0.01078227,8.03157E-05,9.75594E-05,0.338959549,0.009619279,0.18330759,0.04409397,-0.021970344,0.269632975,-0.038152753,0.006986445,0.040113651,0.060990651,-0.017142026,-0.026856401,0.257524563,0.448539443,0.471344688,0.430207802,-0.019281098,0.270646529,0.25987453,-0.00195059,-0.001815542,-0.000948694,-0.009085684,0.221056172,0.268116575,0.274094784,0.445432735,0.246838562,-0.02187422,0.363904738,-0.002785488,-0.003365793,-0.003514024,-0.003078081
0.08,-7.69142E-05,-5.05552E-05,0.02839545,-0.019921621,-0.012233051,0.108718189,-0.049016696,-0.00383565,8.16163E-07,3.71711E-05,0.358261918,0.039824052,0.194232883,0.011981849,0.021212029,0.257181803,0.008295001,0.019101923,-0.030895031,0.076188405,0.00684479,-0.036622026,0.299669339,0.437797255,0.505249717,0.427766395,0.02420645,0.311418013,0.218942829,-0.001958839,-0.001831297,-0.000940438,0.066140146,0.239074895,0.268116575,0.325410092,0.447858882,0.216931336,-0.038986952,0.386113905,-0.002780992,-0.003363543,-0.003511026,-0.003070581
0.09,-9.39769E-05,-3.92125E-05,0.02839545,0.01586024,0.038876263,0.116408619,-0.011785251,-0.009939165,2.54236E-05,-7.03958E-05,0.402893876,0.09781508,0.190593662,0.004268531,0.051210808,0.197550456,0.019555988,0.020414179,0.010730946,0.072388967,-0.000723569,-0.025635221,0.331621243,0.455741591,0.531632163,0.466844154,0.032110503,0.2730269,0.225145526,-0.001964838,-0.001823795,-0.000938186,0.10566041,0.218653867,0.281422239,0.330300533,0.419828487,0.221936219,-0.064652235,0.428071761,-0.00278399,-0.003370293,-0.003518522,-0.003057081
0.1,1.59862E-05,-0.00011294,0.032019413,0.009695689,0.053478924,0.111281665,-0.021672946,0.009592085,-4.27176E-05,-3.07661E-05,0.425797318,0.088148637,0.213649692,0.036380652,0.006838249,0.182596842,-0.026830731,0.062101191,0.074392521,0.031853994,-0.005789487,-0.006103494,0.323930813,0.474967665,0.525345542,0.446092201,0.017614654,0.227433638,0.226389118,-0.001952839,-0.001806539,-0.000947193,0.068673105,0.221056172,0.269337278,0.267991268,0.41007812,0.240612977,-0.069535047,0.413263106,-0.002804972,-0.003374043,-0.003510276,-0.003063081
0.11,-3.70992E-05,-0.000175325,0.023573673,0.003531138,0.009670941,0.116408619,0.014337796,-0.012350054,-5.97533E-05,-5.71726E-07,0.407715653,0.01565413,0.237918796,0.03767002,0.026033806,0.227396647,-0.02054411,0.0970133,0.036440098,0.028054555,-0.022192686,0.001220725,0.312456204,0.455741591,0.505249717,0.394776893,0.030798247,0.256242232,0.22018642,-0.001963339,-0.001813292,-0.000947943,0.044472665,0.240276048,0.212513548,0.265549862,0.416166377,0.219433777,-0.042649061,0.412027144,-0.002792233,-0.003371043,-0.003499033,-0.003066831
0.12,-8.82893E-05,-8.64737E-05,0.000670231,0.019568125,0.016972271,0.136855396,0.026666897,-0.016012163,1.97462E-05,-6.09601E-05,0.405304764,0.002363725,0.202732028,0.013255957,0.07638781,0.234842936,-0.014318524,0.043302363,0.032766544,0.049592336,-0.0575473,0.009766124,0.345689846,0.449760146,0.506516197,0.408204628,0.058477691,0.274247603,0.253675647,-0.001980587,-0.001826796,-0.000935935,0.043190927,0.207842538,0.19560681,0.261880123,0.444212032,0.239331238,-0.023102552,0.425603651,-0.002775746,-0.003363543,-0.003508028,-0.003054081
0.13,5.01126E-05,3.26246E-05,0.004286564,0.0047671,0.063214032,0.153395923,-0.008123142,0.009592085,5.94951E-05,-4.96375E-05,0.411347245,0.010832353,0.189380588,0.029964331,0.045198845,0.204996745,-0.033117352,0.035215204,0.045009815,0.020448049,-0.05628082,0.018311046,0.346941067,0.477348036,0.52410958,0.43753202,0.034735015,0.239457564,0.25987453,-0.001961089,-0.001820794,-0.000935184,0.07376954,0.173006722,0.204060179,0.252106869,0.436887813,0.236828797,-0.042649061,0.388582014,-0.002793732,-0.003362044,-0.003516273,-0.003061581
0.14,9.56143E-05,8.9338E-05,0.035635746,-0.016213735,0.070507733,0.131728443,0.015558499,0.008371382,0.00010871,-6.23324E-06,0.386002396,0.002363725,0.210010471,0.085208777,0.000826287,0.226114909,-0.021825848,0.072843378,-0.010082043,0.007783254,-0.019674985,0.047608874,0.316270901,0.435355849,0.517822959,0.45341642,0.014990142,0.204667525,0.252439685,-0.001954339,-0.001817043,-0.000950195,0.072487802,0.209043691,0.183491331,0.278985226,0.41007812,0.179638855,-0.0463188,0.37994554,-0.002789235,-0.003373293,-0.003511776,-0.003080331
0.15,-2.97368E-06,8.17763E-05,0.048903263,-0.017464956,0.047390667,0.08576897,-0.011785251,-0.007467241,7.27459E-05,3.52837E-05,0.348618363,0.03620009,0.201518955,0.08391941,-0.003995491,0.253458659,0.00200838,0.032529658,-0.012529171,0.039452871,0.00684479,0.030518077,0.320085598,0.388663954,0.487686851,0.439973427,0.049230865,0.21064897,0.24375362,-0.001977587,-0.001826796,-0.000944941,0.059761972,0.231867501,0.204060179,0.266762936,0.430799556,0.19331073,-0.031655104,0.365136885,-0.002774997,-0.003366543,-0.00350428,-0.003068331
0.16,-8.66126E-06,2.12819E-05,0.041662968,0.012167613,0.027928082,0.097243579,-0.083684665,0.002267866,-4.08233E-05,3.15095E-05,0.326905106,0.04224257,0.205158176,0.011981849,0.034395622,0.236063639,-0.004278241,0.029844111,0.03521558,0.059724172,0.00684479,-0.029297807,0.28944595,0.411430068,0.467575767,0.407014442,0.030798247,0.252641158,0.213979908,-0.001977587,-0.001823795,-0.000925427,0.098000498,0.191024491,0.22218762,0.277756893,0.414945674,0.213208191,-0.012100965,0.330587172,-0.002792233,-0.003353794,-0.003501281,-0.003060831
0.17,-6.76509E-06,-1.65271E-05,0.02839545,0.036841075,0.014538495,0.126662525,-0.075017673,0.008371382,-1.43271E-05,-1.94436E-05,0.365509842,0.005995317,0.203937473,0.01839054,0.054811882,0.221171061,-0.039373456,0.044614618,0.005832874,0.033120473,-0.019674985,-0.021973111,0.251115872,0.403068251,0.448746421,0.413102699,-0.00740976,0.245439009,0.215223499,-0.001963339,-0.001811791,-0.000925427,0.106942148,0.168201634,0.187122923,0.326638424,0.388135982,0.230603211,0.002562731,0.346627974,-0.002800476,-0.003362793,-0.003497534,-0.003075831
0.18,-6.17467E-05,8.04872E-06,0.003081119,0.007223765,0.014538495,0.089614185,-0.013005954,-0.000143023,8.221E-05,-1.00074E-05,0.396866654,0.018080278,0.172389926,0.064655188,0.017610955,0.183878581,-0.061986981,0.002958124,-0.041911877,0.038186391,-0.041128843,-0.001220681,0.281786038,0.376640029,0.427384116,0.409425331,0.017614654,0.222611861,0.206545063,-0.001965588,-0.001813292,-0.000938186,0.075051279,0.175409028,0.178669554,0.283868038,0.383253169,0.277905457,-0.020653517,0.351564192,-0.002779493,-0.003365043,-0.003492286,-0.003073581
0.19,1.02986E-05,0.000106352,-0.004151547,-0.026086171,0.040096966,0.064040454,0.012995022,-0.000143023,0.000120066,2.39612E-05,0.376358841,0.051901384,0.155406894,0.029964331,0.030825066,0.16398112,-0.040624676,-0.011812383,-0.006410396,0.106591543,-0.024725645,-0.00976608,0.300951077,0.375480361,0.434906699,0.359345985,0.057134917,0.245439009,0.171808429,-0.001973838,-0.001811791,-0.000944941,0.076333017,0.183817098,0.210102659,0.241112911,0.35766418,0.239331238,-0.027985365,0.346627974,-0.002773498,-0.003358294,-0.003496034,-0.003068331
0.2,0.000146803,0.000155504,-0.002953732,-0.006356557,0.031574932,0.08198479,-0.024236423,-0.01845357,8.03157E-05,7.11396E-05,0.366700028,0.045866533,0.155406894,0.041530494,0.07159655,0.182596842,-0.009283124,0.016385859,0.051132404,0.115464528,0.00432709,-0.003662564,0.283037258,0.353873915,0.472611167,0.366685463,0.059759429,0.208207564,0.189176746,-0.001974588,-0.00180954,-0.000945692,0.092904062,0.188622663,0.225819212,0.256989681,0.351575923,0.19331073,-0.026764662,0.372545027,-0.002784739,-0.003358294,-0.003511776,-0.003073581
0.21,0.000110782,6.66527E-05,-0.018632137,-0.006356557,0.019406048,0.069167408,-0.04279111,-0.026967974,-1.43271E-05,9.18979E-05,0.347412919,0.020498796,0.166324558,0.081363562,0.050020622,0.152811686,0.012048664,0.037900751,0.040113651,0.055924733,-0.000723569,0.008545421,0.27281387,0.352714247,0.490174033,0.432664467,0.02420645,0.192643599,0.21646709,-0.001964089,-0.001818543,-0.000946442,0.081429453,0.165799329,0.207691771,0.227677548,0.36497314,0.221936219,-0.03409651,0.386113905,-0.002789985,-0.003356794,-0.003523019,-0.003062331
0.22,2.16738E-05,3.4515E-05,0.000670231,-0.033486684,0.046169964,0.062819751,-0.027898532,-0.005056353,8.38968E-06,1.45255E-05,0.293122147,0.018080278,0.155406894,0.03767002,0.028414177,0.141581217,0.017084064,0.015043085,-0.012529171,0.033120473,-0.032294004,0.030518077,0.262590481,0.381461806,0.463822105,0.428987098,0.037359527,0.26344438,0.213979908,-0.001964089,-0.001820044,-0.000942689,0.055947275,0.171804616,0.168995482,0.211785519,0.361326289,0.223156922,-0.007210524,0.33552339,-0.002789235,-0.003355294,-0.003509527,-0.00305633
0.23,6.90716E-05,1.93914E-05,0.027197636,0.0047671,0.057125775,0.090895923,-0.009221774,-0.013570757,5.76026E-05,-7.417E-05,0.266602372,-0.008500533,0.132343234,0.065936927,0.046419548,0.134134928,-0.016790448,0.036557978,-0.032119549,0.054658254,-0.034811704,0.062257789,0.254961087,0.391044326,0.423630454,0.354463173,0.069006255,0.255082564,0.206545063,-0.001967838,-0.001815542,-0.000939687,0.036812753,0.234269807,0.182301146,0.233788693,0.360105586,0.208264344,-0.036537916,0.298505568,-0.002777994,-0.003352294,-0.003502781,-0.003070581
0.24,3.87375E-05,-9.40355E-05,0.015143192,0.033133189,0.040096966,0.066603931,0.015558499,-0.012350054,-7.67891E-05,-0.000149656,0.318466996,-0.032670455,0.165111484,0.127612952,0.040407585,0.111735026,-0.026830731,0.066129511,0.016853535,0.017922719,-0.033545225,0.076906226,0.257524563,0.395866103,0.393479087,0.347154213,0.00443106,0.216691451,0.215223499,-0.001962589,-0.001816292,-0.00094344,0.03937623,0.221056172,0.235493284,0.237450802,0.368635249,0.218213074,-0.09886244,0.333055281,-0.002780243,-0.003353044,-0.003517772,-0.003078081
