Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,-0.000516512,-0.000527854,1.474429531,0.53076929,-0.537086079,-0.478813346,-0.56354645,0.715724799,-0.000542384,-0.000634693,-21.13733072,-1.36518253,-1.934860518,-0.010117733,0.056202282,-1.702836008,7.290824197,0.803195144,0.019541177,4.430563262,-0.882137645,-0.335064606,-16.08183635,-24.07869073,-17.31354086,-1.098694081,0.531137248,0.168249232,-1.630807299,-0.001963339,-0.001826045,-0.000959952,-2.619959475,-4.548081241,-0.761490916,-0.306645284,-5.924319784,-0.289480894,1.03902083,-2.34510448,,,,
0.02,-0.000507033,-0.000616705,1.463572903,0.583824099,-0.614959309,-0.518364127,-0.521310122,0.690120551,-0.000292529,-0.000353509,-21.11200113,-1.356729161,-1.883896163,0.022002018,0.044208873,-1.617020578,7.261954568,0.828738357,0.009748849,4.455892852,-0.887188305,-0.348492341,-15.99623455,-24.03431817,-17.26707785,-1.112152333,0.523233195,0.216222865,-1.637006182,-0.001969338,-0.001835048,-0.00097046,-2.646723391,-4.590124451,-0.773575877,-0.328633199,-6.002337973,-0.310660093,1.074459367,-2.391994738,,,,
0.03,-4.8223E-05,-8.92696E-05,1.371928615,0.559150638,-0.646606038,-0.501762565,-0.569649966,0.656001899,0.000137144,0.000142808,-21.07823343,-1.373651158,-1.862053206,0.036146915,0.08382069,-1.588456125,7.219290993,0.819338943,-4.72936E-05,4.424230865,-0.898540844,-0.324078278,-15.99367107,-24.0175335,-17.34746115,-1.109695668,0.569345256,0.182653529,-1.597314257,-0.001970088,-0.001829046,-0.000967458,-2.598291994,-4.592527233,-0.759080028,-0.360417257,-6.079120199,-0.318106382,1.054909044,-2.480839038,,,,
0.04,0.000351814,0.000400357,1.404483242,0.533241214,-0.594276021,-0.455803092,-0.589547427,0.649928901,0.000383213,0.00028623,-21.09510965,-1.373651158,-1.904526046,0.027159489,0.106617321,-1.641861887,7.197989724,0.796481277,0.001179132,4.379888824,-0.908657421,-0.315533356,-16.0588261,-24.02595636,-17.40899984,-1.102371449,0.548257609,0.12265597,-1.630807299,-0.001964838,-0.001822294,-0.000962954,-2.532007814,-4.593728386,-0.761490916,-0.357960592,-6.055972616,-0.316824644,1.026802354,-2.467266345,,,,
0.05,0.000329063,0.000300163,1.49372427,0.549278201,-0.590621541,-0.455803092,-0.578316958,0.659664008,0.000263964,0.000139033,-21.03601236,-1.37122501,-1.953064254,0.052840031,0.070606578,-1.675492258,7.209281228,0.752139236,0.004850778,4.374822906,-0.864452709,-0.339947419,-16.04222454,-23.99482843,-17.38011496,-1.108474964,0.535074016,0.128637416,-1.659333605,-0.001969338,-0.001824545,-0.000964455,-2.568964601,-4.60694202,-0.743332957,-0.355519186,-6.038898031,-0.339224546,1.023132615,-2.431476855,,,,
0.06,0.000133785,7.14186E-05,1.465983791,0.555442752,-0.604011128,-0.490287955,-0.620553286,0.693782661,0.000101182,5.22248E-05,-20.9684617,-1.37122501,-1.945785811,0.048994816,0.105427135,-1.638138742,7.230582497,0.706423904,-0.024531928,4.402700713,-0.836681713,-0.338726716,-16.02309002,-23.99238702,-17.3926882,-1.113373036,0.597024699,0.215063197,-1.61964168,-0.001970088,-0.001820044,-0.000959952,-2.630152346,-4.593728386,-0.719163036,-0.356739889,-6.041339437,-0.326834409,1.023132615,-2.483310962,,,,
0.07,1.07096E-06,6.76377E-05,1.408107204,0.541877688,-0.614959309,-0.481315788,-0.613106997,0.708400581,-3.5104E-05,-0.000149699,-21.04326029,-1.35068668,-1.898453048,0.006590641,0.146229137,-1.62947175,7.215567849,0.723910476,-0.078399268,4.448293975,-0.896007885,-0.285013871,-16.0588261,-24.0331585,-17.41151754,-1.095031971,0.620736857,0.242651088,-1.597314257,-0.001959589,-0.001821544,-0.000963705,-2.635248781,-4.609344326,-0.731278514,-0.346974264,-6.030368368,-0.293265073,1.079345994,-2.538837695,,,,
0.08,-0.000139226,-0.000155435,1.414134426,0.534477176,-0.617393086,-0.47750109,-0.570870669,0.664546821,-0.000364459,-0.000489384,-21.11200113,-1.36518253,-1.864486983,0.009169376,0.097004284,-1.658036203,7.216788552,0.754824783,-0.067380515,4.455892852,-0.897274364,-0.288677887,-16.07802166,-24.03669854,-17.36880819,-1.068161244,0.566720744,0.179052455,-1.612199205,-0.001961839,-0.001835048,-0.000965957,-2.648005129,-4.585319839,-0.754227733,-0.350636373,-6.016971151,-0.30943939,1.090347581,-2.484539294,,,,
0.09,-0.000334505,-0.000456017,1.446689052,0.546806277,-0.578452656,-0.511955436,-0.596993716,0.679164741,-0.000449636,-0.00045919,-21.1204545,-1.39176334,-1.879036239,0.023283756,0.065815319,-1.675492258,7.282035134,0.776309158,-0.006167975,4.425497344,-0.850567211,-0.370464997,-16.06779827,-24.05348321,-17.34871237,-1.104812855,0.54169633,0.170629603,-1.618401903,-0.001973838,-0.001839549,-0.000959952,-2.66713965,-4.542075001,-0.756669139,-0.367741476,-6.021838705,-0.359183042,1.02924376,-2.411739611,,,,
0.1,-0.000325025,-0.000189463,1.452716274,0.552986087,-0.590621541,-0.491539176,-0.621773989,0.724239204,-0.000141103,-0.000106295,-21.13371439,-1.372430455,-1.931221297,0.001448429,0.06340443,-1.654374094,7.285819314,0.78573909,-0.01228675,4.417898467,-0.854366649,-0.342388825,-16.06520427,-24.06904718,-17.4064974,-1.15124535,0.575906535,0.1850339,-1.623364824,-0.001983587,-0.001831297,-0.000965957,-2.670954348,-4.579313599,-0.73851118,-0.386067281,-6.05353121,-0.365408628,1.032909685,-2.415439868,,,,
0.11,-8.23495E-05,0.000182955,1.433421535,0.569023074,-0.638084004,-0.432823356,-0.6143277,0.682796333,0.000311286,0.000210745,-21.10113687,-1.348260533,-1.972481063,0.009169376,0.070606578,-1.595902414,7.195487282,0.766909744,-0.046567527,4.410284331,-0.840465892,-0.260599808,-16.08565105,-24.06068536,-17.45045797,-1.136566395,0.595681926,0.149084193,-1.645688433,-0.001991836,-0.001817043,-0.000971961,-2.656946779,-4.61655172,-0.731278514,-0.377507101,-6.057193319,-0.324331968,1.053684526,-2.44628551,,,,
0.12,0.000114825,0.000326629,1.431010647,0.59616846,-0.617393086,-0.445610221,-0.629220278,0.687679145,0.000621711,0.000459847,-21.09028787,-1.35068668,-1.973686507,0.028425968,0.087391246,-1.614518137,7.184195779,0.758853103,-4.72936E-05,4.403951934,-0.830364574,-0.298441605,-16.10991253,-24.11818048,-17.42282431,-1.104812855,0.604928752,0.149084193,-1.668015856,-0.001973088,-0.001819293,-0.000967458,-2.63399756,-4.627363525,-0.768723582,-0.326207052,-6.019397299,-0.329336851,1.03902083,-2.456157946,,,,
0.13,0.000124305,0.000396576,1.455127163,0.567787112,-0.601577351,-0.460899528,-0.675118716,0.743739936,0.000150395,0.000252262,-21.13009805,-1.384515416,-1.954277328,-0.002396786,0.080219616,-1.648148508,7.249442361,0.764224197,0.019541177,4.441961577,-0.883388866,-0.347271637,-16.10097088,-24.15419122,-17.3926882,-1.076721424,0.625985881,0.159826381,-1.666776079,-0.00195134,-0.001832047,-0.000972711,-2.656946779,-4.62496122,-0.774766063,-0.307865987,-5.999896566,-0.362906187,1.043907457,-2.45862987,,,,
0.14,2.00299E-05,-4.57893E-05,1.440654201,0.559150638,-0.641730855,-0.440483268,-0.676339419,0.704768989,-0.000684348,-0.000404462,-21.11320657,-1.406274449,-1.925155929,-0.010117733,0.081409801,-1.58473298,7.263236306,0.75751033,-0.037997809,4.449560454,-0.916210521,-0.336285309,-16.0371281,-24.07386895,-17.34871237,-1.058395619,0.587777873,0.134679896,-1.635766405,-0.001967088,-0.001829046,-0.000978716,-2.656946779,-4.608143173,-0.702256297,-0.345738302,-6.00476412,-0.340506284,1.052460008,-2.478367114,,,,
0.15,-2.73679E-05,-0.000459798,1.392428799,0.597404422,-0.655120442,-0.441765006,-0.624215395,0.640163276,-0.00066731,-0.000572417,-21.03239603,-1.366387974,-1.888748458,0.018156803,0.091022838,-1.58473298,7.235648415,0.753482009,-0.051465598,4.384954742,-0.897274364,-0.315533356,-15.99110759,-24.02473565,-17.29973165,-1.062072987,0.532449504,0.163427455,-1.61592235,-0.001980587,-0.001829046,-0.000975714,-2.598291994,-4.60694202,-0.688950633,-0.362843404,-6.013293783,-0.331839292,1.032909685,-2.496883654,,,,
0.16,-3.30555E-05,-0.000210258,1.409312649,0.580131473,-0.618613789,-0.43920153,-0.636666567,0.624324653,-0.000175173,-0.000178006,-20.98655863,-1.351892125,-1.903312972,-0.011399471,0.095814098,-1.661759348,7.221793435,0.787051345,-0.00371894,4.362158111,-0.861935009,-0.303326325,-16.03837932,-24.05232354,-17.33992331,-1.084045643,0.552224895,0.186254603,-1.655614275,-0.001975338,-0.001835048,-0.00097121,-2.593195559,-4.623759113,-0.725236034,-0.394612203,-6.05353121,-0.3778598,1.014580064,-2.467266345,,,,
0.17,-6.52858E-05,4.49523E-05,1.47684042,0.573951663,-0.608878682,-0.460899528,-0.675118716,0.645046089,0.000135252,0.000193761,-21.01068277,-1.360360752,-1.942138961,-0.011399471,0.104206432,-1.64686677,7.235648415,0.828738357,0.013420495,4.377355865,-0.84931599,-0.327740387,-16.08693279,-24.05470391,-17.40524618,-1.123153919,0.572000285,0.146642787,-1.684140581,-0.001973838,-0.001827546,-0.000972711,-2.659479738,-4.644181095,-0.720383739,-0.431263814,-6.081576864,-0.38780853,1.020691209,-2.431476855,,,,
