Time,B7030_18A,B4520_18A,B7037_18A,P-0463-0-CHAN-4,B7060_18A,B4524_18A,B5410_18A,B4531_18A,B7039_18A,B7056_18A,B5406_18A,B5395_18A,B6192_18A,B6190_18A,B7035_18A,B7059_18A,B7046_18A,B7032_18A,B5382_18A,B6191_18A,B6182_18A,B5401_18A,B7062_18A,B7029_18A,B7031_18A,B5412_18A,B7042_18A,B4523_18A,B6178_18A,B5381_18A,IW4-0627-0-CHAN-3,IW4-0627-0-CHAN-4
0.01,-0.002385457,0.051270918,-0.018205041,-0.002547346,0.006479206,0.026911418,-0.020607977,0.024042303,-0.056339376,0.033903907,0.009392177,0.050360708,-0.047390071,0.005525633,0.015202879,-0.058042628,-0.010718218,0.033595484,-0.035394583,0.016645318,-0.030784593,-0.005627988,0.024948348,0.004782378,0.02002846,0.03317905,0.013374752,0.029031033,0.015322989,-0.054154799,-0.003076247,-0.002339595
0.02,-0.013448079,0.055177168,-0.012075061,-0.002543586,-0.002065716,-0.01520284,0.000769586,0.035577947,-0.030872457,0.008253883,0.034523403,-0.011055918,0.010822209,0.016309782,0.036977171,-0.040838343,0.03548921,0.003877085,-0.000879202,-0.01637947,-0.02445601,-0.001874326,-0.032119523,-0.007203401,0.059647906,0.005484348,0.012169308,0.006692166,0.02048046,-0.051629469,-0.003069491,-0.002336592
0.03,0.036921183,0.014283614,0.029611235,-0.002542082,-0.011861859,-0.003728231,0.005804987,0.057489569,0.000652201,0.00337107,-0.003181065,-0.032807322,0.013309391,0.028440519,-0.011423708,-0.002729518,0.001443037,0.019330423,0.043478097,-0.025270576,-0.004203782,-0.009366391,-0.025893937,0.016775786,0.012826312,0.02813602,0.016991085,-0.011801487,0.008914298,-0.055417464,-0.003067239,-0.002337343
0.04,0.027094523,-0.022764726,0.005090123,-0.002542082,0.011423053,0.033289591,-0.001740485,0.033014471,-0.03209316,-0.018601586,-0.001922215,-0.022572489,-0.005275814,-0.001214937,-0.019892336,0.026765721,-0.003420702,0.044293802,0.034856882,-0.018920059,-0.004203782,-0.024365781,-0.011001359,0.046751677,-0.044806134,0.018065219,0.012169308,0.005288357,0.011477774,-0.068036482,-0.003076998,-0.002344098
0.05,-0.029424032,-0.00872664,-0.020657176,-0.002522534,0.019967975,-0.012669881,-0.000481634,0.000787908,-0.049060934,-0.039368798,0.008125698,0.003020315,-0.000316707,-0.049741701,0.02123773,-0.015020472,0.026974806,0.033595484,-0.019372855,-0.003678436,-0.008001313,0.010622622,-0.012222062,0.020369231,-0.015989911,-0.014680142,0.035053677,0.025063748,0.019168204,-0.045316145,-0.003073245,-0.002330588
0.06,-0.017125448,0.005311446,0.035741454,-0.002514263,0.05430025,-0.003728231,0.018378229,-0.006902521,-0.02844631,-0.010056664,0.001846706,0.04012206,-0.018886654,-0.017389254,0.015202879,-0.065420253,0.024544844,-0.004444677,-0.011972342,0.020455247,0.008453383,0.034380557,0.0200045,-0.01918918,0.005616534,-0.012154812,0.019398159,0.010598416,-0.037350351,0.015280321,-0.003063486,-0.002328336
0.07,0.030771891,0.004029707,0.036967402,-0.002530053,0.045694293,0.053736369,0.008322687,0.01110285,-0.019962423,-0.005173851,0.01944009,0.058035879,-0.004039852,0.03113751,-0.00900519,-0.021169764,0.03548921,-0.003256399,0.033636179,0.020455247,0.007188811,-0.011868833,0.023727645,-0.010796846,0.02123009,0.004217868,-0.027576023,0.005288357,-0.057919198,0.002657488,-0.003071743,-0.002341847
0.08,-0.009770711,0.001527266,-0.013300771,-0.002539827,-0.047414837,0.057581584,-0.029412298,0.033014471,-0.007831686,-0.036927392,0.009392177,0.028605489,0.034351262,0.013612791,-0.019892336,0.025545018,0.019681105,0.024085443,0.005285348,0.014104729,0.00465776,-0.035626767,0.018783797,0.007185637,0.050042499,0.02813602,-0.010715061,-0.00520969,-0.023220712,-0.028905318,-0.003076998,-0.002339595
0.09,-0.05275472,-0.022764726,-0.039048309,-0.002530804,-0.056020794,0.026911418,-0.023125677,0.06011408,-0.004184835,-0.034470726,-0.022025669,0.02348998,0.014530095,0.005525633,-0.00900519,0.014482396,-0.050841203,0.018142145,-0.046487723,0.030616646,-0.001672731,0.000628116,0.018783797,-0.033578218,0.038033832,0.0344379,0.006145901,-0.034201389,-0.029659921,-0.007443831,-0.003064987,-0.002339595
0.1,-0.013448079,-0.044493242,-0.045178527,-0.002524789,0.021219196,-0.008824666,-0.011803656,0.040765936,-0.039356344,-0.00027578,0.006874477,0.045237569,-0.027568904,0.037874265,-0.006586672,0.012018102,-0.054488054,-0.008011419,-0.01691619,0.038237458,-0.016860948,-0.008130429,-0.009780656,-0.06115085,-0.015989911,-0.002076382,-0.015529209,-0.036825901,-0.032223398,-0.022591994,-0.003061984,-0.002338844
0.11,-0.004842122,-0.018980546,-0.015752906,-0.002529301,0.033426227,0.011591593,-0.020607977,-0.023687189,-0.035724752,0.01559336,0.030746853,0.0068579,-0.006496517,0.036531492,-0.017481447,0.032907384,0.005089888,0.000310343,0.034856882,-0.008758659,0.019845977,-0.028134702,0.017502059,-0.020386995,-0.050806653,-0.013413662,-0.02275806,0.006692166,-0.016812021,-0.025117323,-0.003062735,-0.002332089
0.12,-0.013448079,0.02063127,-0.008396501,-0.002524038,0.024881305,0.037134806,-0.035714178,0.021417791,0.005504496,0.018019508,-0.010718907,-0.020009013,0.030643376,0.014963194,-0.000536562,0.025545018,0.026974806,0.008632105,0.017599191,-0.040513153,0.051490798,-0.000623105,0.03739952,-0.002404512,-0.035200727,0.002959018,-0.016738468,0.022500271,0.010196036,0.025381639,-0.003065738,-0.00233284
0.13,-0.013448079,-0.003599687,-0.035369748,-0.002528549,0.024881305,-0.011388143,-0.040741949,0.07171076,-0.007831686,0.019240211,-0.019515599,0.005576162,-0.005275814,0.008218809,0.004300474,0.010789769,0.050080427,-0.004444677,0.000341501,-0.017649764,0.002126708,-0.019376157,-0.012222062,-0.013192476,-0.012388837,0.007994419,0.016991085,-0.00520969,0.024325675,0.024118974,-0.003080001,-0.002332089
0.14,-0.044148763,-0.044493242,0.009993916,-0.00254509,-0.00945097,-0.027989705,0.004546137,-0.006902521,-0.005405538,0.00337107,0.013161098,-0.002095194,-0.041210262,-0.006605105,-0.019892336,0.021852391,0.067105421,0.022897165,0.017599191,-0.004947776,-0.042177186,-0.009366391,-0.013442765,0.014372527,0.00082146,-0.013413662,0.014576382,0.005288357,-0.025784189,-0.032693312,-0.003076998,-0.002327585
