Time,A2147,A2149,B7055_18A,B7038_18A,B7040_18A,B4541_18A,B4526_18A,B7044_18A,A2148,A2146_18A,B7050_18A,B7053_18A,B7046_18A,B6178_18A,B7029_18A,B4546_18A,B5398_18A,B5384_18A,B7058_18A,B5411_18A,B5408_18A,B7037_18A,B4524_18A,B7041_18A,B5412_18A,B7057_18A,B4523_18A,B7034_18A,B7045_18A,IW4-0638-0-CHAN-2,IW4-0638-0-CHAN-3,IW4-0638-0-CHAN-4,B4535_18A,B7036_18A,B7043_18A,B7061_18A,B7056_18A,B7062_18A,B7047_18A,B7059_18A,IW4-0631-0-CHAN-1,IW4-0631-0-CHAN-2,IW4-0631-0-CHAN-3,IW4-0631-0-CHAN-4
0.01,3.25343E-05,8.66143E-05,0.033586458,-0.055942914,0.075055188,0.0780628,0.02315329,0.030609131,0.000259795,0.000301366,-0.051208613,-0.014518214,0.110640489,0.137188511,0.296000939,0.464050293,-0.137040699,0.023956299,-0.014214785,-0.110424886,-0.045620427,-0.014582735,0.009305318,0.058635827,0.087867795,0.096976593,0.04664274,0.07999193,0.000679307,-0.001970838,-0.001821544,-0.000950946,0.002499646,0.049315587,0.06350475,0.108492902,0.189470118,0.178521821,-0.034843618,0.363546487,,,,
0.02,0.000288482,0.000245412,-0.000181242,-0.028782269,0.072621411,0.051298884,0.038045869,0.045227051,0.000286295,0.0002523,0.004272344,0.01567893,0.128844225,0.120480137,0.261180383,0.399414063,-0.172196949,0.002441406,0.01394531,-0.157292257,-0.02290009,0.013493437,0.046384176,0.13773739,0.116767942,0.077414826,0.024242838,0.06802904,0.018047624,-0.001972338,-0.001819293,-0.000947193,0.006314343,0.006070272,0.065915639,0.15980821,0.174836939,0.182244966,-0.025074179,0.296911355,,,,
0.03,0.000153873,0.000141437,-0.00259213,0.015636066,0.034894055,0.02450445,0.014486298,0.012329102,-5.20164E-06,-4.35052E-06,0.083877447,-0.001243067,0.130057299,0.09222086,0.164012414,0.355895996,-0.190995777,-0.054016113,-0.004418642,-0.213032613,-0.009014592,0.017155546,0.047635396,0.171306726,0.159462033,0.073752716,-0.011340658,0.065648669,0.013084703,-0.001978337,-0.001825295,-0.000958451,0.010159558,0.044510022,0.068326528,0.137820295,0.151674097,0.15862436,-0.023849661,0.225347635,,,,
0.04,-7.36365E-05,-0.000111883,-0.001386686,-0.004108808,0.028813428,0.025755671,-0.016519561,-0.01083374,-0.00030427,-0.00024213,0.144180181,-0.018149805,0.109435045,0.103787022,0.160441857,0.350952148,-0.178422535,-0.051330566,-0.027680666,-0.194035421,-0.016582951,-0.012143236,0.084683736,0.23362362,0.200920163,0.060324982,-0.033740561,0.069188708,-0.000556655,-0.001973088,-0.001818543,-0.000959952,0.002499646,0.063730375,0.102170522,0.11583238,0.210191553,0.153619477,-0.036068136,0.285810586,,,,
0.05,-0.000157057,-0.00026879,-0.019468351,0.015636066,0.053151196,0.04492071,-0.011514678,-0.013244629,-0.00033077,-0.000319503,0.16348255,-0.031440211,0.107001268,0.108913975,0.234813195,0.380737305,-0.185990894,0.015899658,0.021288602,-0.1953019,-0.033001408,-0.013362032,0.106442769,0.228862878,0.208458005,0.040793732,0.011059244,0.05844652,-0.003040023,-0.001958839,-0.001815542,-0.000944941,-0.012789661,0.05892481,0.117887075,0.12805467,0.240663355,0.18975229,-0.034843618,0.319128152,,,,
0.06,-0.000134306,-0.000145911,-0.02792172,0.030421832,0.037335461,0.042357234,0.055379853,-0.002319336,-2.60223E-05,-2.51088E-05,0.128509405,-0.076133204,0.105795824,0.090923863,0.264811974,0.403137207,-0.218583668,0.01184082,-0.000748904,-0.225705038,-0.031734929,-0.013362032,0.084683736,0.168865319,0.192131101,0.034674958,0.032146891,0.056066149,-0.004279799,-0.001964838,-0.001834298,-0.000944941,-0.008974963,0.084151403,0.053830678,0.117053083,0.215074366,0.200921723,-0.018963034,0.273466226,,,,
0.07,5.99157E-06,9.98475E-05,-0.019468351,-0.018925092,0.004475659,0.021940974,0.065389619,-0.020568848,0.000322259,0.000382512,0.129714849,-0.049567652,0.116713487,0.10506876,0.264811974,0.426757813,-0.207292164,-0.056671143,-0.037472994,-0.180104146,-0.036785588,-0.024350267,0.071896871,0.197673913,0.14563757,0.042014435,0.0123715,0.087255114,0.029209428,-0.001985837,-0.001850803,-0.000955449,0.011441296,0.104572431,0.035703237,0.117053083,0.240663355,0.192193696,-0.028732473,0.315427896,,,,
0.08,0.000279003,0.000315359,-0.001386686,-0.048527142,0.031247204,0.023192195,0.002035126,-0.037628174,0.00031658,0.00041082,0.134536627,0.003593969,0.1239843,0.120480137,0.268382531,0.447937012,-0.14332732,-0.0284729,0.000479429,-0.111691366,-0.044353947,-0.032895189,0.027188619,0.150982019,0.11048132,0.101874665,0.008434732,0.125646227,0.035415941,-0.001982837,-0.00184105,-0.000961453,0.006314343,0.090157644,0.084043081,0.119494489,0.269929712,0.18975229,-0.047065908,0.38329136,,,,
0.09,0.000383278,0.000294564,0.019105868,-0.021381757,0.087224072,0.049986628,0.009481415,0.006225586,5.91546E-05,0.000193799,0.012710455,-0.003653956,0.113074266,0.087078648,0.263591271,0.421813965,-0.137040699,0.0440979,-0.015439303,-0.090153585,-0.051937566,-0.048766237,-0.008547465,-0.004840735,0.081596433,0.112845734,-0.019244711,0.128026598,0.001922899,-0.001976087,-0.001818543,-0.000969709,-0.035738879,0.05892481,0.087674672,0.121935895,0.237016504,0.179742524,-0.038513357,0.349973794,,,,
0.1,0.000134914,-5.13885E-05,0.034776644,0.003291705,0.092083996,0.05639532,0.018148408,0.006225586,-0.00022477,-0.000102482,-0.082565424,0.004814672,0.119132006,0.051098423,0.226420861,0.409362793,-0.173417652,0.0078125,-0.054616244,-0.116764913,-0.088543401,-0.064633471,-0.02008311,-0.042011145,0.026329099,0.055442169,-0.044269125,0.08365404,0.018047624,-0.001987337,-0.001818543,-0.000964455,-0.072726184,0.046912328,0.0780006,0.151248029,0.206529444,0.163568208,-0.036068136,0.314191934,,,,
