Time,A2147,B5401_18A,B7049_18A,B6182_18A,P-0463-0-CHAN-1,B7048_18A,B7052_18A,B6181_18A,B6876_18B,B7030_18A,B4531_18A,B5397_18A,A2148,A2149,B7033_18A,B6191_18A,IW4-0624-0-CHAN-1,B4520_18A,B7060_18A,B6190_18A,B7035_18A,B7042_18A,B5395_18A,B7051_18A,B7039_18A,B5410_18A,B7032_18A,B5382_18A,IW4-0634-0-CHAN-1,B5406_18A,B7054_18A,B5381_18A,A2146_18A,B7031_18A,B6192_18A,B5404_18A
0.01,-7.62023E-05,0.015283028,0.026021127,0.073253253,-0.002054175,-0.040869511,0.017696727,0.031400507,0.015889641,-0.036219473,0.015574215,0.017199072,1.31215E-05,5.89424E-05,-0.010360226,-0.02715235,-0.001607532,-0.047474485,0.035422123,-0.045647188,0.009834202,0.027595229,-0.040061892,-0.013736696,0.020447009,0.033107497,0.011159723,-0.038352735,-0.003218098,-0.055059185,0.022459307,0.032278279,2.20091E-06,-0.000445882,-0.046448463,-0.000312531
0.02,-0.000104627,0.057880322,0.049351816,0.069469073,-0.002040656,-0.056738651,-0.018573414,0.047414606,0.030660149,0.0019275,0.01941943,-0.007371393,2.44949E-05,-4.134E-05,-0.054564938,0.018603036,-0.001604532,-0.055134398,0.035422123,-0.009235902,-0.024200527,0.04447145,0.029106198,0.006671935,-0.007537611,0.020576217,0.033803766,-0.018607862,-0.003218098,-0.039952984,0.00414876,0.001959065,7.20538E-05,-0.03409485,-0.056405777,0.02721814
0.03,-5.53581E-05,0.012777248,0.075108652,0.037746051,-0.00204366,-0.040869511,-0.035503041,0.026052302,0.004842278,0.00809205,-0.016530277,0.01105741,-2.47796E-05,-5.83688E-05,-0.039828763,0.018603036,-0.001624035,-0.010426146,-0.0222561,-0.009235902,-0.009613124,0.00591249,0.031669675,-0.022144289,0.005844347,-0.023288987,0.015935724,-0.007529981,-0.003224848,-0.016011944,-0.025117598,-0.001825114,3.99605E-05,-0.049717466,-0.009108657,0.045990265
0.04,-0.000114101,0.0140299,0.05547059,0.041576007,-0.002055677,-0.032263554,0.022526134,0.002027338,-0.008707527,-0.012812491,-0.051198246,-0.012284723,2.25987E-05,-1.67424E-05,0.005600467,-0.030968955,-0.001625536,0.025279421,-0.034531796,-0.06722693,0.017127903,-0.001320176,-0.00291437,-0.040157289,0.022857897,-0.03081157,0.033803766,0.02207207,-0.003219598,0.011682758,-0.027528486,-0.011926433,-0.000103515,-0.01006035,0.008316642,0.022213257
0.05,-0.00013684,0.044099251,0.032170419,0.040294269,-0.002063188,-0.004126346,0.046711315,-0.011316473,0.008565422,-0.007929678,-0.017812015,-0.020883051,9.3292E-06,-9.99961E-05,-0.006679044,-0.018256476,-0.001604532,0.021464724,-0.001389706,-0.075317903,0.00740424,0.028800673,0.018859922,0.00307086,0.002197497,0.023082473,0.060003107,0.038093798,-0.003215099,0.005396137,-0.015351973,0.001959065,-4.12173E-05,0.024790724,-0.011597985,-0.037856781
0.06,-3.83035E-05,-0.019797405,0.00885499,-0.004063031,-0.002068445,-0.000464237,0.003193248,0.010038202,0.012227532,0.006871347,0.016855953,0.003687415,-1.90948E-05,-5.26924E-05,-0.009131894,0.008436868,-0.001604532,0.009990114,0.009650028,-0.033512636,0.011051091,0.002296157,0.029106198,0.030689269,-0.024566419,0.028094985,0.018316096,0.012214892,-0.003215099,-0.031133404,-0.015351973,0.037328938,3.42943E-05,0.011571368,-0.006619328,-0.022838318
0.07,4.69684E-05,-0.026061615,-0.008326407,-0.005329511,-0.002070699,-0.048193729,0.001980175,0.026052302,-0.00992823,0.01300538,0.024546383,0.003687415,8.70313E-05,7.40792E-05,0.012966647,-0.024609855,-0.001614284,0.004863161,-0.013665402,-0.022720857,0.036579045,-0.030250841,0.034233152,0.009075194,0.009491198,-0.005741379,-0.015039617,-0.003837354,-0.003218098,-0.008458844,0.000517168,0.0284941,-1.47901E-05,0.001957377,0.012050635,-0.006570541
0.08,2.42292E-05,0.036581913,0.005162363,0.013682941,-0.002062437,-0.043310917,0.02131306,0.004705256,-0.005045418,-0.014063711,0.029734371,0.019655737,2.44949E-05,7.85521E-06,-0.012816892,-0.022071174,-0.001621035,-0.024494749,-0.005074703,-0.02407126,0.021991642,-0.010963731,0.029106198,-0.013736696,0.005844347,0.020576217,-0.041254217,0.004829638,-0.003225598,0.000360736,0.007841387,0.0310118,-1.66789E-05,0.030799349,-0.009108657,-0.027845108
0.09,-3.83035E-05,0.032823483,0.014973764,-0.011677167,-0.00205793,-0.010229862,0.001980175,0.019384211,0.0368247,-0.04973876,0.033579586,0.031942877,-0.000127121,-4.70165E-05,-0.034919247,-0.013173392,-0.001627786,-0.050037962,-0.009980404,-0.009235902,0.012267979,0.021583266,0.007331906,-0.019748659,-0.036727674,0.029350021,-0.037668402,0.0269854,-0.003227098,-0.055059185,-0.014131269,0.038610677,-2.6115E-05,0.025992354,-0.040225262,-0.007821762
0.1,5.26534E-05,-0.008521637,-0.013239737,-0.0256237,-0.002063188,-0.007788456,-0.000438343,0.036741083,0.060201164,-0.014063711,0.05671191,0.009829077,-8.35311E-05,3.81292E-05,-0.010360226,-0.037324241,-0.001624035,-0.02574597,-0.019807064,-0.005192323,0.018344792,0.040855117,0.023986875,-0.011341066,-0.00389076,0.010547378,0.03023321,0.039345019,-0.003218848,-0.036168805,-0.026307783,-0.006875773,9.7558E-06,-0.014866869,-0.015331978,-0.021587097
0.11,0.000105711,-0.018544277,-0.016917105,-0.042118451,-0.002062437,-0.010229862,-0.008899342,0.036741083,0.034322258,0.021611337,0.073374508,0.013514075,-0.000119536,3.05609E-05,-0.002994046,0.004620263,-0.001613534,0.009990114,0.02928809,-0.02407126,-0.004749385,0.034827895,0.034233152,0.024684935,0.022857897,-0.004486344,0.012349909,0.009742968,-0.003218098,0.033090839,-0.019014082,-0.02077653,8.33787E-05,-0.032893221,0.015784627,-0.027845108
0.12,-2.69339E-05,0.019041458,0.037068491,-0.062397382,-0.002067694,0.005639279,-0.029452931,0.026052302,-0.014872078,0.0019275,0.03101611,0.038080725,-0.000165022,-5.08009E-05,-0.020186887,0.045294473,-0.001608283,0.020213503,0.037878788,0.004252867,-0.012043087,0.023978896,-0.011878909,0.034290343,0.004623644,-0.038330338,-0.053171331,-0.032188184,-0.003221098,0.033090839,-0.008027754,0.003225545,7.01651E-05,-0.042507211,-0.006619328,0.004692352
0.13,-9.89417E-05,0.035328785,0.037068491,-0.049717328,-0.002069196,0.030114376,-0.022197377,-0.021989996,-0.022257332,0.004399423,-0.020375492,0.013514075,-2.09872E-05,1.7316E-05,-0.017730222,0.017332742,-0.001612784,0.013804811,-0.028397762,0.054149107,0.000114354,-0.012169175,-0.047744693,0.00786975,0.009491198,-0.023288987,-0.011469061,-0.012443311,-0.003221098,-0.037435284,0.011503496,-0.001825114,4.37379E-05,-0.031691114,0.01080597,-0.012826645
0.14,-6.86227E-05,-0.029820045,-0.016917105,-0.043384931,-0.002061686,0.003197872,-0.004062306,-0.03667658,0.004842278,0.014256601,-0.025502445,-1.39775E-06,1.69139E-05,8.16481E-05,-0.031238065,-0.006816199,-0.001618785,-0.010426146,-0.056618893,0.015040831,-0.00110635,-0.04109984,-0.015724124,0.015079527,0.0240786,0.01555989,0.023076838,0.051643603,-0.003223348,-0.071431866,0.027342119,0.020910481,-1.10127E-05,-0.01126198,0.04316712,-0.012826645
0.15,-6.08978E-06,-0.077429375,-0.003413077,-0.029438397,-0.002066192,-0.01517371,0.012859691,-0.011316473,-0.018534187,0.005620127,-0.010121586,0.02088407,-5.32072E-05,3.43448E-05,-0.041057095,-0.009358695,-0.001619535,-0.024494749,-0.030846798,0.005599455,0.014697941,-0.006141954,0.015022336,0.017482787,0.010696642,0.000518539,-0.011469061,0.052894823,-0.003224848,-0.033651104,-0.015351973,0.056295613,-5.25422E-05,-0.017270605,0.026986486,0.029722488
0.16,5.2798E-06,0.004007259,0.028493051,0.009883502,-0.002066192,0.024010861,0.006817211,-0.025995428,-0.048075203,0.000706796,0.022043942,0.009829077,-6.26807E-05,-2.43113E-05,-0.017730222,-0.000460914,-0.001615784,-0.014240843,-0.005074703,0.03931375,0.036579045,0.015540785,-0.027252139,-0.024547548,-0.030639417,-0.017021439,-0.03528803,-0.006278761,-0.003223348,-0.016011944,-0.050721846,0.0310118,4.08963E-06,-0.025682489,0.044411784,0.062258041
0.17,5.2798E-06,0.05286924,0.01376832,0.0187336,-0.002060935,0.0141842,-0.004062306,-0.055360967,-0.018534187,0.00317872,0.055369137,-0.002458063,1.12254E-05,-7.35056E-05,-0.015273557,-0.006816199,-0.001611283,-0.010426146,0.003515995,-0.00384192,0.019557866,-0.004936509,-0.032371463,-0.018543214,-0.014831312,-0.017021439,-0.004327947,-0.032188184,-0.003224098,-0.009710064,-0.005586348,0.018392781,2.67469E-05,-0.007656614,0.038188463,0.048492706
0.18,6.78125E-05,-0.037337383,0.005162363,0.001002887,-0.002062437,-0.00534705,-0.000438343,-0.009981329,0.009786125,0.024083261,0.018137692,-1.39775E-06,0.000100297,-2.99872E-05,-0.017730222,-0.015713981,-0.001617284,-0.011677366,-0.005074703,-0.010586305,-0.010830013,-0.014580064,0.018859922,0.017482787,0.026520007,0.005534866,0.043325251,-0.005058057,-0.003231598,0.006647358,0.032224932,0.007024983,8.149E-05,0.035605868,-0.020310634,-0.002814972
0.19,2.8019E-05,-0.067406258,0.014973764,-0.012943646,-0.002061686,0.035058224,-0.027034413,0.032735651,0.019612786,0.006871347,-0.025502445,0.014742407,-2.03666E-06,-1.86344E-05,-0.016501889,-0.010630897,-0.001619535,-0.004078489,0.003515995,0.01234384,-0.026630489,-0.010963731,-0.027252139,0.010273009,-0.017257459,0.043136337,0.020696467,0.002327197,-0.003232348,-0.017263165,0.005399981,-0.033395549,9.28223E-05,0.045220335,-0.045203918,-0.005319321
0.2,-4.58836E-05,-0.006015381,0.002720957,-0.001545331,-0.002069196,0.015404904,-0.071773182,-0.005975897,0.034322258,-0.030054922,-0.001088383,0.002455267,-0.000136594,-4.51245E-05,-0.001765714,-0.034781745,-0.001613534,0.020213503,0.009650028,-0.005192323,-0.022983638,-0.007347398,-0.047744693,-0.001728029,-0.044021375,0.016814925,-0.026956732,-0.007529981,-0.003217348,-0.032384625,-0.009248457,-0.029611369,-5.63197E-05,0.010369261,-0.038980478,0.009699142
0.21,-2.50394E-05,0.039087692,-0.000956412,0.0162159,-0.002075956,-0.042090214,-0.056049,-0.004640753,0.001119133,-0.017756338,0.002756832,-0.022115198,-3.42567E-05,4.94821E-05,0.024017825,-0.029694846,-0.001617284,0.018931765,0.00105933,0.006949858,-0.00110635,-0.003731065,0.026550351,-0.005336732,-0.00389076,-0.009502671,-0.011469061,0.002327197,-0.003212099,0.000360736,0.020017901,-0.011926433,-9.78567E-05,0.023588618,-0.02777862,-0.022838318
0.22,3.93888E-05,0.050363461,0.00885499,-0.00281181,-0.002063939,-0.023718632,0.001980175,0.030057734,-0.054239754,0.006871347,-0.020375492,0.022112402,4.91302E-05,4.00212E-05,0.004372134,0.017332742,-0.001617284,-0.037220579,0.002287662,-0.015976472,-0.005966274,0.00591249,0.006050168,0.00547412,0.005844347,0.020576217,0.011159723,0.010963671,-0.003229348,-0.009710064,0.00414876,-0.015710612,5.97836E-06,0.019983729,-0.006619328,-0.027845108
0.23,9.24467E-05,0.029065052,-0.009562369,0.006068805,-0.00205793,0.008080685,0.004391063,0.008710688,-0.049295906,0.020390634,-0.002370121,0.058966193,-7.21578E-05,-3.94481E-05,-0.014045224,0.01224775,-0.001609033,-0.064076048,-0.013665402,-0.048344179,-0.00110635,0.010719008,-0.024688662,0.016277342,0.000976794,0.011802413,-0.013849432,0.003578417,-0.003237597,-0.031133404,-0.023866377,-0.005609294,7.39426E-05,-0.025682489,0.040677792,0.002189911
0.24,7.91821E-05,0.017789284,-0.000956412,0.068187335,-0.002063188,-0.013891971,-0.029452931,-0.011316473,-0.01975489,0.014256601,0.016855953,0.012285742,-0.000146071,1.35316E-05,-0.018958554,-0.011901191,-0.001609033,-0.035969359,-0.016122067,-0.013283296,0.041442784,-0.007347398,-0.005477847,-0.007739992,-0.009963758,-0.010753892,-0.041254217,0.008522265,-0.003223348,0.005396137,-0.012910566,0.001959065,0.000113583,0.017579993,0.061837083,0.029722488
0.25,4.50734E-05,0.015283028,0.032170419,0.049174884,-0.00206469,-0.040869511,-0.013744007,0.002027338,0.006062981,0.011784677,-0.008839847,-0.014741388,-4.75225E-05,8.73245E-05,-0.026324735,-0.008088401,-0.001616534,-0.006611448,0.008421696,-0.022720857,0.04508582,-0.026634508,-0.050308169,-0.01733777,-0.04522682,-0.006996415,-0.044824774,0.007271044,-0.003217348,-0.019780865,-0.036073408,-0.014459392,6.82764E-05,0.058439215,0.020763284,0.038482941
0.26,-4.96731E-05,-0.003510078,0.022343759,-0.009159467,-0.002062437,-0.013891971,0.012859691,0.016713923,0.029439446,0.04993165,-0.02165723,-0.003682581,1.69139E-05,6.27269E-05,-0.007907376,-0.000460914,-0.001621785,-0.006611448,0.010878361,-0.02407126,0.006191166,-0.023018174,-0.049026431,0.006671935,-0.02821327,-0.005741379,-0.048410589,-0.022300489,-0.003224848,-0.068914166,-0.054383955,-0.02329423,-5.0661E-05,-0.001647512,0.000848657,0.007194794
0.27,-0.000114101,-0.019797405,0.00885499,0.0162159,-0.002069196,0.01784631,0.009235729,0.00603277,0.002400871,0.048680429,0.010447262,-0.004914728,-2.47796E-05,-3.75556E-05,-0.000541196,0.004620263,-0.001618785,-0.019367796,0.004744327,0.01234384,-0.008396236,-0.018196397,-0.004196109,0.001873045,0.009491198,0.005534866,-0.044824774,-0.033408887,-0.003227848,-0.004674664,-0.034852705,0.010809163,-4.87722E-05,-0.016068975,0.002093321,-0.024091446
0.28,2.04392E-05,-0.013533195,0.018666391,0.028895953,-0.002081214,0.019128048,0.010441173,-0.024667913,-0.057901863,-0.015284415,0.028391598,0.00614408,-2.47796E-05,4.00212E-05,-0.02386807,-0.004277518,-0.001620285,-0.011677366,0.020697391,0.015040831,0.001327427,-0.023018174,-0.020843448,-0.03775403,0.015564196,0.019321182,-0.011469061,-0.044486768,-0.003225598,0.015466938,-0.032411299,0.043646077,-5.34653E-06,0.019983729,-0.022799963,0.002189911
0.29,7.72871E-05,0.025306145,0.045659189,-0.004063031,-0.002075205,0.025231564,0.012859691,-0.03667658,-0.055460457,-0.03499877,0.006602047,-0.001225916,1.88063E-05,0.000147872,-0.031238065,-0.019528678,-0.001621035,-0.006611448,0.024382389,0.013690428,0.002544316,-0.001320176,-0.028533877,-0.040157289,0.036239855,-0.009502671,0.00401861,-0.065452344,-0.003221848,-0.048757306,-0.003144941,0.029760579,1.16445E-05,0.010369261,-0.00413,0.014704025
0.3,-3.0724E-05,0.032823483,0.056706552,-0.015491864,-0.002062437,0.013024532,-0.00527538,0.000699824,-0.006205086,-0.002985831,0.010447262,-0.019658533,2.07025E-05,5.1374E-05,-0.015273557,-0.006816199,-0.001619535,-0.009174925,-0.035760128,-0.001144929,0.021991642,0.034827895,-0.00291437,-0.006534547,0.027725451,-0.063400529,-0.028146917,-0.033408887,-0.003222598,-0.026082745,0.021238604,0.015859822,7.39426E-05,-0.004051248,0.051879769,-0.017833435
0.31,-4.58836E-05,-0.009774288,0.012532358,-0.001545331,-0.002063188,-0.033545292,-0.00527538,0.011373347,-0.00010157,-0.006678457,0.005320309,0.01105741,1.88063E-05,-3.75556E-05,-0.009131894,0.000807473,-0.001622535,-0.021931273,-0.05539819,-0.013283296,0.034145268,0.00591249,0.023986875,0.012676268,-0.024566419,-0.062145493,-0.010278875,-0.025993116,-0.003224848,0.023020038,-0.016542158,0.02344344,7.20538E-05,-0.014866869,0.0195185,-0.017833435
0.32,1.28596E-05,0.012777248,-0.005869742,0.01494942,-0.002069948,-0.055517948,0.02131306,-0.011316473,-0.022257332,-0.009150381,-0.042226078,0.012285742,2.44949E-05,-0.00010378,0.008053317,-0.003003409,-0.001607532,-0.030872923,0.004744327,0.005599455,-0.013259975,-0.018196397,0.02782446,0.00307086,-0.025787122,-0.043346665,0.048101252,-0.039573438,-0.003225598,0.000360736,0.005399981,0.003225545,3.24056E-05,-0.016068975,-0.046448463,-0.011575424
0.33,-2.8829E-05,0.094213882,0.00885499,0.022563556,-0.002066192,-0.033545292,0.023739208,0.011373347,-0.014872078,0.026555185,-0.035817387,-0.014741388,9.3292E-06,-5.64768E-05,0.010509982,0.024958322,-0.001603032,0.030406374,0.010878361,0.029876189,-0.052158443,0.021583266,0.021423398,-0.01733777,0.016784899,-0.045852921,0.027852839,-0.011222608,-0.003224098,0.001611957,0.048094072,-0.000558635,-2.04489E-05,0.017579993,-0.030267948,-0.010324204
0.34,-4.01985E-05,0.080432335,-0.002192373,0.0187336,-0.002063939,-0.022497929,0.029781688,0.007367914,0.007283684,0.006871347,-0.017812015,-0.002458063,-2.66757E-05,8.16481E-05,-0.002994046,0.027500817,-0.001618034,0.062327761,0.013335026,0.03257318,-0.046077816,0.0143506,0.009895383,-0.010135622,0.021652453,-0.018276475,-0.00908869,-0.024772413,-0.003219598,0.033090839,0.006620684,0.034811238,-0.000103515,0.018781622,-0.020310634,-0.005319321
